"Reservoir","Site","DateTime","Depth_m","Rep","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Flag_DateTime","Flag_TN_ugL","Flag_TP_ugL","Flag_NH4_ugL","Flag_NO3NO2_ugL","Flag_SRP_ugL","Flag_DOC_mgL","Flag_DIC_mgL","Flag_DC_mgL","Flag_DN_mgL"
"BVR",50,2024-05-27 12:00:00,9,"R1",768.119214544002,11.6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-03 10:45:00,0.1,"1",827,10.2,41,1,21,10.2,3.3,13.5,1.17,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-06-03 10:50:00,3,"1",691,41.9,50,2,12,6.1,3.2,9.3,0.63,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-06-03 10:59:00,6,"1",324,0,32,2,5,3.7,3.8,7.5,0.33,0,0,43,0,3,0,0,9,9,0
"BVR",50,2024-06-03 11:10:00,9,"1",935,6.8,743,5,26,NA,NA,NA,NA,0,0,0,0,3,0,1,1,1,1
"BVR",50,2024-06-03 12:00:00,0.1,"R1",835.225948889706,10.2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-03 12:00:00,3,"R1",704.583622747555,41.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-03 12:00:00,6,"R1",328.989139120486,-5.15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-03 12:00:00,9,"R1",954.137093918548,6.75,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 10:15:00,0.1,"1",1000,27.4,168,5,22,13.4,3.2,16.6,2.14,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 10:25:00,3,"1",534,55.1,65,3,8,5.7,3.4,9.1,0.82,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-06-10 10:35:00,6,"1",238,18.6,46,0,5,3.6,3.9,7.5,0.28,0,0,0,0,43,0,0,9,9,0
"BVR",50,2024-06-10 10:40:00,9,"1",760,29.9,531,3,22,4.6,4.5,9.2,0.83,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-06-10 12:00:00,0.1,"R1",1021.1624126263,27.4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 12:00:00,3,"R1",540.703606697019,55.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 12:00:00,6,"R1",239.111727269088,18.6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-10 12:00:00,9,"R1",773.713548864456,29.9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-17 10:36:00,0.1,"1",1190,29.8,13,0,8,9.2,2.9,12.2,0.72,0,0,0,0,43,0,0,0,0,0
"BVR",50,2024-06-17 10:46:00,3,"1",398,26.8,63,3,8,6.6,3.6,10.2,0.74,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-06-17 10:57:00,6,"1",345,23.8,116,3,5,4.3,4,8.3,0.42,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-06-17 11:07:00,9,"1",802,22.1,815,4,26,3.6,4.6,8.2,1.07,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-06-17 12:00:00,0.1,"R1",1204.40536501587,29.8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-06-24 09:39:00,0.1,"1",1620,36.6,11,0,13,10.6,3.2,13.8,0.96,0,0,0,0,43,0,0,0,0,0
"BVR",50,2024-06-24 09:48:00,3,"1",1100,27.6,47,0,7,6.8,3.8,10.6,0.63,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-06-24 09:57:00,6,"1",209,15,126,0,7,3.5,4,7.4,0.37,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-06-24 12:00:00,9,"1",1060,32.5,993,4,48,4.3,4.9,9.2,1.33,1,0,0,0,3,0,0,9,9,0
"BVR",50,2024-07-01 09:18:00,0.1,"1",1570,32.5,283,3,10,11.4,3.8,15.2,1.43,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-07-01 09:21:00,3,"1",483,32.9,64,4,10,4.9,3.7,8.6,0.64,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-07-01 09:32:00,6,"1",355,28.9,259,0,5,3.4,4.4,7.7,0.55,0,0,0,0,43,0,0,9,9,0
"BVR",50,2024-07-01 09:43:00,9,"1",1430,39.5,1170,6,37,4.9,4.8,9.7,1.74,0,0,0,0,0,0,0,9,9,0
"BVR",50,2024-07-01 12:00:00,0.1,"R1",1580.49898931453,32.5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-07-08 09:27:00,0.1,"1",1080,35.2,187,10,11,8.9,3.4,12.3,1.01,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-07-08 09:30:00,3,"1",723,28.3,174,8,11,11.6,3.6,15.2,0.86,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-07-08 09:37:00,6,"1",490,25.4,321,1,5,2.6,4.3,6.9,0.49,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-07-08 09:45:00,9,"1",831,26.5,885,3,29,3.6,4.8,8.4,1.14,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-07-15 09:10:00,0.1,"1",859,21.1,13,5,17,10.5,3.2,13.7,0.97,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-07-15 09:20:00,3,"1",394,22.4,22,2,12,6.1,3.8,9.9,0.6,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-07-15 09:28:00,6,"1",493,21.7,341,0,10,3.1,4.5,7.6,0.54,0,0,0,0,43,0,0,9,9,0
"BVR",50,2024-07-15 09:35:00,9,"1",1410,14.5,1050,9,50,3.9,4.9,8.8,1.32,0,0,0,0,0,0,0,9,9,0
"BVR",50,2024-07-15 12:00:00,3,"R1",401.517106195701,22.4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-07-22 09:21:00,0.1,"1",662,22.1,22,0,9,10,2.4,12.5,NA,0,0,0,0,43,0,0,0,0,1
"BVR",50,2024-07-22 09:30:00,3,"1",684,19.8,24,1,4,6,3.9,9.9,NA,0,0,0,0,3,3,0,0,0,1
"BVR",50,2024-07-22 09:36:00,6,"1",540,27.4,250,4,2,4.9,3.3,8.2,NA,0,0,0,0,3,3,0,9,9,1
"BVR",50,2024-07-22 09:43:00,9,"1",1150,20,1350,0,20,4.5,4.5,9,NA,0,0,0,0,43,0,0,9,9,1
"BVR",50,2024-07-29 09:24:00,0.1,"1",435,19.9,23,5,9,10.8,3.7,14.6,0.69,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-07-29 09:36:00,3,"1",671,23.1,14,2,10,8.1,3.7,11.8,0.5,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-07-29 09:39:00,6,"1",624,15.9,228,2,6,4.5,4.9,9.4,0.46,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-07-29 09:50:00,9,"1",1160,19.6,1190,3,44,4.6,5.1,9.7,1.5,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-08-05 09:17:00,0.1,"1",605,20.3,28,5,7,8.3,3.3,11.6,0.66,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-08-05 09:25:00,3,"1",655,22.1,34,3,7,7.6,3.8,11.4,0.68,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-08-05 09:32:00,6,"1",517,24.2,110,0,5,3.8,4.5,8.3,0.33,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-08-05 09:40:00,9,"1",1420,16,1380,9,30,5.1,4.3,9.4,NA,0,0,0,0,0,0,0,9,9,1
"BVR",50,2024-08-19 09:35:00,0.1,"1",560,32.6,19,2,8,9,3.2,12.2,0.6,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-08-19 09:45:00,3,"1",478,36.4,31,3,8,9,3.1,12.1,0.65,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-08-19 09:50:00,6,"1",1140,20.5,887,3,NA,5,5.2,10.2,1.23,0,0,0,0,3,1,0,9,9,0
"BVR",50,2024-08-19 09:50:00,6,"R1",NA,NA,777,4.23245514815231,12.2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-08-19 10:08:00,9,"1",2920,10.7,2210,5,NA,5.2,6.1,11.3,2.96,0,0,0,0,0,1,0,9,9,0
"BVR",50,2024-08-19 10:08:00,9,"R1",NA,NA,2010,6.65384133399196,11.3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-08-26 09:16:00,0.1,"1",627,19.1,22,8,12,8.8,3.9,12.7,0.09,0,0,0,0,0,0,0,0,0,0
"BVR",50,2024-08-26 09:25:00,3,"1",374,25.6,16,2,8,8.4,3.3,11.7,0.69,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-08-26 09:30:00,6,"1",598,40.5,48,3,3,4.7,4.1,8.9,NA,0,0,0,0,3,3,0,9,9,1
"BVR",50,2024-08-26 09:39:00,9,"1",1442,24.1,1760,7,25,4.5,5.9,10.4,2.25,0,0,0,0,0,0,0,9,9,0
"BVR",50,2024-09-02 09:30:00,0.1,"1",415,18.9,8,1,10,9.3,3.3,12.6,0.61,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-09-02 09:40:00,3,"1",494,24.1,14,2,9,9.3,3.1,12.5,0.58,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-09-02 09:50:00,6,"1",411,24.3,97,0,5,3.6,5.2,8.8,0.38,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-09-02 10:00:00,9,"1",2445,20.5,2850,3,15,5.3,6.7,12,3.63,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-09-23 10:44:00,0.1,"1",469,14.6,10,0,3,8.5,2.3,10.8,NA,0,0,0,0,43,3,0,0,0,1
"BVR",50,2024-09-23 10:49:00,3,"1",466,17.7,19,2,6,7.1,3.2,10.3,0.45,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-09-23 10:55:00,6,"1",418,30.1,71,3,6,3.6,4.8,8.4,0.28,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-09-23 11:03:00,9,"1",1893,19.9,3100,2,16,5.5,5.4,10.9,NA,0,0,0,0,3,0,0,9,9,1
"BVR",50,2024-09-23 12:00:00,5,"1",NA,NA,19,4,6,7,3.3,10.3,0.46,0,1,1,0,3,0,0,9,9,0
"BVR",50,2024-09-23 12:00:00,7.5,"1",NA,NA,2150,1,10,4.8,5.4,10.3,NA,0,1,1,0,3,0,0,9,9,1
"BVR",50,2024-09-23 12:00:00,10,"1",NA,NA,3810,2,17,4.4,7.8,12.3,5.21,0,1,1,0,3,0,0,9,9,0
"BVR",50,2024-10-07 10:22:00,0.1,"1",456,17.5,15,0,4,5.6,3.2,8.8,0.41,0,0,0,0,3,3,0,0,0,0
"BVR",50,2024-10-07 10:32:00,3,"1",423,20.9,13,0,0,5.8,2.5,8.3,NA,0,0,0,0,43,3,0,0,0,1
"BVR",50,2024-10-07 10:42:00,6,"1",463,37.4,23,2,6,3.1,6.3,9.3,0.23,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-10-07 10:45:00,9,"1",2886,20.9,3080,4,19,4.7,7.2,11.9,4.08,0,0,0,0,3,0,0,9,9,0
"BVR",50,2024-10-21 10:39:00,0.1,"1",400,14,34,0,3,5,3.6,8.6,NA,0,0,0,0,43,3,0,0,0,1
"BVR",50,2024-10-21 10:47:00,3,"1",418,14.8,37,2,3,3.5,NA,NA,0.24,0,0,0,0,3,3,8,1,1,0
"BVR",50,2024-10-21 10:53:00,6,"1",526,11.3,72,0,7,6,3.1,9.1,NA,0,0,0,0,43,0,0,9,9,1
"BVR",50,2024-10-21 11:30:00,7.5,"1",NA,NA,397,3,21,3.9,4.5,8.4,0.87,0,1,1,0,3,0,0,9,9,0
"BVR",50,2024-10-21 12:00:00,10,"1",4660,0,4260,5,14,5.1,7.1,12.2,4.67,1,0,43,0,3,0,0,9,9,0
"BVR",50,2024-11-04 10:25:00,0.1,"1",503,18.3,13,0,7,4.8,3.8,8.5,0.44,0,0,0,0,3,0,0,0,0,0
"BVR",50,2024-11-04 10:28:00,3,"1",427,21.2,10,2,4,3.8,NA,NA,0.26,0,0,0,0,3,3,8,1,1,0
"BVR",50,2024-11-04 10:34:00,6,"1",349,22.1,24,3,1,5.2,3.7,8.9,0.51,0,0,0,0,3,3,0,9,9,0
"BVR",50,2024-11-04 10:47:00,7.5,"1",NA,NA,1780,12,34,5.3,5.1,10.4,NA,0,1,1,0,0,0,0,9,9,1
"BVR",50,2024-11-04 10:55:00,10,"1",4040,0,4410,4,14,4.7,8.5,13.1,5.57,0,0,43,0,3,0,0,9,9,0
"BVR",50,2024-11-19 10:33:00,0.1,"1",597,28.2,141,1,2,4,NA,NA,0.38,0,0,0,0,3,3,8,1,1,0
"BVR",50,2024-11-19 10:40:00,3,"1",350,16.3,163,0,2,6.4,3,9.4,NA,0,0,0,0,43,3,0,0,0,1
"BVR",50,2024-11-19 10:54:00,6,"1",398,9.5,158,4,4,3.6,NA,NA,0.37,0,0,0,0,3,3,8,1,1,0
"BVR",50,2024-11-19 11:01:00,10,"1",605,23.7,184,2,3,3.9,NA,NA,0.37,0,0,0,0,3,3,8,1,1,0
"BVR",50,2024-11-19 11:05:00,8,"1",NA,NA,159,3,4,3.9,NA,NA,0.39,0,1,1,0,3,3,8,1,1,0
"BVR",50,2024-12-03 11:45:00,0.1,"1",487,17.2,171,6,2,3.7,NA,NA,0.36,0,0,0,0,0,3,8,1,1,0
"BVR",50,2024-12-03 11:50:00,3,"1",579,14.7,161,3,4,3.6,NA,NA,0.35,0,0,0,0,3,3,8,1,1,0
"BVR",50,2024-12-03 11:57:00,6,"1",639,20.8,171,2,4,5.1,3.6,8.7,NA,0,0,0,0,3,3,0,0,0,1
"BVR",50,2024-12-03 12:00:00,9,"1",495,16.5,176,4,3,3.5,NA,NA,0.37,1,0,0,0,3,3,8,1,1,0
"BVR",50,2025-02-24 10:47:00,0.1,"R1",433.7342792,25.5,116,43.5526717490889,9.69,5.39007081542896,1.89801441785961,7.32802031515866,0.69,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-02-24 10:47:00,0.1,"R2",417.370338,20.8,131,42.5976226251439,5.92,4.8289740819993,2.71849096798016,7.54746504997946,0.59,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-02-24 11:02:00,3,"R1",434.6897027,21,129,41.1600852042664,4.31,3.54799434167617,2.8362204592275,6.38421480090367,0.44,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-02-24 11:08:00,6,"R1",438.502149,27.8,124,43.1706065358891,4.59,3.79910664356637,2.77046887848341,6.56957552204978,0.45,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-02-24 11:15:00,9,"R1",407.6136645,18,143,44.0570250546448,3.43,4.22076797097861,2.81140636422282,7.03217433520143,0.43,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:15:00,0.1,"R1",456.9912868,22,105,39.3829139268955,3.63,3.34897984654009,2.96604538436335,6.31502523090343,0.38,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:20:00,3,"R1",426.1625033,20.5,103,40.1753552760555,5.1,3.41578229099278,3.27217001558957,6.68795230658235,0.38,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:25:00,6,"R1",406.5846436,19,103,45.2220433676256,4.79,5.04151752983279,2.9050927778846,7.94661030771739,0.39,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:25:00,6,"R2",302.8377912,14.4,101,52.5333450929306,7.33,3.12427669961711,3.14745453112748,6.27173123074459,0.34,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:35:00,8,"R1",345.945944,12.5,113,41.966509379732,5.94,4.95653673715578,2.81439994056207,7.77093667771785,0.65,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-10 12:00:00,0.1,"R2",354.4344058,10.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-24 10:10:00,0.1,"R1",316.3278615,28.7,63.3,30.7517129102746,3.73,3.25522769015566,3.21809758014146,6.47332527029712,0.37,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-24 10:15:00,3,"R1",499.1459434,14.8,54,32.8233068424082,5.92,3.59249310222319,2.98050370037516,6.57299680259835,0.4,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-24 10:20:00,6,"R1",365.1346263,19,64.3,31.9534611929362,5.61,4.90089090200086,2.49368788294129,7.39457878494215,0.57,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-24 10:25:00,8,"R1",524.3587099,37.4,89.6,31.1118526975303,4.12,3.04078483012517,3.01847206829386,6.05925689841903,0.35,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-03-24 10:25:00,8,"R2",552.4784178,38.8,91.7,30.3569917497325,3.92,5.72355716609874,2.75272838925776,8.4762855553565,0.62,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-07 11:50:00,0.1,"R1",253.0339934,13.7,8.03,9.26196812545626,7.18,3.4844876904017,3.01579410411682,6.50028179451853,0.26,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-07 11:50:00,0.1,"R2",338.8618845,21.9,9.4,7.3298977974524,10,4.92845740735667,2.56679242111752,7.49524982847418,0.43,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:10:00,3,"R1",318.4498766,17.6,22.1,11.1029057987129,4.84,5.15043445364,2.16557545522435,7.31600990886436,0.43,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:15:00,6,"R1",465.1054989,18.3,143,19.8699998530794,4.52,3.86665427935238,3.38488701115087,7.25154129050325,0.42,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:30:00,7,"R1",599.9269508,21.3,235,20.7280184479364,6.11,4.97766370063244,2.59820983411558,7.57587353474802,0.66,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-21 10:50:00,0.1,"R1",467.866124202868,30.3,52.4,7.6966347258266,8.26,5.05582020352157,2.4900278309285,7.54584803445007,0.52,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-21 11:10:00,3,"R1",347.702162963196,25.4,85.6,9.90486549990833,8.48,3.4940648396679,3.47720766605659,6.97127250572449,0.33,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-21 11:10:00,3,"R2",453.561883056007,27.1,76.5,9.13243886645761,4.84,5.05055735503493,2.93518165698416,7.98573901201909,0.64,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-21 11:25:00,6,"R1",383.276428827898,24.5,164,16.8739954870654,6.04,3.90094739923135,2.97779402088043,6.87874142011177,0.5,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-04-21 11:40:00,7,"R1",449.518743099985,32.1,133,8.40033999461638,5.93,4.45497544313479,2.39523331284571,6.8502087559805,0.5,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-05 11:33:00,0.1,"R1",409.4635044,20.4,16.4,5.21106868245271,4.72,4.21591565761483,3.1522700742327,7.36818573184753,0.28,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-05 11:40:00,3,"R1",440.0580476,26.8,65.1,9.17812485044265,4.34,3.44463991314448,3.31290570993541,6.75754562307989,0.33,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-05 11:48:00,6,"R1",968.7268147,32.3,691,9.73455383115107,16.3,3.56253702035402,4.43963108358566,8.00216810393968,0.93,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-05 11:48:00,6,"R2",1013.774647,19.3,715,9.83092994379095,20.7,5.45029131512543,3.69235491713023,9.14264623225565,1.13,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-05 11:58:00,7,"R1",1819.688072,79.6,1040,17.1220800865591,25.6,4.36949541207808,4.57079668343817,8.94029209551625,1.43,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-12 10:45:00,0.1,"R1",465.448521810977,34.2,15.5,2.02232097959925,5.54,5.63153222402707,2.33053454669095,7.96206677071801,0.54,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:05:00,3,"R1",666.99081871346,53.3,46.7,3.50554699528156,8.04,4.06416429995348,3.2814322958711,7.34559659582457,0.36,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:10:00,6,"R1",1235.69502924798,30.3,1250,20.1928788299863,47.1,4.11524627790545,5.27159408979524,9.38684036770069,1.6,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:50:00,5,"R1",1163.59583488397,35.8,985,12.6200178633319,28.8,4.34742270197896,4.28782309759253,8.6352457995715,1.36,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:50:00,5,"R2",1112.83553226481,33.4,1000,9.62261817321406,23.9,5.41067363581449,4.38624716361077,9.79692079942525,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-19 10:35:00,0.1,"R1",478.308581921053,30.3,6.23,0.432012590975042,10.1,5.57532935580364,2.01592093872266,7.5912502945263,0.54,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-19 10:35:00,0.1,"R2",385.295494960269,31.5,28.5,3.85581569031278,14,5.04310826459124,2.58288498914428,7.62599325373551,0.48,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-19 10:50:00,3,"R1",334.106978170597,32.9,66.2,25.9198634313126,5.3,4.48966040727683,2.89838546436923,7.38804587164606,0.29,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-19 10:57:00,6,"R1",1167.15301627669,39.8,842,17.9071192555322,43.1,6.8838211739939,3.74754844037221,10.6313696143661,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-19 11:05:00,7,"R1",1236.79443372435,35.8234541638854,1090,16.5155146713019,41.6,6.21831215760923,3.98225598852445,10.2005681461337,NA,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-26 10:00:00,0.1,"R1",451.0885672,30.6,32.1,5.04462800707017,9.41,4.57222725419087,2.71742558645457,7.28965284064544,0.4,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-26 10:00:00,0.1,"R2",547.6749866,33.2,19.9,13.6157702115704,14.1,5.02582974474701,2.82043637999745,7.84626612474446,0.39,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-26 10:15:00,3,"R1",588.6607515,37.5,54.1,20.530135431351,14.1,4.95264630862913,2.93500470513806,7.88765101376719,0.41,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-26 10:22:00,6,"R1",1412.249574,34.8,866,6.00337518539714,16.3,3.64223172114878,6.24377675194435,9.88600847309312,1.12,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-26 10:35:00,7,"R1",NA,32.3,1350,33.4688623854439,41,4.14139742130003,5.73006864604356,9.87146606734359,1.77,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-05-26 10:35:00,7,"R1",1916.832928,NA,1350,33.4688623854439,41,4.14139742130003,5.73006864604356,9.87146606734359,1.77,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-02 10:00:00,0.1,"R1",483.3098669,36.8,4.38,3.39669624068657,15.8,5.0650152499448,2.9263277175461,7.9913429674909,0.31,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-02 10:15:00,3,"R1",513.8829899,29.3,11.1,12.2277617837266,8.93,4.79485575767894,3.47992290936922,8.27477866704815,0.24,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-02 10:15:00,3,"R2",584.9704062,34.9,17.5,10.3275056067702,8.94,5.21652662209253,2.98883149620687,8.2053581182994,0.4,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-02 10:30:00,6,"R1",1222.191389,38,903,22.9525427363109,52.6,3.83152488680764,5.26958148105076,9.1011063678584,1.21,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-02 10:35:00,7,"R1",1707.310183,27.2,1190,22.8033247341807,66.7,4.1002549082601,5.57995262329226,9.68020753155236,1.49,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-09 09:20:00,0.1,"R1",482.281946612435,31.3,7.92,4.71353411794667,11.9,6.83578336747542,2.30565271078417,9.14143607825959,0.54,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-09 09:35:00,3,"R1",544.665850629267,34.0852230127653,51.9,6.29281419356154,9.04,7.7844632772505,2.31060372913795,10.0950670063884,0.64,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-09 09:35:00,3,"R2",504.801951821457,37.2,47.4,5.1796524112021,14.6,5.51388375762003,3.012561385806,8.52644514342603,0.57,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-09 09:42:00,6,"R1",1392.74341909113,39.8,1170,21.3985078152149,48.7,4.22577305132134,4.97311924689677,9.19889229821811,1.53,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-09 09:50:00,7,"R1",NA,54.8,1860,29.4441187861143,66.5,4.06826690936106,6.34374287876726,10.4120097881283,2.34,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-09 09:50:00,7,"R1",2115.5716716991,NA,1860,29.4441187861143,66.5,4.06826690936106,6.34374287876726,10.4120097881283,2.34,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-16 09:20:00,0.1,"R1",629.2668377,30.2,17.6,5.57076659647836,11.3,5.61114467687026,3.31892280847186,8.93006748534213,0.52,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-16 09:30:00,3,"R1",695.6464081,51.1,17.5,4.34220624177739,4.91,5.07824321378209,2.72433804708282,7.80258126086491,0.4,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-16 09:35:00,6,"R1",1978.359612,41,1490,22.2087672188875,51.1,7.2953977668551,5.02185786309914,12.3172556299542,1.73,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-16 09:35:00,6,"R2",NA,NA,1530,21.7000903340044,51.4,3.94160401887781,5.99340907143154,9.93501309030935,1.83,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-16 09:45:00,7,"R1",2602.345689,58.2,2600,17.5255965481007,37.3,4.18830427057058,6.88191946738443,11.070223737955,2.95,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-23 09:20:00,0.1,"R1",680.2114658,26.4,14.6,1.97095236338832,7.78,7.63048522193022,2.10641052907101,9.73689575100123,0.53,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-23 09:30:00,3,"R1",658.4525091,39.3,21.2,5.86842576273202,7.74,2.57539816260057,3.93192078034197,6.50731894294254,0.32,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-23 09:40:00,6,"R1",2205.361062,42.2,1360,11.3364570513752,13.1,1.64634560770745,6.23654207727028,7.88288768497773,1.69,0,0,0,0,0,0,0,0,0,0
"BVR",50,2025-06-23 09:40:00,6,"R1",2075.382926,NA,1360,11.3364570513752,13.1,1.64634560770745,6.23654207727028,7.88288768497773,1.69,0,0,0,0,0,0,0,0,0,0
