"x","cast","Reservoir","Site","DateTime","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","YellowSubstances_ugL","TotalConc_ugL","Transmission","Depth_m","Temp_degC","RFU_525nm","RFU_570nm","RFU_610nm","RFU_370nm","RFU_590nm","RFU_470nm"
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:32:41,18.62,1.08,0.87,0,0.53,20.58,100,7.96,8.75,15.9,4.96,24.16,34.25,22.86,67.89
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:32:43,19.49,1.13,0.98,0,0.5,21.6,100,7.98,8.54,16.62,5.3,25.32,35.38,23.7,70.91
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:32:46,19.18,1.1,0.97,0,0.47,21.25,100,7.98,8.59,16.29,5.33,24.84,34.54,23.35,69.58
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:32:48,19.14,1.27,0.88,0,0.5,21.29,100,8.02,8.7,16.32,5.42,26,34.81,23.46,69.36
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:32:50,18.73,1.12,0.92,0,0.52,20.76,100,8.06,8.81,16.06,5.23,24.56,34.41,22.98,68.35
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:32:53,17.46,0.97,0.92,0,0.52,19.36,100,8.16,8.75,15.16,4.8,22.35,32.48,21.86,64.25
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:32:55,17.41,1.02,0.94,0,0.51,19.38,100,8.24,8.49,15.2,4.9,22.65,32.35,21.89,64.1
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:32:58,18.34,0.99,0.98,0,0.5,20.31,100,8.29,8.46,15.79,4.97,23.25,33.63,22.65,67.18
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:00,19.35,1.16,0.81,0,0.52,21.32,100,8.37,8.58,16.22,5.36,25.32,35.15,23.38,69.9
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:02,18.31,1.08,0.79,0,0.51,20.18,100,8.46,8.52,15.43,5.02,23.79,33.41,22.45,66.32
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:05,16.91,0.92,0.98,0,0.49,18.81,100,8.56,8.36,14.83,4.66,21.61,31.37,21.3,62.42
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:07,15.59,0.85,0.98,0,0.46,17.42,100,8.65,8.34,13.91,4.26,19.99,29.15,20.07,57.95
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:09,15.68,0.88,0.91,0,0.46,17.47,100,8.71,8.33,13.84,4.38,20.31,29.21,20.04,57.95
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:12,16.38,0.94,0.98,0,0.46,18.3,100,8.75,8.34,14.47,4.58,21.34,30.39,20.82,60.53
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:14,17.06,1.04,0.99,0,0.47,19.09,100,8.77,8.35,15.03,4.79,22.63,31.51,21.57,62.84
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:17,16.97,1.04,0.83,0,0.5,18.84,100,8.8,8.31,14.69,4.65,22.36,31.49,21.37,62.16
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:19,16.89,0.96,0.76,0,0.48,18.61,100,8.87,8.25,14.32,4.61,21.58,30.93,21.16,61.38
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:21,16.8,1.07,0.75,0,0.44,18.61,100,8.94,8.32,14.26,4.59,22.4,30.47,21.07,60.72
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:24,16.67,1.06,0.84,0,0.5,18.57,100,9,8.33,14.5,4.78,21.99,31.04,21.4,61.21
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:26,16.35,1.03,0.85,0,0.51,18.23,100,9.02,8.25,14.37,4.64,21.69,30.73,20.95,60.33
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:28,16.86,0.95,0.93,0,0.47,18.74,100,9.04,8.34,14.67,4.69,21.65,31.11,21.3,61.96
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:31,17.48,1.03,0.85,0,0.48,19.37,100,9.09,8.6,14.97,4.85,22.74,32.01,21.83,63.71
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:33,16.9,1.04,0.86,0,0.51,18.8,100,9.11,8.62,14.74,4.75,22.32,31.53,21.36,62.14
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:36,16.7,1.09,0.71,0,0.49,18.5,100,9.12,8.57,14.25,4.74,22.43,30.8,20.97,60.65
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:38,16.06,1.04,0.69,0,0.47,17.78,100,9.16,8.72,13.71,4.55,21.45,29.61,20.37,58.32
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:40,16.04,1.05,0.8,0,0.48,17.89,100,9.19,8.68,14,4.59,21.71,29.86,20.46,58.81
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:43,15.46,1.03,0.76,0,0.49,17.25,100,9.23,8.67,13.55,4.52,20.98,29.02,19.95,56.82
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:45,15.71,1.02,0.78,0,0.54,17.52,100,9.29,8.65,13.92,4.44,21.29,29.97,20.13,58.17
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:48,15.91,1.03,0.81,0,0.57,17.74,100,9.31,8.41,14.14,4.54,21.3,30.55,20.57,59.11
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:50,14.92,0.97,0.66,0,0.51,16.56,100,9.23,8.3,13.03,4.25,20.21,28.28,19.15,54.84
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:52,15.46,1.02,0.7,0,0.51,17.17,100,9.22,8.33,13.45,4.48,20.89,29.11,19.8,56.71
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:55,16.51,1.11,0.76,0,0.54,18.38,100,9.23,8.31,14.42,4.69,22.4,31.15,21.05,60.69
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:57,16.68,1.02,0.65,0,0.51,18.35,100,9.25,8.37,14.1,4.44,21.93,30.8,20.76,60.45
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:33:59,14.11,0.93,1.02,0,0.47,16.06,100,9.29,8.45,13.22,4.24,19.16,27.31,19.17,53.49
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:34:02,13.59,1.02,0.92,0,0.39,15.54,100,9.27,8.43,12.56,4.13,19.16,25.62,18.79,50.77
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:34:04,14.74,1.12,0.86,0,0.42,16.73,100,9.23,8.37,13.27,4.45,20.82,27.53,19.87,54.45
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:34:07,14.89,1.07,0.9,0,0.42,16.87,100,9.29,8.42,13.41,4.4,20.56,27.84,20.05,55.15
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:34:09,13.83,1.09,0.89,0,0.43,15.81,100,9.33,8.27,12.78,4.34,19.76,26.4,19.17,51.73
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:34:11,13.86,1.14,0.8,0,0.44,15.81,100,9.41,8.08,12.67,4.26,20.05,26.39,19.23,51.52
"20220419_FCR_50.txt","8","FCR",50,2022-04-19 09:34:14,13.7,1.2,1.03,0,0.34,15.93,100,9.48,8.07,12.9,4.32,20.25,25.59,19.61,51.24
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:08,0,0.51,3.42,0.04,0.46,3.96,100,0.31,13.26,10.76,2.2,7.2,11.01,9,18.37
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:10,0.87,0.33,3.04,0.46,0.5,4.69,100,0.63,13.37,11.17,3.21,7.9,12.61,10.05,21.95
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:13,1.33,0.39,3.91,0,0.39,5.64,100,0.76,13.35,11.88,2.89,8.42,12.84,9.71,24.39
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:15,2.04,0.07,2.98,0.71,0.39,5.8,100,0.85,13.28,12.02,3.21,8.08,13.22,10.93,25.54
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:17,1.46,0.5,4.37,0,0.41,6.33,100,1.07,13.16,13.19,3.56,9.77,14.14,10.41,27.04
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:20,1.87,0.36,4.14,0.2,0.46,6.57,100,1.21,13.02,13.51,3.65,9.44,15.08,11.1,28.57
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:22,1.73,0.35,4.56,0.25,0.47,6.89,100,1.34,12.9,14.6,3.77,9.77,15.74,11.66,30.23
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:24,2.26,0.54,4.37,0.18,0.45,7.35,100,1.49,12.91,14.36,3.65,10.64,16,12.53,30.72
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:27,2.53,0.31,4.21,0.37,0.5,7.42,100,1.6,13,14.68,3.65,10.12,16.8,12.42,32.05
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:29,2.51,0.42,4.62,0.31,0.45,7.85,100,1.74,12.88,15.37,4.51,11.11,16.96,12.61,33.15
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:32,2.44,0.29,4.92,0.28,0.47,7.94,100,1.91,12.9,15.95,3.96,10.52,17.37,12.58,34.22
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:34,2.86,0.22,4.73,0.32,0.45,8.13,100,2.08,12.79,15.73,4.12,10.52,17.48,12.45,34.73
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:36,2.92,0.38,5.28,0,0.4,8.57,100,2.2,12.82,16.1,3.74,11.04,17.52,12.51,35.55
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:39,3.01,0.18,5.02,0.31,0.43,8.52,100,2.31,12.93,16.39,4.24,10.72,17.9,12.64,36.24
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:41,3.02,0.34,5.53,0.01,0.38,8.89,100,2.39,12.89,16.68,4.04,11.17,17.88,12.71,36.85
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:44,2.97,0.31,5.54,0,0.44,8.82,100,2.51,12.96,16.85,3.62,11.17,18.47,12.53,37.22
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:46,2.95,0.29,5.83,0,0.35,9.07,100,2.68,12.95,17.24,4.02,11.21,17.99,12.74,37.69
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:48,3.52,0.07,5.75,0.21,0.41,9.54,100,2.84,12.98,17.99,4.22,11.07,19.45,13.06,40.47
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:51,3.03,0,5.59,0.48,0.39,9.1,100,2.92,12.97,18.07,4.21,10.72,18.67,13.37,39.21
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:53,3.49,0.19,6.13,0.08,0.39,9.89,100,3.01,12.76,18.54,4.4,11.72,19.75,13.4,41.4
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:55,3.62,0,6.31,0.19,0.32,10.13,100,3.13,12.53,19.04,4.82,11.46,19.56,13.14,42.49
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:11:58,3.43,0.14,6.6,0.3,0.35,10.47,100,3.23,12.53,20.19,4.69,12.34,20.38,14.59,43.91
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:00,3.81,0,6.31,0.36,0.36,10.48,100,3.34,12.7,19.8,4.56,11.88,20.48,14.26,44.09
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:03,3.66,0.07,6.81,0.14,0.31,10.67,100,3.47,12.83,20.16,4.37,11.97,20.36,14.12,44.52
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:05,3.96,0,6.62,0.32,0.38,10.9,100,3.59,12.82,20.53,4.8,12.16,21.35,14.53,45.94
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:07,4.22,0.12,6.76,0.03,0.37,11.13,100,3.67,12.85,20.25,4.09,12.31,21.51,14.53,46.12
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:10,3.44,0.05,6.78,0.15,0.42,10.41,100,3.74,12.92,20.23,4.41,11.78,21.03,13.91,44.52
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:12,4.09,0,6.82,0.14,0.37,11.04,100,3.81,12.83,20.48,4.76,12.06,21.49,14.1,46.39
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:14,4.43,0.04,6.7,0.15,0.29,11.31,100,3.95,12.82,20.29,4.58,12.43,21.02,14.43,46.35
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:17,4.72,0,6.31,0.17,0.25,11.2,100,4.09,12.84,19.47,4.38,12.14,20.38,14.22,45.35
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:19,4.21,0.01,6.71,0.2,0.34,11.13,100,4.23,12.85,20.47,4.4,12.22,21.33,14.53,46.33
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:22,4.44,0.09,6.95,0.02,0.34,11.5,100,4.35,12.92,20.65,4.6,12.69,21.75,14.47,47.32
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:24,4.5,0.03,6.87,0.2,0.31,11.6,100,4.47,12.97,20.93,4.83,12.82,21.65,14.83,47.67
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:26,4.34,0,6.64,0.2,0.32,11.18,100,4.57,12.98,20.31,4.63,12.22,21.19,14.4,46.31
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:29,4.56,0,6.94,0.2,0.22,11.7,100,4.65,13,20.89,4.73,12.61,20.98,14.9,47.53
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:31,4.4,0,6.98,0.07,0.34,11.44,100,4.73,12.94,20.79,4.19,12.18,21.74,14.52,47.49
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:33,4.25,0.09,7.07,0,0.28,11.42,100,4.84,12.85,20.66,4.3,12.71,21.05,14.26,46.69
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:36,3.95,0,7.11,0.1,0.33,11.16,100,4.95,12.86,20.91,4.36,12.05,21.29,14.33,46.7
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:38,4.12,0.06,6.78,0.2,0.35,11.17,100,5.07,12.94,20.67,4.32,12.4,21.45,14.86,46.45
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:41,3.98,0.08,6.86,0.05,0.32,10.97,100,5.2,12.97,20.2,4.49,12.2,20.79,14.05,45.41
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:43,4.14,0.04,6.74,0.05,0.31,10.98,100,5.32,13.02,19.99,4.3,12,20.72,13.98,45.36
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:45,4.03,0,6.78,0.09,0.32,10.9,100,5.44,13.01,20.1,4.29,11.73,20.76,13.97,45.42
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:48,3.92,0,6.69,0.16,0.31,10.77,100,5.52,13,19.99,4.59,11.62,20.46,14.01,44.94
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:50,3.93,0.01,6.63,0.23,0.3,10.8,100,5.64,13.02,20.12,4.24,11.9,20.44,14.37,44.91
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:53,3.97,0.19,6.94,0,0.32,11.1,100,5.82,13.06,20.36,4.23,12.65,20.92,14.47,45.58
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:55,3.72,0,6.9,0.19,0.35,10.81,100,5.94,13.04,20.61,4.45,11.8,21.01,14.3,45.66
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:12:57,4.21,0,6.75,0.11,0.26,11.06,100,6.05,13.05,20.06,4.37,11.99,20.42,14.06,45.47
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:00,4.02,0.04,6.97,0.14,0.31,11.16,100,6.13,13.01,20.69,4.72,12.38,21.06,14.3,46.32
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:02,3.77,0,6.83,0.16,0.32,10.76,100,6.25,13.01,20.29,4.61,11.86,20.57,13.95,45.1
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:04,3.95,0,6.84,0.29,0.28,11.08,100,6.33,13.01,20.73,4.75,12.28,20.73,14.62,46.01
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:07,3.86,0.01,6.83,0.17,0.32,10.87,100,6.45,13.02,20.37,4.43,11.98,20.69,14.16,45.38
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:09,3.67,0,6.83,0.27,0.32,10.76,100,6.52,12.98,20.55,4.67,11.8,20.65,14.42,45.32
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:12,3.87,0.16,7.01,0.1,0.3,11.13,100,6.61,12.96,20.67,4.77,12.76,20.89,14.58,45.84
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:14,3.82,0.02,6.86,0.28,0.33,10.98,100,6.72,12.99,20.8,4.68,12.3,21.02,14.59,45.98
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:16,3.66,0.07,7.48,0.2,0.33,11.41,100,6.8,12.96,22.02,4.66,12.78,21.79,15.17,47.89
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:19,3.19,0.26,8.22,0,0.39,11.67,100,6.93,12.99,23.21,4.75,13.58,22.83,15.61,49.32
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:21,3.32,0.13,8.1,0.2,0.35,11.75,100,7.04,13,23.38,5.05,13.42,22.58,15.74,49.69
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:23,3.55,0.17,8.13,0.07,0.33,11.93,100,7.21,12.98,23.19,4.93,13.53,22.58,15.66,49.88
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:26,2.58,0.2,9.47,0.38,0.45,12.62,100,7.42,12.87,27.12,5.72,14.9,25.28,17.78,54.96
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:28,2.73,0.34,9.31,0.18,0.46,12.57,100,7.55,12.64,26.34,5.72,15.12,25.07,17.43,54
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:31,2.21,0.33,9.82,0.15,0.46,12.52,100,7.63,12.46,27.2,5.55,15.01,25.24,17.58,54.53
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:33,2.17,0.29,9.58,0.36,0.46,12.4,100,7.77,12.32,27.19,5.75,15.03,25.08,17.87,54.19
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:35,0.35,0.62,8.33,0.58,0.65,9.88,100,7.96,11.83,24.56,5.82,14.42,22.89,17.23,45.43
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:38,0,0.86,7.06,0.64,0.68,8.56,100,8.15,11.29,22.46,5.68,14.24,21.01,16.5,38.96
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:40,0,0.8,6.7,0.77,0.7,8.27,100,8.28,11.06,22.04,5.8,14.01,20.71,16.29,37.96
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:43,0,0.86,6.65,0.72,0.67,8.23,100,8.4,10.94,21.8,5.78,14.12,20.33,16.25,37.31
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:45,0,0.76,6.33,1.01,0.69,8.09,100,8.55,10.91,21.83,5.87,13.95,20.35,16.63,37.25
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:47,0,0.85,5.93,0.83,0.68,7.61,100,8.73,10.73,20.71,5.49,13.6,19.44,15.84,34.55
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:50,0,0.81,5.17,1.01,0.68,6.98,100,8.92,10.57,19.79,5.54,13.17,18.47,15.26,31.68
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:52,0,0.77,4.57,1.13,0.68,6.47,100,9.13,10.4,18.7,5.35,12.64,17.6,14.95,29.56
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:54,0,1,4.41,0.97,0.71,6.37,100,9.32,10.25,18.24,5.42,13.25,17.61,15.01,28.4
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:57,0,0.83,4.35,1.12,0.7,6.29,100,9.46,10.24,18.3,5.3,12.68,17.47,14.91,28.67
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:13:59,0,0.84,4.06,1.18,0.74,6.08,100,9.66,10.2,17.9,5.27,12.62,17.52,14.96,28.05
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:02,0,0.94,4.26,0.91,0.7,6.11,100,9.91,10.11,17.4,5.1,12.59,17.09,14.51,27.56
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:04,0,0.93,4.14,0.95,0.73,6.02,100,10.07,10.09,17.53,5.14,12.59,17.23,14.42,27.26
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:06,0,0.98,4.6,0.69,0.69,6.28,100,10.23,10.07,17.44,4.86,12.56,17.14,14.31,28.06
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:09,0,0.93,3.97,0.93,0.72,5.83,100,10.47,9.95,16.99,5.01,12.35,16.78,14.17,26.36
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:11,0,0.92,4.09,0.94,0.73,5.95,100,10.78,9.84,17.23,4.99,12.4,17.07,14.38,27.06
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:13,0,0.95,4.25,0.9,0.74,6.1,100,10.93,9.85,17.49,4.92,12.58,17.47,14.64,27.76
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:16,0,1.1,4.48,0.76,0.71,6.35,100,11.02,9.91,17.64,5.12,13.21,17.36,14.85,27.95
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:18,0,0.99,4.37,0.89,0.71,6.24,100,11.13,9.98,17.89,5.14,12.91,17.42,14.68,27.91
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:21,0,0.87,3.99,0.93,0.75,5.79,100,11.21,9.91,16.85,4.83,12.01,17.1,14.11,26.86
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:23,0,0.92,3.76,0.91,0.74,5.59,100,11.32,9.83,16.24,4.94,12.05,16.59,13.88,25.66
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:25,0,0.92,4.28,0.82,0.73,6.01,100,11.42,9.85,17.15,4.84,12.27,17.22,14.21,27.5
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:28,0,1.06,4.15,0.7,0.74,5.92,100,11.54,9.91,16.73,5.09,12.66,16.99,13.98,26.46
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:30,0,0.97,4.18,0.83,0.75,5.97,100,11.64,9.88,17.15,4.79,12.4,17.27,14.33,27.15
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:33,0,0.99,4.08,0.75,0.73,5.83,100,11.73,9.86,16.78,4.79,12.32,16.87,13.94,26.24
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:35,0,0.97,4.11,0.61,0.7,5.7,100,11.87,9.82,16.01,4.67,11.9,16.3,13.37,25.7
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:37,0,0.96,4.05,0.74,0.72,5.74,100,12.06,9.74,16.31,4.69,12.03,16.6,13.79,26.09
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:40,0,0.94,3.98,0.74,0.71,5.66,100,12.14,9.74,16.05,4.62,11.86,16.33,13.7,25.72
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:42,0,1.03,3.95,0.71,0.73,5.69,100,12.27,9.75,16.1,4.64,12.16,16.5,13.87,25.58
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:44,0,1.02,4.13,0.73,0.76,5.89,100,12.4,9.71,16.73,4.89,12.46,17.16,14.05,26.68
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:47,0,0.94,3.95,0.7,0.74,5.6,100,12.55,9.71,15.98,4.62,11.8,16.5,13.49,25.63
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:49,0,0.93,3.93,0.7,0.72,5.56,100,12.72,9.67,15.73,4.65,11.71,16.28,13.4,25.48
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:52,0,1.06,4.16,0.53,0.72,5.75,100,12.94,9.66,16.05,4.57,12.15,16.45,13.51,25.61
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:54,0,1.08,4.19,0.56,0.73,5.83,100,13.1,9.66,16.11,4.61,12.27,16.67,13.8,26.1
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:56,0,1.07,4.28,0.63,0.72,5.98,100,13.24,9.64,16.61,4.84,12.53,16.92,14.04,26.73
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:14:59,0,0.95,4.31,0.75,0.75,6.01,100,13.35,9.65,17.01,4.85,12.29,17.29,14.08,27.49
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:01,0,1.1,4.57,0.5,0.74,6.17,100,13.5,9.66,16.82,4.78,12.63,17.35,14.04,27.63
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:03,0,1.17,4.89,0.47,0.74,6.52,100,13.6,9.63,17.65,5.02,13.25,17.91,14.47,28.84
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:06,0,1.06,4.63,0.51,0.73,6.19,100,13.73,9.61,16.91,4.77,12.51,17.26,13.96,27.8
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:08,0,1.11,4.99,0.58,0.78,6.68,100,13.89,9.58,18.31,5.01,13.3,18.63,14.9,30.08
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:11,0,1.13,5.06,0.48,0.77,6.67,100,14.13,9.56,18.08,4.81,13.16,18.51,14.76,29.95
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:13,0,1.2,5.49,0.46,0.82,7.15,100,14.33,9.55,19.37,5.16,13.96,19.83,15.37,32.12
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:15,0,1.19,5.45,0.58,0.83,7.22,100,14.55,9.54,19.61,5.33,14.14,20.03,15.75,32.6
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:18,0,1.14,5.14,0.52,0.8,6.8,100,14.79,9.52,18.53,4.99,13.44,18.98,15,30.65
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:20,0,1.1,4.18,0.52,0.74,5.81,100,14.93,9.49,16.06,4.67,12.33,16.75,13.67,25.99
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:22,0,1.13,4.46,0.49,0.76,6.09,100,15.07,9.51,16.65,4.66,12.63,17.37,14.11,27.28
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:25,0,1.01,3.97,0.7,0.74,5.69,100,15.29,9.49,16.17,4.82,12.2,16.68,13.71,25.75
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:27,0,0.94,3.83,0.8,0.7,5.57,100,15.53,9.44,15.86,4.77,11.89,16.11,13.65,25.26
"20220420_CCR_50.txt","9","CCR",50,2022-04-20 10:15:30,0,1.07,4.15,0.65,0.72,5.88,100,15.77,9.42,16.33,4.86,12.49,16.66,13.97,26.2
