Reservoir,Site,Transect,DateTime,Depth_m,Ebu_rate,Diff_rate,Flag_depth,Flag_ebu,Flag_diff
FCR,sC,NT,2015-07-20,9,0.1095,NA,0,0,1
FCR,sC,NT,2015-07-27,9,0.0205,NA,0,0,1
FCR,sC,NT,2015-07-27,9,0.0205,NA,0,0,1
FCR,sC,NT,2015-08-03,9,0.1232,NA,0,0,1
FCR,sC,NT,2015-08-03,9,0.0113,NA,0,0,1
FCR,sC,NT,2015-08-10,9,0.0223,NA,0,0,1
FCR,sC,NT,2015-08-10,9,0.1457,NA,0,0,1
FCR,sC,NT,2015-08-17,9,0.1388,NA,0,0,1
FCR,sC,NT,2015-08-24,9,0.0000,NA,0,0,1
FCR,sC,NT,2015-08-31,9,0.2512,NA,0,0,1
FCR,sC,NT,2015-08-31,9,0.2523,NA,0,0,1
FCR,sC,NT,2015-08-31,9,0.2655,NA,0,0,1
FCR,sC,NT,2015-08-31,9,0.2804,NA,0,0,1
FCR,sC,NT,2015-09-07,9,NA,NA,0,1,1
FCR,sC,NT,2015-09-14,9,0.4019,NA,0,0,1
FCR,sC,NT,2015-09-14,9,0.3422,NA,0,0,1
FCR,sC,NT,2015-09-21,9,NA,NA,0,1,1
FCR,sC,NT,2015-09-28,9,0.0241,NA,0,0,1
FCR,sC,NT,2015-09-28,9,0.2755,NA,0,0,1
FCR,sC,NT,2015-10-05,9,NA,NA,0,1,1
FCR,sC,NT,2015-10-19,9,NA,NA,0,1,1
FCR,sC,NT,2015-11-09,9,NA,NA,0,1,1
FCR,sC,NT,2015-12-07,9,0.0033,NA,0,0,1
FCR,sC,NT,2016-03-30,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-03-30,9,0.0026,NA,0,0,1
FCR,sC,NT,2016-03-30,9,0.0024,NA,0,0,1
FCR,sC,NT,2016-03-30,9,0.0016,NA,0,0,1
FCR,sC,NT,2016-03-30,9,0.0019,NA,0,0,1
FCR,sC,NT,2016-03-30,9,0.0016,NA,0,0,1
FCR,sC,NT,2016-03-30,9,0.0011,NA,0,0,1
FCR,sC,NT,2016-04-11,9,0.0010,NA,0,0,1
FCR,sC,NT,2016-04-11,9,0.0078,NA,0,0,1
FCR,sC,NT,2016-04-11,9,0.0003,NA,0,0,1
FCR,sC,NT,2016-04-11,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-04-11,9,0.0088,NA,0,0,1
FCR,sC,NT,2016-04-11,9,0.0062,NA,0,0,1
FCR,sC,NT,2016-04-11,9,0.0036,NA,0,0,1
FCR,sC,NT,2016-04-11,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-04-25,9,0.0841,NA,0,0,1
FCR,sC,NT,2016-04-25,9,0.0007,NA,0,0,1
FCR,sC,NT,2016-04-25,9,0.1604,NA,0,0,1
FCR,sC,NT,2016-04-25,9,0.0006,NA,0,0,1
FCR,sC,NT,2016-04-25,9,0.0005,NA,0,0,1
FCR,sC,NT,2016-04-25,9,0.0141,NA,0,0,1
FCR,sC,NT,2016-04-25,9,0.0160,NA,0,0,1
FCR,sC,NT,2016-05-02,9,0.0247,NA,0,0,1
FCR,sC,NT,2016-05-02,9,0.0557,NA,0,0,1
FCR,sC,NT,2016-05-02,9,0.0035,NA,0,0,1
FCR,sC,NT,2016-05-02,9,0.2911,NA,0,0,1
FCR,sC,NT,2016-05-02,9,0.1652,NA,0,0,1
FCR,sC,NT,2016-05-02,9,0.0025,NA,0,0,1
FCR,sC,NT,2016-05-09,9,0.0296,NA,0,0,1
FCR,sC,NT,2016-05-09,9,0.0168,NA,0,0,1
FCR,sC,NT,2016-05-09,9,0.2883,NA,0,0,1
FCR,sC,NT,2016-05-09,9,0.0652,NA,0,0,1
FCR,sC,NT,2016-05-09,9,0.0946,NA,0,0,1
FCR,sC,NT,2016-05-16,9,0.0865,NA,0,0,1
FCR,sC,NT,2016-05-16,9,0.0036,NA,0,0,1
FCR,sC,NT,2016-05-23,9,0.0017,NA,0,0,1
FCR,sC,NT,2016-05-23,9,0.0007,NA,0,0,1
FCR,sC,NT,2016-05-30,9,0.0085,NA,0,0,1
FCR,sC,NT,2016-05-30,9,0.1436,NA,0,0,1
FCR,sC,NT,2016-06-06,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-06-06,9,0.0056,NA,0,0,1
FCR,sC,NT,2016-06-06,9,0.0238,NA,0,0,1
FCR,sC,NT,2016-06-13,9,0.2513,NA,0,0,1
FCR,sC,NT,2016-06-13,9,0.0244,NA,0,0,1
FCR,sC,NT,2016-06-20,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-06-27,9,0.0078,NA,0,0,1
FCR,sC,NT,2016-06-27,9,0.0788,NA,0,0,1
FCR,sC,NT,2016-07-05,9,0.0094,NA,0,0,1
FCR,sC,NT,2016-07-05,9,0.0076,NA,0,0,1
FCR,sC,NT,2016-07-12,9,0.0015,NA,0,0,1
FCR,sC,NT,2016-07-18,9,0.0018,NA,0,0,1
FCR,sC,NT,2016-07-18,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-07-24,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-08-08,9,0.0139,NA,0,0,1
FCR,sC,NT,2016-08-15,9,2.4735,NA,0,0,1
FCR,sC,NT,2016-08-15,9,2.0787,NA,0,0,1
FCR,sC,NT,2016-08-26,9,0.2380,NA,0,0,1
FCR,sC,NT,2016-09-02,9,0.0004,NA,0,0,1
FCR,sC,NT,2016-09-09,9,0.0173,NA,0,0,1
FCR,sC,NT,2016-09-09,9,0.0073,NA,0,0,1
FCR,sC,NT,2016-09-16,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-09-30,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-10-07,9,0.0000,NA,0,0,1
FCR,sC,NT,2016-10-14,9,0.0000,NA,0,0,1
