5/2/22 12:00,200,0.1,FCR,1,5/3/22 15:44,153,Weir or wetland?,20,30.032,360.44,3908,NM,1.866622323,104.8328783,#VALUE!,29.86595716,4612.646646,51.71807136,2904.580223,2904.580223,,1.00019773,313.15,0.019073334,0.002,0.072765498,,0.000360511,2.81E-08,0,7.54E-09,3.56E-08,0.0011,,0.003908773,3.04E-07,0,1.70E-06,2.00E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:00,200,0.1,FCR,2,5/4/22 1:24,87,Vial number 51?,20,30.032,310.04,4112,NM,1.605614207,110.3052189,#VALUE!,25.68982732,4853.429634,44.4863801,3056.201094,3056.201094,,1.00019773,313.15,0.019073334,0.002,0.072765498,,0.000310101,2.41E-08,0,6.49E-09,3.06E-08,0.0011,,0.004112813,3.20E-07,0,1.78E-06,2.10E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:00,100,0.1,FCR,1,5/3/22 17:15,20,Weir or wetland?,20,30.032,0.64,1749,NM,0.003314389,46.91727333,#VALUE!,0.05303022,2064.360027,0.091831,1299.926,1299.926,,1.00019773,313.15,0.019073334,0.002,0.072765498,,6.40E-07,4.98E-11,0,1.34E-11,6.32E-11,0.0011,,0.001749346,1.36E-07,0,7.59E-07,8.95E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:00,100,0.1,FCR,2,5/3/22 18:16,77,Weir or wetland?,20,30.032,0.3,1830,NM,0.00155362,49.09011446,#VALUE!,0.024857916,2159.965036,0.043045781,1360.128405,1360.128405,,1.00019773,313.15,0.019073334,0.002,0.072765498,,3.00E-07,2.34E-11,0,6.28E-12,2.96E-11,0.0011,,0.001830362,1.42E-07,0,7.94E-07,9.36E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 10:26,50,0.1,BVR,1,5/3/22 16:45,179,,20,30.032,41.3,467,NM,0.21388165,12.52736801,#VALUE!,3.4221064,551.2041923,5.925969224,347.0928772,347.0928772,,1.00019773,313.15,0.019073334,0.002,0.072765498,,4.13E-05,3.22E-09,0,8.64E-10,4.08E-09,0.0011,,0.000467092,3.64E-08,0,2.03E-07,2.39E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 10:26,50,0.1,BVR,2,5/4/22 3:57,205,dented cap,20,30.032,42.84,804,NM,0.221856898,21.56746012,#VALUE!,3.549710368,948.9682455,6.146937568,597.5646108,597.5646108,,1.00019773,313.15,0.019073334,0.002,0.072765498,,4.28E-05,3.34E-09,0,8.97E-10,4.23E-09,0.0011,,0.000804159,6.26E-08,0,3.49E-07,4.11E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 10:32,50,3,BVR,1,5/3/22 13:41,104,Two 104s listed!,20,30.032,35.59,551,NM,0.184311088,14.78068474,#VALUE!,2.948977404,650.3501284,5.10666452,409.5250007,409.5250007,,1.00019773,313.15,0.019073334,0.002,0.072765498,,3.56E-05,2.77E-09,0,7.45E-10,3.52E-09,0.0011,,0.000551109,4.29E-08,0,2.39E-07,2.82E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 10:32,50,3,BVR,2,5/4/22 2:25,18,,20,30.032,43.19,814,NM,0.223669454,21.83571212,#VALUE!,3.578711269,960.7713331,6.197157647,604.9970065,604.9970065,,1.00019773,313.15,0.019073334,0.002,0.072765498,,4.32E-05,3.36E-09,0,9.04E-10,4.27E-09,0.0011,,0.000814161,6.34E-08,0,3.53E-07,4.16E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 10:39,50,6,BVR,1,5/3/22 17:46,135,,20,30.032,11.93,2943,NM,0.061782278,78.94656113,#VALUE!,0.988516449,3473.64869,1.711787236,2187.354042,2187.354042,,1.00019773,313.15,0.019073334,0.002,0.072765498,,1.19E-05,9.29E-10,0,2.50E-10,1.18E-09,0.0011,,0.002943582,2.29E-07,0,1.28E-06,1.51E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 10:39,50,6,BVR,2,5/4/22 0:23,102,,20,30.032,10.69,3421,NM,0.05536065,91.76900633,#VALUE!,0.885770398,4037.836278,1.533864673,2542.622554,2542.622554,,1.00019773,313.15,0.019073334,0.002,0.072765498,,1.07E-05,8.32E-10,0,2.24E-10,1.06E-09,0.0011,,0.003421676,2.66E-07,0,1.48E-06,1.75E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 10:48,50,9,BVR,1,5/3/22 12:10,164,Likely 104?,20,30.032,5.96,9166,NM,0.030865245,245.8797755,#VALUE!,0.493843926,10818.71012,0.855176188,6812.533859,6812.533859,,1.00019773,313.15,0.019073334,0.002,0.072765498,,5.96E-06,4.64E-10,0,1.25E-10,5.89E-10,0.0011,,0.009167812,7.14E-07,0,3.98E-06,4.69E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 10:48,50,9,BVR,2,5/3/22 21:50,192,,20,30.032,4.22,9920,NM,0.021854251,266.1059757,#VALUE!,0.349668015,11708.66293,0.605510657,7372.936491,7372.936491,,1.00019773,313.15,0.019073334,0.002,0.072765498,,4.22E-06,3.29E-10,0,8.83E-11,4.17E-10,0.0011,,0.009921961,7.72E-07,0,4.30E-06,5.08E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:18,Pipe1,0.1,BVR,1,5/3/22 14:42,10,,20,30.032,2.97,3175,NM,0.015380835,85.17000733,#VALUE!,0.246093366,3747.480323,0.426153235,2359.785621,2359.785621,,1.00019773,313.15,0.019073334,0.002,0.072765498,,2.97E-06,2.31E-10,0,6.22E-11,2.93E-10,0.0011,,0.003175628,2.47E-07,0,1.38E-06,1.62E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:18,Pipe1,0.1,BVR,2,5/3/22 21:20,151,,20,30.032,5.04,3062,NM,0.026100812,82.13875983,#VALUE!,0.417612984,3614.105432,0.723169126,2275.79955,2275.79955,,1.00019773,313.15,0.019073334,0.002,0.072765498,,5.04E-06,3.92E-10,0,1.05E-10,4.98E-10,0.0011,,0.003062605,2.38E-07,0,1.33E-06,1.57E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:22,Pipe3,0.1,BVR,1,5/3/22 13:11,136,,20,30.032,36.1,5374,NM,0.186952241,144.1586203,#VALUE!,2.991235861,6342.979293,5.179842349,3994.169426,3994.169426,,1.00019773,313.15,0.019073334,0.002,0.072765498,,3.61E-05,2.81E-09,0,7.55E-10,3.57E-09,0.0011,,0.005375063,4.18E-07,0,2.33E-06,2.75E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:22,Pipe3,0.1,BVR,2,5/3/22 19:18,90,,20,30.032,46.31,5554,NM,0.2398271,148.9871561,#VALUE!,3.837233593,6555.43487,6.644833772,4127.952548,4127.952548,,1.00019773,313.15,0.019073334,0.002,0.072765498,,4.63E-05,3.61E-09,0,9.69E-10,4.57E-09,0.0011,,0.005555098,4.32E-07,0,2.41E-06,2.84E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:25,Pool3,0.1,BVR,1,5/3/22 12:40,41,,20,30.032,512.96,842,NM,2.656482595,22.58681769,#VALUE!,42.50372153,993.8199785,73.60254657,625.8077143,625.8077143,,1.00019773,313.15,0.019073334,0.002,0.072765498,,0.000513061,3.99E-08,0,1.07E-08,5.07E-08,0.0011,,0.000842166,6.55E-08,0,3.65E-07,4.31E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:25,Pool3,0.1,BVR,2,5/3/22 22:21,163,,20,30.032,560.35,1247,NM,2.901902726,33.45102335,#VALUE!,46.43044362,1471.845027,80.40234515,926.8197384,926.8197384,,1.00019773,313.15,0.019073334,0.002,0.072765498,,0.000560461,4.36E-08,0,1.17E-08,5.53E-08,0.0011,,0.001247247,9.71E-08,0,5.41E-07,6.38E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:30,Pipe2,0.1,BVR,1,5/3/22 14:12,130,,20,30.032,-0.28,6706,NM,-0.001450045,179.8897856,#VALUE!,-0.023200721,7915.150565,-0.040176063,4984.164527,4984.164527,,1.00019773,313.15,0.019073334,0.002,0.072765498,,-2.80E-07,-2.18E-11,0,-5.86E-12,-2.77E-11,0.0011,,0.006707326,5.22E-07,0,2.91E-06,3.43E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 12:30,Pipe2,0.1,BVR,2,5/3/22 16:14,131,,20,30.032,0.07,5871,NM,0.000362511,157.4907443,#VALUE!,0.00580018,6929.592748,0.010044016,4363.55949,4363.55949,,1.00019773,313.15,0.019073334,0.002,0.072765498,,7.00E-08,5.45E-12,0,1.46E-12,6.91E-12,0.0011,,0.005872161,4.57E-07,0,2.55E-06,3.00E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 14:20,50,0.1,FCR,1,5/3/22 11:39,160,,20,30.032,55.83,319,NM,0.289128632,8.557238532,#VALUE!,4.626058119,376.5184954,8.010819898,237.0934215,237.0934215,,1.00019773,313.15,0.019073334,0.002,0.072765498,,5.58E-05,4.35E-09,0,1.17E-09,5.51E-09,0.0011,,0.000319063,2.48E-08,0,1.38E-07,1.63E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 14:20,50,0.1,FCR,2,5/4/22 0:54,81,,20,30.032,58.88,595,NM,0.304923766,15.9609935,#VALUE!,4.878780262,702.283714,8.448452008,442.2275416,442.2275416,,1.00019773,313.15,0.019073334,0.002,0.072765498,,5.89E-05,4.58E-09,0,1.23E-09,5.82E-09,0.0011,,0.000595118,4.63E-08,0,2.58E-07,3.04E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 14:35,50,1.6,FCR,1,5/3/22 15:13,182,,20,30.032,72.81,292,NM,0.377063509,7.832958155,#VALUE!,6.03301615,344.6501588,10.44721112,217.0259532,217.0259532,,1.00019773,313.15,0.019073334,0.002,0.072765498,,7.28E-05,5.67E-09,0,1.52E-09,7.19E-09,0.0011,,0.000292058,2.27E-08,0,1.27E-07,1.49E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 14:35,50,1.6,FCR,2,5/3/22 18:47,194,,20,30.032,76.23,335,NM,0.394774774,8.986441718,#VALUE!,6.316396389,395.4034356,10.93793303,248.9852545,248.9852545,,1.00019773,313.15,0.019073334,0.002,0.072765498,,7.62E-05,5.93E-09,0,1.60E-09,7.53E-09,0.0011,,0.000335066,2.61E-08,0,1.45E-07,1.71E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 14:50,50,3.8,FCR,1,5/3/22 20:49,87,Two 87's listed!,20,30.032,77.33,310,NM,0.40047138,8.31581174,#VALUE!,6.40754208,365.8957165,11.09576756,230.4042654,230.4042654,,1.00019773,313.15,0.019073334,0.002,0.072765498,,7.73E-05,6.02E-09,0,1.62E-09,7.64E-09,0.0011,,0.000310061,2.41E-08,0,1.34E-07,1.59E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 14:50,50,3.8,FCR,2,5/4/22 1:55,42,,20,30.032,99.63,534,NM,0.515957114,14.32465635,#VALUE!,8.255313817,630.2848795,14.29550397,396.8899281,396.8899281,,1.00019773,313.15,0.019073334,0.002,0.072765498,,9.96E-05,7.76E-09,0,2.09E-09,9.84E-09,0.0011,,0.000534106,4.16E-08,0,2.32E-07,2.73E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 15:00,50,5,FCR,1,5/3/22 20:19,59,,20,30.032,26.62,2992,NM,0.137857858,80.26099589,#VALUE!,2.205725723,3531.483819,3.81959566,2223.772781,2223.772781,,1.00019773,313.15,0.019073334,0.002,0.072765498,,2.66E-05,2.07E-09,0,5.57E-10,2.63E-09,0.0011,,0.002992592,2.33E-07,0,1.30E-06,1.53E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 15:00,50,5,FCR,2,5/4/22 4:27,105,dented cap,20,30.032,26.22,3714,NM,0.135786365,99.62878968,#VALUE!,2.172581836,4383.666746,3.762201285,2760.391747,2760.391747,,1.00019773,313.15,0.019073334,0.002,0.072765498,,2.62E-05,2.04E-09,0,5.49E-10,2.59E-09,0.0011,,0.003714734,2.89E-07,0,1.61E-06,1.90E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 15:13,50,6.2,FCR,1,5/3/22 23:22,161,,20,30.032,6.62,7732,NM,0.034283209,207.4124399,#VALUE!,0.548531341,9126.147356,0.949876907,5746.728322,5746.728322,,1.00019773,313.15,0.019073334,0.002,0.072765498,,6.62E-06,5.15E-10,0,1.39E-10,6.54E-10,0.0011,,0.007733529,6.02E-07,0,3.35E-06,3.96E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 15:13,50,6.2,FCR,2,5/4/22 2:56,172,,20,30.032,5.67,8139,NM,0.029363413,218.330296,#VALUE!,0.469814607,9606.533022,0.813565266,6049.226825,6049.226825,,1.00019773,313.15,0.019073334,0.002,0.072765498,,5.67E-06,4.41E-10,0,1.19E-10,5.60E-10,0.0011,,0.008140609,6.34E-07,0,3.53E-06,4.16E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 15:20,50,8,FCR,1,5/3/22 19:48,203,,20,30.032,0.71,11728,NM,0.0036769,314.6059357,#VALUE!,0.058830401,13842.66117,0.101875016,8716.713626,8716.713626,,1.00019773,313.15,0.019073334,0.002,0.072765498,,7.10E-07,5.53E-11,0,1.49E-11,7.01E-11,0.0011,,0.011730319,9.13E-07,0,5.09E-06,6.00E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 15:20,50,8,FCR,2,5/3/22 22:51,24,,20,30.032,1.13,11220,NM,0.005851968,300.9787346,#VALUE!,0.093631483,13243.06432,0.16213911,8339.147927,8339.147927,,1.00019773,313.15,0.019073334,0.002,0.072765498,,1.13E-06,8.80E-11,0,2.36E-11,1.12E-10,0.0011,,0.011222219,8.73E-07,0,4.87E-06,5.74E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 15:28,50,9,FCR,1,5/3/22 23:53,169,,20,30.032,4.18,10363,NM,0.021647102,277.9895389,#VALUE!,0.346353626,12231.53971,0.599771219,7702.191619,7702.191619,,1.00019773,313.15,0.019073334,0.002,0.072765498,,4.18E-06,3.25E-10,0,8.75E-11,4.13E-10,0.0011,,0.010365049,8.07E-07,0,4.50E-06,5.30E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/2/22 15:28,50,9,FCR,2,5/4/22 3:26,148,recapped in lab,20,30.032,3.63,10963,NM,0.018798799,294.0846584,#VALUE!,0.30078078,12939.72497,0.520853954,8148.135358,8148.135358,,1.00019773,313.15,0.019073334,0.002,0.072765498,,3.63E-06,2.83E-10,0,7.60E-11,3.59E-10,0.0011,,0.010965168,8.53E-07,0,4.76E-06,5.61E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/5/22 10:50,1,0.1,BVR,1,5/6/22 10:59,128,,20.2,29.767,47.28,518.24,NM,0.2423607,13.76087272,#VALUE!,3.877771195,605.4783996,6.789245095,385.483033,385.483033,,0.990059939,313.15,0.019073334,0.002,0.072765498,,4.68E-05,3.64E-09,0,9.79E-10,4.62E-09,0.0011,,0.000513084,3.99E-08,0,2.23E-07,2.62E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/5/22 10:50,1,0.1,BVR,2,5/6/22 12:00,66,Missing vial number? Maybe vial #65?,20.2,29.767,51.57,484.98,NM,0.264377953,12.87785247,#VALUE!,4.230047254,566.6255089,7.406013952,360.7470059,360.7470059,,0.990059939,313.15,0.019073334,0.002,0.072765498,,5.11E-05,3.97E-09,0,1.07E-09,5.04E-09,0.0011,,0.00048016,3.74E-08,0,2.08E-07,2.46E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/5/22 11:40,1,3,BVR,1,5/6/22 11:29,37,,20.2,29.767,44.77,454,NM,0.229512015,12.0551312,#VALUE!,3.672192244,530.4257726,6.429315173,337.7001323,337.7001323,,0.990059939,313.15,0.019073334,0.002,0.072765498,,4.43E-05,3.45E-09,0,9.27E-10,4.38E-09,0.0011,,0.000449485,3.50E-08,0,1.95E-07,2.30E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/5/22 11:40,1,3,BVR,2,5/6/22 13:01,173,,20.2,29.767,46.05,321.99,NM,0.23603864,8.549996903,#VALUE!,3.776618238,376.1998637,6.612145368,239.5108803,239.5108803,,0.990059939,313.15,0.019073334,0.002,0.072765498,,4.56E-05,3.55E-09,0,9.54E-10,4.50E-09,0.0011,,0.000318793,2.48E-08,0,1.38E-07,1.63E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/5/22 11:40,1,3,BVR,3,5/6/22 14:02,74,,20.2,29.767,45.47,432.31,NM,0.233105896,11.47920816,#VALUE!,3.729694332,505.0851589,6.529990471,321.5668125,321.5668125,,0.990059939,313.15,0.019073334,0.002,0.072765498,,4.50E-05,3.50E-09,0,9.42E-10,4.45E-09,0.0011,,0.000428011,3.33E-08,0,1.86E-07,2.19E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/5/22 11:47,1,4,BVR,1,5/6/22 12:30,132,,20.2,29.767,38.57,1353.5,NM,0.197704759,35.94002086,#VALUE!,3.163276136,1581.360918,5.538299171,1006.787035,1006.787035,,0.990059939,313.15,0.019073334,0.002,0.072765498,,3.82E-05,2.97E-09,0,7.99E-10,3.77E-09,0.0011,,0.001340051,1.04E-07,0,5.81E-07,6.85E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/5/22 11:47,1,4,BVR,2,5/6/22 13:31,34,,20.2,29.767,35.18,1427.99,NM,0.180320119,37.91785343,#VALUE!,2.885121897,1668.385551,5.051303624,1062.192017,1062.192017,,0.990059939,313.15,0.019073334,0.002,0.072765498,,3.48E-05,2.71E-09,0,7.29E-10,3.44E-09,0.0011,,0.001413796,1.10E-07,0,6.13E-07,7.23E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 11:03,1,3,BVR,1,5/10/22 13:24,195,,20.7,30.312,82.9,828.8,NM,0.432342469,22.40211417,#VALUE!,6.917479497,985.6930233,11.88155619,615.6507808,615.6507808,,1.007789205,313.15,0.019073334,0.002,0.072765498,,8.35E-05,6.50E-09,0,1.75E-09,8.25E-09,0.0011,,0.00083528,6.50E-08,0,3.62E-07,4.27E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 10:58,1,0.1,BVR,1,5/10/22 14:25,26,,20.7,30.312,76.5,694.2,NM,0.399243909,18.76325277,#VALUE!,6.38790254,825.5831217,10.97194766,515.6482611,515.6482611,,1.007789205,313.15,0.019073334,0.002,0.072765498,,7.71E-05,6.00E-09,0,1.61E-09,7.61E-09,0.0011,,0.000699602,5.45E-08,0,3.03E-07,3.58E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 11:03,1,3,BVR,2,5/10/22 21:33,159,,20.7,30.312,116.2,972.1,NM,0.606228553,26.27473641,#VALUE!,9.699656845,1156.088402,16.66026158,722.077473,722.077473,,1.007789205,313.15,0.019073334,0.002,0.072765498,,0.000117084,9.11E-09,0,2.45E-09,1.16E-08,0.0011,,0.000979673,7.63E-08,0,4.25E-07,5.01E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 10:58,1,0.1,BVR,2,5/11/22 2:09,129,,20.7,30.312,87.9,1049.1,NM,0.458726454,28.35585684,#VALUE!,7.339623261,1247.657701,12.60663602,779.2704419,779.2704419,,1.007789205,313.15,0.019073334,0.002,0.072765498,,8.86E-05,6.90E-09,0,1.85E-09,8.75E-09,0.0011,,0.001057269,8.23E-08,0,4.59E-07,5.41E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 9:45,100,0.1,FCR,1,5/10/22 19:01,69,,20.7,30.312,0.4,1573.6,NM,0.002172405,42.53360928,#VALUE!,0.034758482,1871.478808,0.059701639,1168.900827,1168.900827,,1.007789205,313.15,0.019073334,0.002,0.072765498,,4.20E-07,3.27E-11,0,8.78E-12,4.14E-11,0.0011,,0.001585898,1.23E-07,0,6.88E-07,8.11E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 9:45,100,0.1,FCR,2,5/10/22 20:32,213,,20.7,30.312,0.7,1491.7,NM,0.003559477,40.31996862,#VALUE!,0.056951629,1774.078619,0.097820887,1108.065961,1108.065961,,1.007789205,313.15,0.019073334,0.002,0.072765498,,6.87E-07,5.35E-11,0,1.44E-11,6.79E-11,0.0011,,0.00150336,1.17E-07,0,6.52E-07,7.69E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 10:45,200,0.1,FCR,1,5/10/22 20:02,71,,20.7,30.312,722.4,5014.2,NM,3.76972285,135.5267306,#VALUE!,60.31556559,5963.176146,103.5988299,3724.520681,3724.520681,,1.007789205,313.15,0.019073334,0.002,0.072765498,,0.000728068,5.67E-08,0,1.52E-08,7.19E-08,0.0011,,0.005053216,3.93E-07,0,2.19E-06,2.58E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 10:45,200,0.1,FCR,2,5/11/22 1:38,216,,20.7,30.312,752,5349.6,NM,3.924211573,144.592272,#VALUE!,62.78738516,6362.059967,107.8444606,3973.658222,3973.658222,,1.007789205,313.15,0.019073334,0.002,0.072765498,,0.000757905,5.90E-08,0,1.59E-08,7.48E-08,0.0011,,0.005391232,4.20E-07,0,2.34E-06,2.76E-06,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 11:08,1,4,BVR,2,5/10/22 11:53,208,faulty sample- more than 3 ml bubble no helium added; maybe 268?,20.7,30.312,NA,NA,NM,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,1.007789205,313.15,0.019073334,0.002,0.072765498,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.0011,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,#VALUE!,#VALUE!,#VALUE!
5/9/22 11:08,1,4,BVR,1,5/10/22 16:28,27,,20.7,30.312,102.7,1705.2,NM,0.535656348,46.09059145,#VALUE!,8.570501566,2027.986024,14.72080922,1266.653156,1266.653156,,1.007789205,313.15,0.019073334,0.002,0.072765498,,0.000103454,8.05E-09,0,2.16E-09,1.02E-08,0.0011,,0.001718522,1.34E-07,0,7.45E-07,8.79E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 11:29,50,0.1,BVR,1,5/10/22 12:54,137,,20.7,30.312,50.8,725.4,NM,0.265283397,19.60604739,#VALUE!,4.244534348,862.6660851,7.290469512,538.8097879,538.8097879,,1.007789205,313.15,0.019073334,0.002,0.072765498,,5.12E-05,3.99E-09,0,1.07E-09,5.06E-09,0.0011,,0.000731026,5.69E-08,0,3.17E-07,3.74E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 11:29,50,0.1,BVR,2,5/10/22 22:35,190,,20.7,30.312,66.3,793.3,NM,0.345794082,21.44222608,#VALUE!,5.532705311,943.4579476,9.503049353,589.271313,589.271313,,1.007789205,313.15,0.019073334,0.002,0.072765498,,6.68E-05,5.20E-09,0,1.40E-09,6.60E-09,0.0011,,0.00079949,6.22E-08,0,3.47E-07,4.09E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
5/9/22 11:48,50,3,BVR,1,5/10/22 17:29,143,,20.7,30.312,61.6,931.2,NM,0.321557875,25.16993498,#VALUE!,5.144926003,1107.477139,8.836994377,691.7155234,691.7155234,,1.007789205,313.15,0.019073334,0.002,0.072765498,,6.21E-05,4.83E-09,0,1.30E-09,6.13E-09,0.0011,,0.00093848,7.30E-08,0,4.07E-07,4.80E-07,0.02274,,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,0.01576,,78.81297419,15.21521999,#VALUE!
