file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,diag_72_mean,int_p_mean,air_p_mean,vin_sf_mean,co2_mean,co2_mean,h2o_mean,h2o_mean,dew_point_mean,cell_t_mean,int_t_1_mean,int_t_2_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
2023-02-16T013000_AIU-0547.ghg,2023-02-16,02:00,47.0833,0,18000,18000,-0.287037E-01,1,-5.70812,1,-2.54484,1,0.612399,1,-0.569085E-01,1,0.250179E-03,2,1.30156,0.487746,-0.135497,0.109071E-01,0.479996E-03,-0.233254E-09,-0.248284E-11,-0.110194E-11,19.2413,470.815,473.186,0.800000,1,204.812,5.01154,5.03678,-2.60000,0,0.908998E-01,2.07247,2.08290,0.00000,1,282.406,280.978,95470.1,1.18149,1007.98,0.244689E-01,-0.368767E-02,0.369072E-02,478.580,1057.18,0.312379E-02,45.2697,578.596,269.833,0.992849,0.150166,0.159189,1.01668,-0.292985E-13,-0.121225E-13,1.01668,2.92011,329.947,8.60066,9.00831,-9999,0.155867,0.320697,55.9281,0.518523E-01,2.24301,0.307508E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.284515E-01,1.00887,-5.76595,1.01483,-2.25735,1.12736,0.563392,1.13475,-0.504795E-01,1.12736,0.204318E-02,1.20348,800000009,800000009,800000009,800000009,800000009,810100119,899999999,899999999,89999,89999,89,89,3,0,0,2,20,0,0,0,0,0,0,0,0,0,0,12400,0,0,0,18000,18000,18000,18000,0.293477,0.334162,0.137559E-01,0.185816,0.720372E-03,7.44514,0.134761E-06,-0.484161E-02,0.563392E-03,-0.504795E-01,0.204318E-05,8190.00,95858.8,95858.8,11.3928,470.942,473.314,5.01300,5.03826,-3.31966,282.217,282.235,282.213,92.7929,92.9817,92.6040,0.377755,0.00000,-1.00000,0.00000,2.06803,76.9474,1.00006,-415.956,9.00059,-273.150
2023-02-16T020000_AIU-0547.ghg,2023-02-16,02:30,47.1041,0,18000,18000,-0.351595E-01,1,8.68768,1,-4.46383,2,-0.619926,1,-0.998678E-01,2,-0.373565E-02,1,0.929634,0.423869,0.110841,0.948307E-02,0.244172E-03,-0.423592E-09,-0.462742E-11,-0.199613E-11,19.2799,472.581,475.033,-2.20000,0,210.618,5.16258,5.18937,0.600000,0,0.908544E-01,2.07618,2.08696,-0.100000,0,282.893,281.463,95468.5,1.17936,1008.07,0.245116E-01,-0.647143E-02,0.379534E-02,492.996,1092.66,0.321812E-02,45.1188,599.665,270.231,1.10175,0.487694,0.177282,1.21784,-0.211260E-14,-0.219707E-13,1.21784,2.61194,311.348,23.8767,8.37032,-9999,0.172662,0.265063,-49.9525,-0.580552E-01,-1.94624,-0.423221E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.347622E-01,1.01143,8.34160,1.01423,-4.05660,1.10039,-0.559843,1.10732,-0.907571E-01,1.10039,-0.587783E-02,1.14793,800000009,800000009,800000009,800000009,800000009,800100109,899999999,899999999,89999,89999,89,89,5,0,4,1,12,0,0,0,0,0,0,0,0,0,0,11300,0,0,0,18000,18000,18000,18000,0.295408,0.218876,0.158421E-01,0.293698,0.268365E-02,5.95668,0.119019E-06,0.701633E-02,-0.559843E-03,-0.907571E-01,-0.587783E-05,8190.00,95854.4,95854.4,11.4300,472.797,475.252,5.16499,5.19181,-2.91927,282.752,282.771,282.748,92.7923,92.9823,92.6024,0.379963,0.00000,-1.00000,0.00000,2.07161,77.0557,1.00007,-353.294,9.00058,-273.150
2023-02-16T023000_AIU-0547.ghg,2023-02-16,03:00,47.1249,0,18000,18000,-0.168586E-01,1,1.96535,2,3.35336,1,-0.458655,1,0.750144E-01,1,0.344248E-02,2,-0.246287,0.158610,-0.217652,0.354808E-02,0.242429E-04,0.729042E-10,0.811089E-12,0.346282E-12,19.1419,469.114,471.576,-2.20000,0,212.961,5.21909,5.24647,4.20000,0,0.909204E-01,2.07655,2.08744,0.00000,1,282.796,281.335,95441.8,1.17955,1008.10,0.245072E-01,0.486093E-02,0.383756E-02,498.253,1083.16,0.325342E-02,45.9999,584.909,270.374,1.29773,0.618101,0.195803,1.45069,0.148456E-13,0.380863E-14,1.45069,2.23278,307.719,25.4682,7.75704,-9999,0.119551,0.122013,-73.2832,-0.395725E-01,0.586084,-0.138251E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.166870E-01,1.01029,2.12002,1.01369,3.03171,1.10609,-0.411346,1.11501,0.678192E-01,1.10609,0.240458E-02,1.14807,800000009,800000009,800000009,800000009,800000009,800100119,899999999,899999999,89999,89999,89,89,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,13093,0,0,0,17993,17993,17993,17993,0.103389,0.125775,0.148624E-01,0.196398,0.921805E-03,9.22325,0.432895E-06,0.178287E-02,-0.411346E-03,0.678192E-01,0.240458E-05,8190.00,95826.0,95826.0,11.4371,469.570,472.036,5.22415,5.25159,-2.77032,282.761,282.780,282.756,92.7943,92.9848,92.6039,0.380859,0.00000,-1.00000,0.00000,2.07191,76.9791,1.00006,-433.945,9.00061,-273.231
2023-02-16T030000_AIU-0547.ghg,2023-02-16,03:30,47.1458,0,18000,18000,-0.375180E-01,1,26.0733,1,-1.61848,1,0.286386,1,-0.362213E-01,1,0.856389E-02,2,0.881833,0.233307,0.146623,0.522135E-02,0.288971E-03,-0.641345E-10,-0.721314E-12,-0.303651E-12,19.2026,471.454,473.967,-0.800000,0,215.970,5.30239,5.33065,-6.80000,0,0.909165E-01,2.08095,2.09205,0.00000,1,283.273,281.796,95425.7,1.17738,1008.15,0.245516E-01,-0.234714E-02,0.389177E-02,506.120,1117.58,0.330545E-02,45.2872,611.460,270.585,1.00287,0.106991,0.192777,1.02682,0.174025E-13,-0.333989E-14,1.02682,2.50622,332.468,6.08953,10.8210,-9999,0.178510,0.266441,-18.3878,-0.157713,-16.1097,-0.123052,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.370444E-01,1.01278,25.6451,1.01498,-1.47608,1.09647,0.259918,1.10183,-0.330344E-01,1.09647,0.826727E-04,1.14834,800000009,800000009,800000009,800000009,800000009,800100019,899999999,899999999,89999,89999,89,89,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,14500,0,0,0,18000,18000,18000,18000,0.129533,0.391791,0.115592E-01,0.335432,0.272482E-03,5.15459,0.130638E-06,0.216053E-01,0.259918E-03,-0.330344E-01,0.826727E-07,8190.00,95813.5,95813.5,11.4391,471.567,474.082,5.30384,5.33213,-2.56802,283.029,283.045,283.025,92.7884,92.9785,92.5984,0.380180,0.00000,-1.00000,0.00000,2.07625,76.8283,1.00007,-355.071,9.00065,-273.150
2023-02-16T033000_AIU-0547.ghg,2023-02-16,04:00,47.1666,0,18000,18000,-0.167053E-01,0,-4.62409,1,-0.278312,2,-0.851253,1,-0.622856E-02,2,0.459943E-02,1,-0.271660E-02,0.125628,0.705020E-02,0.281152E-02,0.157602E-03,-0.108855E-09,-0.123435E-11,-0.515999E-12,19.2013,471.566,474.101,3.60000,0,217.730,5.34726,5.37600,0.800000,1,0.910185E-01,2.08336,2.09456,0.00000,1,283.316,281.794,95395.9,1.17700,1008.18,0.245591E-01,-0.403611E-03,0.392350E-02,510.243,1117.47,0.333348E-02,45.6605,607.229,270.694,1.11604,0.451921,0.181524,1.21768,0.315678E-13,-0.566916E-14,1.21768,2.45082,313.235,22.0446,8.57328,-9999,0.119135,0.167408,30.8134,0.941148E-01,16.6147,0.327094E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.165551E-01,1.00907,-4.57040,1.01663,-0.241232,1.15371,-0.727892,1.16513,-0.539872E-02,1.15371,0.534606E-02,1.23278,800000009,800000009,800000009,800000009,800000019,800110019,899999999,899999999,89999,89999,89,89,8,1,1,6,0,0,1,0,0,0,0,0,0,0,0,14300,0,0,0,18000,18000,18000,18000,0.179871,0.134179,0.207652E-01,0.190771,0.130276E-02,1.44764,0.153890E-06,-0.385159E-02,-0.727892E-03,-0.539872E-02,0.534606E-05,8190.00,95783.3,95783.3,11.4200,471.980,474.520,5.35196,5.38076,-2.44958,283.207,283.225,283.203,92.7798,92.9698,92.5898,0.380042,0.00000,-1.00000,0.00000,2.07861,76.7755,1.00014,-273.150,9.00096,-273.150
2023-02-16T040000_AIU-0547.ghg,2023-02-16,04:30,47.1874,0,18000,18000,-0.318911E-01,1,-0.522337,2,-1.13803,1,0.911472E-01,2,-0.254727E-01,1,0.145653E-02,1,0.312259,0.135750,0.163868,0.303853E-02,0.226722E-03,-0.826152E-10,-0.940089E-12,-0.390160E-12,19.2896,474.184,476.756,0.800000,1,219.499,5.39580,5.42507,7.20000,0,0.910974E-01,2.08682,2.09814,0.00000,1,283.453,281.958,95361.0,1.17586,1008.21,0.245823E-01,-0.165063E-02,0.395537E-02,514.687,1129.90,0.336380E-02,45.5514,615.216,270.811,1.08502,0.319488,0.199658,1.14857,-0.122477E-13,-0.428289E-14,1.14857,2.50323,319.089,16.4072,10.0107,-9999,0.164686,0.230442,720.370,0.402571E-02,0.458986,0.267539E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.316392E-01,1.00796,-0.577286,1.01241,-1.02682,1.10830,0.924132E-01,1.11547,-0.229836E-01,1.10830,0.156611E-02,1.16859,800000009,800000009,800000009,800000009,800000019,800100019,899999999,899999999,89999,89999,89,89,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,11412,0,0,0,18000,18000,18000,18000,0.188673,0.255205,0.170045E-01,0.202658,0.106332E-02,1.08553,0.162921E-06,-0.486949E-03,0.924132E-04,-0.229836E-01,0.156611E-05,8190.00,95747.6,95747.6,11.4238,474.649,477.227,5.40118,5.43051,-2.33122,283.399,283.417,283.395,92.7770,92.9665,92.5875,0.379043,0.00000,-1.00000,0.00000,2.08201,76.7443,1.00014,-273.150,9.00103,-273.150
2023-02-16T043000_AIU-0547.ghg,2023-02-16,05:00,47.2083,0,18000,18000,-0.224565E-01,1,4.90096,1,0.199502,2,-0.949764,1,0.446480E-02,2,-0.323454E-02,1,-0.321869,-0.184808,-0.476442E-01,-0.413593E-02,0.243364E-03,0.534668E-11,0.601926E-13,0.253399E-13,19.2710,473.423,475.960,2.90000,0,216.952,5.32977,5.35833,0.800000,1,0.913327E-01,2.09053,2.10173,-0.100000,0,283.316,281.789,95365.4,1.17665,1008.17,0.245665E-01,0.289319E-03,0.390948E-02,508.412,1117.10,0.332255E-02,45.5118,608.688,270.646,1.13132,0.229251,0.181730,1.16853,-0.271002E-13,0.277446E-15,1.16853,2.73930,325.966,11.4554,8.94698,-9999,0.138149,0.221051,-45.3219,-0.639867E-01,24.5659,-0.299056E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.221960E-01,1.01173,4.85029,1.01439,0.181482,1.09930,-0.861073,1.10582,0.406150E-02,1.09930,-0.455254E-02,1.14798,800000009,800000009,800000009,800000009,800000109,800001109,899999999,899999999,89999,89999,89,89,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12489,0,0,0,17989,17989,17989,17989,0.173335,0.254695,0.140716E-01,0.194433,0.101514E-02,2.50789,0.185576E-06,0.408872E-02,-0.861073E-03,0.406150E-02,-0.455254E-05,8190.00,95748.9,95748.9,11.4300,473.969,476.511,5.33596,5.36459,-2.49502,283.269,283.286,283.265,92.7821,92.9723,92.5920,0.380256,0.00000,-1.00000,0.00000,2.08577,76.5911,1.00015,-274.402,9.00097,-273.150
2023-02-16T050000_AIU-0547.ghg,2023-02-16,05:30,47.2291,0,18000,18000,-0.106466E-01,0,-9.93466,0,-0.545667,0,-0.157141,2,-0.122097E-01,0,0.395701E-02,0,-0.357334,-0.165036,0.618514E-01,-0.369280E-02,-0.298741E-03,-0.790287E-11,-0.878037E-13,-0.373003E-13,19.3258,474.410,476.924,2.50000,0,214.716,5.27086,5.29879,1.50000,0,0.912147E-01,2.08597,2.09703,0.00000,1,283.121,281.603,95374.1,1.17756,1008.13,0.245480E-01,-0.791186E-03,0.386919E-02,502.839,1103.05,0.328576E-02,45.5864,600.207,270.497,1.06648,0.358914,0.189177,1.14105,0.208322E-13,-0.408929E-15,1.14105,2.24634,315.589,18.6001,9.54324,-9999,0.950852E-01,0.130417,7.29047,0.397780,18.2064,0.880110E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.104899E-01,1.01494,-9.68828,1.02983,-0.428208,1.27430,-0.116974,1.29472,-0.958143E-02,1.27430,0.551412E-02,1.41586,800000009,800000009,800000009,800000009,800000009,800100019,899999999,899999999,89999,89999,89,89,2,0,0,2,7,12,0,0,0,0,0,0,0,0,0,11088,0,0,0,17998,17998,17998,17998,0.143037,0.985637E-01,0.192340E-01,0.181041,0.245474E-02,1.53560,0.619989E-07,-0.816101E-02,-0.116974E-03,-0.958143E-02,0.551412E-05,8190.00,95757.2,95757.2,11.4229,474.928,477.447,5.27671,5.30470,-2.64466,283.064,283.081,283.060,92.7844,92.9740,92.5949,0.379168,0.00000,-1.00000,0.00000,2.08129,76.5421,1.00014,-273.150,9.00096,-273.150
2023-02-16T053000_AIU-0547.ghg,2023-02-16,06:00,47.2499,0,18000,18000,-0.610827E-02,0,-1.41313,0,-0.811781,1,0.574082,2,-0.181621E-01,1,0.220469E-02,1,-0.227519,-0.858359E-01,0.625530E-01,-0.192042E-02,-0.193621E-04,0.538199E-10,0.593237E-12,0.253481E-12,19.3751,475.407,477.912,-0.300000,0,213.565,5.24024,5.26785,5.90000,0,0.912530E-01,2.08568,2.09667,-0.100000,0,283.010,281.484,95376.6,1.17811,1008.12,0.245370E-01,-0.117690E-02,0.384844E-02,499.931,1094.18,0.326663E-02,45.6899,594.252,270.419,1.11318,0.366208,0.184026,1.18623,-0.333839E-14,0.277778E-14,1.18623,2.16129,313.386,18.2099,8.92464,-9999,0.720057E-01,0.968768E-01,22.2584,0.130288,1.74077,0.165242E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.604878E-02,1.00983,-1.43059,1.01846,-0.693718,1.17019,0.485432,1.18262,-0.155206E-01,1.17019,0.232438E-02,1.25885,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,6,0,1,6,3,6,0,0,0,0,0,0,0,0,0,14900,0,0,0,18000,18000,18000,18000,0.874236E-01,0.985950E-01,0.773515E-02,0.932111E-01,0.449028E-02,1.01039,0.444995E-07,-0.120454E-02,0.485432E-03,-0.155206E-01,0.232438E-05,8190.00,95761.0,95761.0,11.4200,475.979,478.490,5.24662,5.27429,-2.72079,282.978,282.995,282.974,92.7836,92.9729,92.5942,0.378761,0.00000,-1.00000,0.00000,2.08102,76.4657,1.00012,-273.150,9.00081,-273.150
2023-02-16T060000_AIU-0547.ghg,2023-02-16,06:30,47.2707,1,18000,18000,-0.454227E-01,1,11.8132,1,-0.487384,2,-1.78761,2,-0.109057E-01,2,-0.512739E-03,1,0.263938,0.197165,0.151132,0.441178E-02,0.128809E-03,0.331105E-09,0.368002E-11,0.155322E-11,19.4577,477.819,480.370,-1.70000,0,216.259,5.31064,5.33900,0.800000,1,0.912765E-01,2.08764,2.09879,0.00000,1,283.142,281.622,95346.4,1.17712,1008.16,0.245568E-01,-0.706692E-03,0.389699E-02,506.486,1104.48,0.331060E-02,45.8575,597.992,270.594,1.09247,0.426091,0.184993,1.18713,0.581118E-13,0.170167E-13,1.18713,2.69162,315.010,21.3070,8.96508,-9999,0.196438,0.286031,-54.0494,-0.536547E-01,-24.2379,-0.506748E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.449011E-01,1.01162,11.6399,1.01433,-0.443197,1.09970,-1.61573,1.10638,-0.991700E-02,1.09970,-0.409974E-02,1.14796,800000009,800000009,800000009,800000009,800000009,800100009,899999999,899999999,89999,89999,89,89,3,0,2,0,24,7,1,0,0,0,0,0,0,0,0,13600,0,0,0,18000,18000,18000,18000,0.293561,0.263230,0.152721E-01,0.194780,0.138833E-02,1.19954,0.905391E-07,0.980845E-02,-0.161573E-02,-0.991700E-02,-0.409974E-05,8190.00,95732.7,95732.7,11.4200,478.127,480.681,5.31405,5.34245,-2.55283,282.966,282.985,282.962,92.7823,92.9710,92.5937,0.377306,0.00000,-1.00000,0.00000,2.08291,76.3469,1.00008,-283.526,9.00067,-273.150
2023-02-16T063000_AIU-0547.ghg,2023-02-16,07:00,47.2916,1,18000,18000,-0.108021E-01,1,-4.44882,1,-0.435265,1,-0.313792,1,-0.973852E-02,1,0.114234E-02,1,-0.206063,0.590890E-01,0.532426E-01,0.132204E-02,-0.881420E-04,0.581597E-10,0.647823E-12,0.272181E-12,19.5010,478.668,481.234,2.50000,0,217.216,5.33173,5.36031,8.30000,0,0.912624E-01,2.08630,2.09748,-0.100000,0,283.059,281.514,95352.7,1.17764,1008.17,0.245458E-01,-0.631056E-03,0.391423E-02,508.531,1096.44,0.332378E-02,46.3804,587.905,270.649,1.16796,0.508792,0.191234,1.28824,-0.945332E-14,0.298239E-14,1.28824,2.46435,309.179,23.5391,8.53686,-9999,0.957740E-01,0.124350,16.6342,0.174339,10.2209,0.391247E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.106899E-01,1.01050,-4.38895,1.02035,-0.364646,1.19367,-0.255835,1.20945,-0.815850E-02,1.19367,0.220486E-02,1.28593,800000009,800000009,800000009,800000009,800000009,800001109,899999999,899999999,89999,89999,89,89,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13900,0,0,0,18000,18000,18000,18000,0.138234,0.997951E-01,0.106710E-01,0.136277,0.219115E-02,2.11024,0.904662E-07,-0.369670E-02,-0.255835E-03,-0.815850E-02,0.220486E-05,8190.00,95737.1,95737.1,11.4200,479.285,481.858,5.33855,5.36721,-2.49024,283.035,283.053,283.030,92.7788,92.9673,92.5904,0.376963,0.00000,-1.00000,0.00000,2.08156,76.3289,1.00012,-273.150,9.00084,-273.150
2023-02-16T070000_AIU-0547.ghg,2023-02-16,07:30,47.3124,1,18000,18000,-0.811345E-02,0,-8.66579,0,-0.773626,1,1.13785,1,-0.173105E-01,1,0.591848E-02,0,0.178512,-0.190268E-01,0.363339E-01,-0.425739E-03,-0.583715E-03,0.733420E-10,0.814905E-12,0.341350E-12,19.5165,479.248,481.814,3.50000,0,216.849,5.32494,5.35344,0.800000,1,0.908341E-01,2.07740,2.08852,0.00000,0,283.152,281.607,95344.6,1.17716,1008.16,0.245560E-01,-0.112172E-02,0.390761E-02,507.840,1103.40,0.331953E-02,46.0249,595.563,270.630,0.970326,0.395622,0.170608,1.06168,-0.301706E-13,0.375795E-14,1.06168,1.88268,311.778,22.1817,9.24733,-9999,0.830206E-01,0.135180,5.56194,0.521401,11.2015,0.879544E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.797522E-02,1.01733,-8.42360,1.03475,-0.589397,1.31257,0.859248,1.33432,-0.131882E-01,1.31257,0.638888E-02,1.48221,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,3,2,0,1,2,12,0,0,0,0,0,0,0,0,0,15100,0,0,0,18000,18000,18000,18000,0.125911,0.131158,0.132902E-01,0.835195E-01,0.506240E-02,1.07321,0.561136E-07,-0.709794E-02,0.859248E-03,-0.131882E-01,0.638888E-05,8190.00,95730.1,95730.1,11.4200,479.752,482.323,5.33047,5.35904,-2.51149,283.061,283.078,283.057,92.7780,92.9667,92.5894,0.377307,0.00000,-1.00000,0.00000,2.07269,76.3605,1.00013,-273.150,9.00087,-273.150
2023-02-16T073000_AIU-0547.ghg,2023-02-16,08:00,47.3332,1,18000,18000,-0.154025E-01,1,-2.27571,2,-1.50127,1,0.290377,1,-0.335911E-01,1,0.108412E-02,1,-0.548879E-01,0.209185,-0.252332,0.468054E-02,-0.132931E-03,-0.583956E-10,-0.663503E-12,-0.273735E-12,19.3610,475.223,477.803,-0.800000,0,219.984,5.39959,5.42891,0.800000,1,0.907565E-01,2.07538,2.08664,-0.100000,0,283.124,281.579,95376.0,1.17763,1008.20,0.245454E-01,-0.217670E-02,0.396410E-02,515.130,1101.26,0.336617E-02,46.7765,586.128,270.823,1.02157,0.440330,0.169869,1.12532,0.167750E-13,-0.301615E-14,1.12532,2.04265,310.783,23.3177,8.68212,-9999,0.114364,0.876781E-01,55.3783,0.523671E-01,1.51586,0.167598E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.152712E-01,1.00860,-2.32443,1.01478,-1.32679,1.13150,0.254667,1.14022,-0.296871E-01,1.13150,0.172133E-02,1.20464,800000009,800000009,800000009,800000009,800000009,800001119,899999999,899999999,89999,89999,89,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,0,0,0,18000,18000,18000,18000,0.925789E-01,0.724763E-01,0.103009E-01,0.161780,0.305490E-02,6.43218,0.700353E-07,-0.195776E-02,0.254667E-03,-0.296871E-01,0.172133E-05,8190.00,95762.8,95762.8,11.4271,475.933,478.521,5.40765,5.43706,-2.31339,283.162,283.179,283.158,92.7730,92.9621,92.5838,0.378282,0.00000,-1.00000,0.00000,2.07061,76.3508,1.00015,-273.150,9.00099,-273.150
2023-02-16T080000_AIU-0547.ghg,2023-02-16,08:30,47.3541,1,18000,18000,-0.135553E-01,1,2.24156,1,-0.437937,1,-0.112985,1,-0.980344E-02,1,0.221741E-02,1,0.924105,0.534410,0.213743,0.119630E-01,0.233271E-03,-0.974447E-11,-0.113821E-12,-0.454127E-13,19.4625,478.639,481.330,3.50000,0,227.333,5.59077,5.62221,-0.400000,0,0.907021E-01,2.07894,2.09063,-0.600000,0,283.593,282.063,95355.6,1.17527,1008.32,0.245929E-01,-0.635263E-03,0.409654E-02,533.254,1137.94,0.348560E-02,46.8614,604.686,271.291,0.778846,0.331183,0.147394,0.859074,-0.690502E-15,-0.500680E-15,0.859074,2.05853,314.024,23.0363,9.87926,-9999,0.107395,0.104826,-46.5523,-0.622955E-01,-5.11844,-0.176128E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.133618E-01,1.01448,2.18662,1.01599,-0.400363,1.09385,-0.988373E-01,1.09789,-0.896233E-02,1.09385,0.140893E-02,1.14930,800000009,800000009,800000009,800000009,800000009,800110009,899999999,899999999,89999,89999,89,89,0,2,3,11,42,3,0,0,0,0,0,0,0,0,0,15312,0,0,0,18000,18000,18000,18000,0.126502,0.727312E-01,0.104180E-01,0.115436,0.128637E-03,8.13300,0.411399E-07,0.184518E-02,-0.988373E-04,-0.896233E-02,0.140893E-05,8190.00,95746.4,95746.4,11.4300,479.304,482.003,5.59861,5.63014,-1.84630,283.632,283.648,283.629,92.7622,92.9509,92.5735,0.377394,0.00000,-1.00000,0.00000,2.07400,76.3920,1.00016,-273.150,9.00103,-273.150
2023-02-16T083000_AIU-0547.ghg,2023-02-16,09:00,47.3749,1,18000,18000,-0.161840,1,221.107,1,54.5081,1,3.00839,1,1.22232,1,-0.640029E-01,1,3.45763,1.08296,0.185499,0.242848E-01,-0.908349E-03,-0.477262E-09,-0.592726E-11,-0.219125E-11,19.4559,481.623,484.521,0.800000,1,241.629,5.98142,6.01741,0.300000,0,0.893278E-01,2.06498,2.07741,0.00000,1,285.554,283.885,95344.9,1.16742,1008.57,0.247546E-01,0.792064E-01,0.435415E-02,570.451,1285.93,0.372971E-02,44.3610,715.478,272.208,0.217078,0.331854,0.160554,0.427817,-0.108077E-12,-0.245304E-13,0.427817,3.82893,268.906,56.8098,22.0421,-9999,0.372330,0.474552,-19.6665,-0.147459,4.05640,-0.504360,0,102.612,-15.5717,35.2233,87.7110,133.765,187.607,281.069,-0.157955,1.02460,219.622,1.02247,49.8156,1.09420,2.20579,1.09540,1.11709,1.09420,-0.129351,1.15793,800000009,800000009,800000009,800000009,800000009,810100109,899999999,899999999,89999,89999,89,89,8,7,4,6,12,0,0,0,0,0,0,0,0,0,0,15388,0,0,0,18000,18000,18000,18000,0.432898,0.447222,0.689844E-01,1.57468,0.228603E-03,49.4808,0.685753E-06,0.186528,0.220579E-02,1.11709,-0.129351E-03,8190.00,95740.9,95740.9,11.4300,480.810,483.699,5.97159,6.00750,-0.974182,284.603,284.618,284.600,92.7538,92.9439,92.5636,0.380244,0.00000,-1.00000,0.00000,2.05969,76.7485,1.00016,-273.150,9.00115,-273.150
