file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,diag_72_mean,int_p_mean,air_p_mean,vin_sf_mean,co2_mean,co2_mean,h2o_mean,h2o_mean,dew_point_mean,cell_t_mean,int_t_1_mean,int_t_2_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
2023-02-07T203000_AIU-0547.ghg,2023-02-07,21:00,38.8748,0,18000,18000,-0.157260E-01,1,14.9923,1,0.554877,2,-1.03067,1,0.123685E-01,2,-0.887183E-03,1,-1.27541,0.368388E-01,0.199912,0.821157E-03,-0.109136E-03,-0.637283E-10,-0.315894E-12,-0.312103E-12,19.0822,459.388,460.436,2.30000,0,94.5881,2.27713,2.28233,0.800000,1,0.934531E-01,2.09507,2.09986,0.00000,1,278.572,277.609,95872.0,1.20210,1006.44,0.240742E-01,0.801481E-03,0.170448E-02,218.372,837.635,0.141791E-02,26.0700,619.263,259.771,1.23221,0.464847,0.161572,1.32685,-0.141956E-12,-0.333968E-14,1.32685,2.24676,314.959,20.6688,6.99434,-9999,0.114377,0.166381,-8.43515,-0.343799,27.0192,-0.108343,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.155573E-01,1.01084,14.8259,1.01394,0.503085,1.10295,-0.932984,1.11081,0.112140E-01,1.10295,-0.550146E-02,1.14792,800000009,800000009,800000009,800000009,800010009,800110009,899999999,899999999,89999,89999,89,89,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,13912,0,0,0,18000,18000,18000,18000,0.207391,0.114756,0.106157E-01,0.197171,0.119706E-02,1.12921,0.598273E-07,0.122543E-01,-0.932984E-03,0.112140E-01,-0.550146E-05,8190.00,96245.6,96245.6,11.3400,459.821,460.871,2.27926,2.28447,-13.3758,278.974,278.993,278.969,93.0184,93.1849,92.8519,0.332910,0.00000,-1.00000,0.00000,2.09301,91.5721,1.00005,-273.150,9.00026,-273.150
2023-02-07T210000_AIU-0547.ghg,2023-02-07,21:30,38.8956,0,18000,18000,-0.192001E-01,1,1.28443,2,-0.556418,1,0.218455E-01,2,-0.124054E-01,1,0.941336E-03,1,0.417954,0.121268,0.140974,0.270369E-02,-0.140438E-03,-0.476661E-10,-0.239516E-12,-0.232020E-12,19.1606,461.595,462.668,0.800000,1,96.2798,2.31946,2.32485,3.10000,0,0.932664E-01,2.09298,2.09784,0.00000,1,278.821,277.824,95879.9,1.20126,1006.47,0.240908E-01,-0.803871E-03,0.173496E-02,222.449,850.308,0.144429E-02,26.1610,627.858,259.998,1.21645,0.430167,0.180023,1.30277,0.171093E-13,-0.248771E-14,1.30277,2.56597,314.894,19.4749,7.94284,-9999,0.126425,0.153164,-132.975,-0.218086E-01,-2.30839,-0.840312E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.189919E-01,1.01096,1.23859,1.01400,-0.504749,1.10237,0.247446E-01,1.11002,-0.112534E-01,1.10237,0.518645E-03,1.14791,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,13288,0,0,0,18000,18000,18000,18000,0.147380,0.143683,0.152649E-01,0.182789,0.283578E-02,1.48029,0.326873E-07,0.102445E-02,0.247446E-04,-0.112534E-01,0.518645E-06,8190.00,96255.4,96255.4,11.3400,461.769,462.843,2.32032,2.32572,-13.1553,279.037,279.058,279.032,93.0195,93.1852,92.8539,0.331231,0.00000,-1.00000,0.00000,2.09088,91.5058,1.00003,-273.150,9.00019,-273.150
2023-02-07T213000_AIU-0547.ghg,2023-02-07,22:00,38.9165,0,18000,18000,-0.488168E-01,1,5.97906,1,-0.265028,2,-0.331054,1,-0.591016E-02,2,0.146188E-02,2,0.461838,0.267981,0.451971E-01,0.597603E-02,-0.748144E-04,0.272732E-10,0.142359E-12,0.132460E-12,19.1713,462.303,463.421,3.70000,0,100.069,2.41310,2.41894,2.00000,0,0.931110E-01,2.09186,2.09692,0.00000,1,279.050,278.061,95868.2,1.20004,1006.52,0.241143E-01,-0.382978E-03,0.180325E-02,231.402,864.521,0.150266E-02,26.7665,633.119,260.485,1.22602,0.335230,0.189786,1.28512,-0.963786E-14,0.142261E-14,1.28512,3.22231,322.492,15.2925,8.49252,-9999,0.201691,0.392177,-115.978,-0.250048E-01,-22.5602,-0.245429E-01,0,99.1568,-15.0474,34.0373,84.7578,129.261,181.290,271.606,-0.482831E-01,1.01105,5.88694,1.01404,-0.240509,1.10194,-0.295930,1.10945,-0.536339E-02,1.10194,-0.461815E-03,1.14791,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,9300,0,0,0,18000,18000,18000,18000,0.383732,0.378570,0.220523E-01,0.321659,0.528428E-03,1.42973,0.841999E-07,0.487382E-02,-0.295930E-03,-0.536339E-02,-0.461815E-06,8190.00,96244.6,96244.6,11.3400,462.531,463.650,2.41424,2.42009,-12.6672,279.309,279.330,279.304,93.0152,93.1806,92.8497,0.330943,0.00000,-1.00000,0.00000,2.08968,91.4763,1.00004,-273.150,9.00027,-273.150
2023-02-07T220000_AIU-0547.ghg,2023-02-07,22:30,38.9373,0,18000,18000,-0.511892E-01,1,-11.6422,1,-1.19731,1,-0.667412,1,-0.267060E-01,1,-0.995237E-03,1,0.436434,0.203554,0.331574E-01,0.454026E-02,-0.481978E-03,0.384893E-10,0.206601E-12,0.186054E-12,19.1750,462.823,463.976,0.800000,1,102.927,2.48431,2.49050,0.800000,1,0.926907E-01,2.08463,2.08983,0.100000,0,279.300,278.285,95856.5,1.19889,1006.57,0.241367E-01,-0.173055E-02,0.185474E-02,238.202,878.158,0.154704E-02,27.1251,639.956,260.843,1.25313,0.329219,0.196679,1.31050,-0.433283E-15,0.200726E-14,1.31050,2.89714,320.699,14.7200,8.63153,-9999,0.206633,0.306154,64.0440,0.452813E-01,9.72361,0.466888E-01,0,95.2226,-14.4504,32.6868,81.3948,124.132,174.097,260.829,-0.507772E-01,1.00811,-11.5480,1.01430,-1.05586,1.13397,-0.572168,1.14460,-0.235508E-01,1.13397,0.260824E-02,1.19934,800000009,800000009,800000009,800000009,800000009,800010109,899999999,899999999,89999,89999,89,89,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,10712,0,0,0,18000,18000,18000,18000,0.276571,0.310125,0.256115E-01,0.176338,0.169939E-02,0.525460,0.334588E-07,-0.956941E-02,-0.572168E-03,-0.235508E-01,0.260824E-05,8190.00,96233.2,96233.2,11.3400,463.058,464.212,2.48556,2.49176,-12.3076,279.540,279.561,279.535,93.0053,93.1700,92.8406,0.329420,0.00000,-1.00000,0.00000,2.08241,91.4596,1.00006,-273.150,9.00039,-273.150
2023-02-07T223000_AIU-0547.ghg,2023-02-07,23:00,38.9581,0,18000,18000,-0.482358E-01,1,-0.138939,2,0.219462,2,-0.833257,1,0.489503E-02,2,-0.220282E-03,2,-0.183698E-01,0.295029E-01,-0.105032,0.658054E-03,-0.370520E-03,0.313034E-10,0.169329E-12,0.151456E-12,19.1074,461.176,462.329,0.800000,1,103.358,2.49463,2.50087,0.800000,1,0.924475E-01,2.07908,2.08428,0.00000,1,279.290,278.276,95856.3,1.19893,1006.57,0.241360E-01,0.317198E-03,0.186250E-02,239.191,877.580,0.155347E-02,27.2557,638.389,260.894,1.18864,0.322930,0.180302,1.24485,0.424895E-13,0.163829E-14,1.24485,3.07310,319.601,15.1993,8.32793,-9999,0.200580,0.381544,4908.59,0.590801E-03,-0.633091,0.573982E-03,0,93.6461,-14.2112,32.1457,80.0473,122.077,171.215,256.511,-0.478685E-01,1.00767,-0.125967,1.01215,0.197890,1.10901,-0.748046,1.11696,0.441388E-02,1.10901,-0.174307E-03,1.16591,800000009,800000009,800000009,800000009,800000009,800011009,899999999,899999999,89999,89999,89,89,0,1,2,36,0,0,0,0,0,0,0,0,0,0,0,12588,0,0,0,18000,18000,18000,18000,0.346195,0.391731,0.251616E-01,0.204473,0.111900E-02,0.918285,0.209463E-07,-0.104381E-03,-0.748046E-03,0.441388E-02,-0.174307E-06,8190.00,96231.7,96231.7,11.3438,461.452,462.607,2.49612,2.50237,-12.2556,279.552,279.573,279.547,93.0061,93.1712,92.8410,0.330242,0.00000,-1.00000,0.00000,2.07685,91.4389,1.00005,-273.150,9.00030,-273.150
2023-02-07T230000_AIU-0547.ghg,2023-02-07,23:30,38.9790,0,18000,18000,-0.122509,1,117.252,1,0.936148,2,-0.643013E-01,1,0.209009E-01,2,0.151424E-01,1,1.98310,0.303635,0.156595,0.677910E-02,0.341190E-03,0.104553E-09,0.586618E-12,0.503907E-12,19.1379,463.641,464.850,3.70000,0,107.377,2.60136,2.60814,-3.90000,0,0.922375E-01,2.08421,2.08965,0.00000,1,280.356,279.300,95850.2,1.19441,1006.65,0.242263E-01,0.135438E-02,0.193494E-02,249.408,942.174,0.162000E-02,26.4715,692.766,261.414,0.980376,0.155305,0.173791,1.00770,0.549220E-13,0.546315E-14,1.00770,3.21825,327.547,9.00165,9.93107,-9999,0.320264,0.686679,-23.6765,-0.122484,125.249,-0.304495,0,103.595,-15.7210,35.5609,88.5517,135.047,189.405,283.764,-0.120943,1.01295,115.656,1.01507,0.854050,1.09613,-0.664241E-01,1.10133,0.190680E-01,1.09613,-0.219194E-01,1.14842,800000009,800000009,800000009,800000009,800000009,800011019,899999999,899999999,89999,89999,89,89,3,0,7,7,3,0,0,0,0,0,0,0,0,0,0,11212,0,0,0,18000,18000,18000,18000,0.461115,0.862406,0.498371E-01,1.55109,0.746522E-03,3.91720,0.920403E-07,0.961915E-01,-0.664241E-04,0.190680E-01,-0.219194E-04,8190.00,96230.3,96230.3,11.3500,462.795,464.000,2.59688,2.60364,-11.7656,279.917,279.938,279.911,93.0061,93.1711,92.8411,0.330064,0.00000,-1.00000,0.00000,2.08189,91.4768,1.00004,-273.150,9.00023,-273.150
2023-02-07T233000_AIU-0547.ghg,2023-02-08,00:00,39.0000,0,18000,18000,-0.458941E-01,1,34.5168,2,1.47905,2,0.539385,1,0.330564E-01,2,0.298286E-02,2,2.11080,0.601504,-0.351320E-02,0.134435E-01,0.940385E-03,-0.135935E-09,-0.825096E-12,-0.659046E-12,19.0568,463.585,464.893,1.50000,0,115.671,2.81387,2.82181,4.20000,0,0.923921E-01,2.09841,2.10433,0.00000,1,281.442,280.394,95829.2,1.18939,1006.78,0.243266E-01,0.214206E-02,0.208439E-02,269.723,1015.81,0.175248E-02,26.5524,746.091,262.394,0.905321,-0.859427E-01,0.176209,0.926306,0.360405E-13,-0.713314E-14,0.926306,3.36915,338.368,354.577,10.9661,-9999,0.196434,0.466464,-18.5560,-0.156284,23.3372,-0.146742,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.452726E-01,1.01373,34.0980,1.01553,1.35099,1.09479,0.476904,1.09935,0.301943E-01,1.09479,-0.796648E-02,1.14883,800000009,800000009,800000009,800000009,800000009,810100109,899999999,899999999,89999,89999,89,89,1,0,6,2,10,0,0,0,0,0,0,0,0,0,0,9388,0,0,0,18000,18000,18000,18000,0.213349,0.681108,0.384707E-01,1.24671,0.144695E-02,5.40697,0.142230E-06,0.284754E-01,0.476904E-03,0.301943E-01,-0.796648E-05,8190.00,96206.9,96206.9,11.3500,462.573,463.875,2.80751,2.81542,-10.7933,280.903,280.924,280.897,92.9822,93.1460,92.8184,0.327603,0.00000,-1.00000,0.00000,2.09587,91.4646,1.00006,-273.150,9.00034,-273.150
2023-02-08T000000_AIU-0547.ghg,2023-02-08,00:30,39.0208,0,18000,18000,-0.701391E-01,1,39.9605,1,-0.352864,1,0.394168,1,-0.788569E-02,1,-0.142587E-02,1,-0.193531,-0.129353,-0.108565,-0.289073E-02,-0.189507E-03,0.186192E-09,0.111593E-11,0.905084E-12,18.9897,461.869,463.151,3.60000,0,113.813,2.76818,2.77587,-6.80000,0,0.923094E-01,2.09555,2.10137,0.00000,1,281.347,280.293,95812.2,1.18963,1006.75,0.243222E-01,-0.510993E-03,0.205091E-02,265.297,1008.86,0.172400E-02,26.2967,743.562,262.187,0.919625,-0.123030,0.184660,0.946016,0.266369E-13,0.980489E-14,0.946016,3.21719,343.199,352.380,11.2562,-9999,0.242815,0.556314,-30.2692,-0.958069E-01,-113.246,-0.137411,0,86.0048,-13.0516,29.5227,73.5156,112.116,157.244,235.581,-0.692031E-01,1.01353,39.3699,1.01541,-0.322222,1.09509,0.359205,1.09981,-0.720092E-02,1.09509,-0.136315E-01,1.14872,800000009,800000009,800000009,800000009,800000009,800110119,899999999,899999999,89999,89999,89,89,6,0,8,7,8,0,0,0,0,0,0,0,0,0,0,8212,17998,0,0,18000,18000,18000,18000,0.318877,0.748135,0.456173E-01,2.11283,0.376363E-03,5.27131,0.237563E-06,0.328723E-01,0.359205E-03,-0.720092E-02,-0.136315E-04,8190.00,96189.3,96189.3,11.3472,461.203,462.481,2.76391,2.77158,-10.9920,281.010,281.028,281.005,92.9831,93.1486,92.8177,0.330932,0.00000,-1.00000,0.00000,2.09305,91.2797,1.00007,-273.352,9.00048,-273.150
2023-02-08T003000_AIU-0547.ghg,2023-02-08,01:00,39.0416,0,18000,18000,-0.576765E-01,1,26.7773,1,2.11891,1,3.37894,1,0.473107E-01,1,0.238698E-02,1,-1.80448,-0.337587,-0.330281,-0.753759E-02,-0.342172E-03,0.985535E-10,0.571775E-12,0.483890E-12,18.8354,456.666,457.879,0.800000,1,109.277,2.64943,2.65647,6.50000,0,0.924805E-01,2.09040,2.09596,0.00000,1,280.339,279.361,95797.1,1.19346,1006.67,0.242451E-01,0.306573E-02,0.196917E-02,253.876,946.189,0.164996E-02,26.8314,692.314,261.636,0.937412,0.262761,0.164760,0.987386,0.596414E-14,0.523235E-14,0.987386,2.65240,321.692,15.6585,9.60558,-9999,0.219834,0.357475,-33.5168,-0.865238E-01,12.6373,-0.101385,0,100.023,-15.1790,34.3348,85.4986,130.391,182.875,273.980,-0.569290E-01,1.01313,26.5112,1.01518,1.93371,1.09578,3.05024,1.10082,0.431755E-01,1.09578,-0.615433E-02,1.14851,800000009,800000009,800000009,800000009,800000009,800111019,899999999,899999999,89999,89999,89,89,1,0,3,10,0,12,0,0,0,0,0,0,0,0,0,8188,18000,0,0,18000,18000,18000,18000,0.352377,0.336938,0.256344E-01,0.826081,0.984569E-02,3.16028,0.101399E-06,0.220665E-01,0.305024E-02,0.431755E-01,-0.615433E-05,8190.00,96172.3,96172.3,11.2900,456.770,457.984,2.65018,2.65722,-11.5193,280.538,280.557,280.533,93.0020,93.1689,92.8351,0.333808,0.00000,-1.00000,0.00000,2.08802,89.8655,1.00007,-338.113,9.00063,-273.150
2023-02-08T010000_AIU-0547.ghg,2023-02-08,01:30,39.0624,0,18000,18000,-0.257644,1,-268.123,1,-43.0018,1,2.80777,1,-0.963331,1,0.134899E-01,1,6.64628,1.10431,0.112593,0.247389E-01,-0.261524E-03,0.499673E-09,0.331775E-11,0.243050E-11,18.6731,458.462,459.862,1.00000,0,123.987,3.04412,3.05342,0.800000,1,0.908296E-01,2.08642,2.09279,0.100000,0,283.975,282.838,95777.1,1.17837,1006.95,0.245520E-01,-0.624238E-01,0.223424E-02,291.635,1198.93,0.189605E-02,24.3246,907.295,263.380,0.467308,-0.980262,0.208177,1.10572,-0.167680E-12,0.267589E-13,1.10572,5.35939,33.3415,295.488,10.8519,-9999,0.467594,1.22608,32.2113,0.900306E-01,6.23515,0.483253,0,94.3227,-14.3138,32.3779,80.6257,122.959,172.452,258.365,-0.255293,1.00921,-266.235,1.01650,-37.4768,1.14742,2.81386,1.15714,-0.839559,1.14742,0.909349E-01,1.22970,800000009,800000009,800000009,800000009,800000009,800100009,899999999,899999999,89999,89999,89,89,10,0,0,20,2,0,0,0,0,0,0,0,0,0,0,13912,602,0,0,18000,18000,18000,18000,1.07817,1.23969,0.134303,3.06727,0.661128E-03,149.647,0.541339E-06,-0.224375,0.281386E-02,-0.839559,0.909349E-04,8190.00,96173.7,96173.7,11.3090,455.130,456.511,3.02306,3.03232,-9.92229,281.965,281.986,281.960,92.9793,93.1460,92.8126,0.333417,0.00000,-1.00000,0.00000,2.08365,90.8134,1.00011,-273.150,9.00067,-273.150
2023-02-08T013000_AIU-0547.ghg,2023-02-08,02:00,39.0833,0,18000,18000,-0.113684,0,-117.995,0,0.489254,1,-0.817409,1,0.109647E-01,1,0.259188E-02,0,0.787559,1.07368,-0.143544E-01,0.240621E-01,-0.535390E-04,0.199315E-09,0.149136E-11,0.969301E-12,18.6311,458.233,459.809,0.800000,1,139.406,3.42869,3.44049,2.80000,0,0.906061E-01,2.08560,2.09278,-0.200000,0,284.386,283.251,95748.8,1.17613,1007.17,0.245950E-01,0.710509E-03,0.251209E-02,328.381,1232.56,0.213589E-02,26.6422,904.180,264.894,0.363142,-1.34340,0.215222,1.40816,-0.151528E-13,0.106980E-13,1.40816,5.78429,49.1056,285.126,8.79151,-9999,0.310901,0.757212,21.5117,0.134810,-241.173,0.320393,0,71.7474,-10.8879,24.6286,61.3286,93.5300,131.177,196.527,-0.112600,1.00963,-115.947,1.01855,0.414033,1.18168,-0.686370,1.19781,0.927888E-02,1.18168,0.350687E-01,1.26096,800000009,800000009,800000009,800000009,800010009,800110119,899999999,899999999,89999,89999,89,89,19,9,14,24,0,6,0,0,0,0,0,0,0,0,0,13088,0,0,0,18000,18000,18000,18000,0.648896,0.747871,0.117656,0.964459,0.412406E-02,0.389572,0.134338E-06,-0.978821E-01,-0.686370E-03,0.927888E-02,0.350687E-04,8190.00,96130.6,96130.6,11.3400,457.077,458.645,3.42005,3.43178,-8.29492,283.682,283.702,283.678,92.9822,93.1517,92.8126,0.339032,0.00000,-1.00000,0.00000,2.08253,90.5561,1.00012,-273.150,9.00069,-273.150
2023-02-08T020000_AIU-0547.ghg,2023-02-08,02:30,39.1041,0,18000,18000,-0.139145,0,-114.038,0,2.21238,0,0.626582,1,0.495774E-01,0,0.157350E-02,0,-0.161147,-0.783490E-01,-0.111636,-0.175573E-02,0.111659E-03,-0.111691E-09,-0.832119E-12,-0.545956E-12,18.5583,456.448,458.006,0.800000,1,138.263,3.40063,3.41223,4.70000,0,0.907145E-01,2.08731,2.09443,0.00000,0,284.255,283.166,95718.8,1.17613,1007.15,0.245954E-01,0.321262E-02,0.249149E-02,325.591,1225.61,0.211839E-02,26.5656,900.021,264.784,0.535557,-1.11660,0.168025,1.24974,-0.202036E-13,-0.601839E-14,1.24974,6.28232,39.5937,295.624,7.72670,-9999,0.343959,1.04620,30.1330,0.962399E-01,-51.5455,0.279894,0,68.4372,-10.3856,23.4923,58.4991,89.2148,125.125,187.460,-0.137896,1.00906,-112.173,1.01670,1.91403,1.15588,0.519534,1.16783,0.428917E-01,1.15588,0.337676E-01,1.23411,800000009,800000009,800000009,800000009,800000009,800110019,899999999,899999999,89999,89999,89,89,4,4,12,11,4,0,0,0,0,0,0,0,0,0,0,12612,0,0,0,18000,18000,18000,18000,1.05729,0.873057,0.162058,0.684697,0.248612E-03,0.851429,0.936102E-07,-0.946975E-01,0.519534E-03,0.428917E-01,0.337676E-04,8190.00,96097.6,96097.6,11.3543,455.874,457.428,3.39636,3.40794,-8.38881,283.949,283.967,283.944,92.9656,93.1357,92.7956,0.340122,0.00000,-1.00000,0.00000,2.08427,90.7481,1.00013,-273.150,9.00077,-273.150
2023-02-08T023000_AIU-0547.ghg,2023-02-08,03:00,39.1249,0,18000,18000,-0.128666,0,-104.385,1,-12.1772,1,0.384328,1,-0.272754,1,0.167799E-01,1,-0.932123,-0.470229,-0.687838E-01,-0.105325E-01,0.324227E-03,-0.275116E-09,-0.195307E-11,-0.135206E-11,18.5449,455.351,456.828,3.50000,0,131.651,3.23257,3.24306,1.80000,0,0.911387E-01,2.09225,2.09903,-0.100000,0,283.764,282.678,95715.0,1.17819,1007.05,0.245540E-01,-0.176744E-01,0.237236E-02,309.489,1186.16,0.201357E-02,26.0917,876.669,264.136,1.13316,-1.06281,0.222860,1.56949,-0.206536E-12,-0.148352E-13,1.56949,5.72056,12.9836,316.835,8.16335,-9999,0.330465,1.06596,29.1932,0.993382E-01,8.57213,0.266224,0,78.5534,-11.9208,26.9649,67.1463,102.402,143.621,215.170,-0.127537,1.00885,-103.355,1.01702,-10.3828,1.17283,0.425779,1.18979,-0.232560,1.17283,0.449399E-01,1.23916,800000009,800000009,800000009,800000009,800000019,800100119,899999999,899999999,89999,89999,89,89,2,13,12,27,2,0,3,0,0,0,0,0,0,0,0,11188,0,0,0,18000,18000,18000,18000,0.848728,1.17721,0.105980,1.48717,0.933346E-04,11.0496,0.472229E-06,-0.871095E-01,0.425779E-03,-0.232560,0.449399E-04,8190.00,96089.5,96089.5,11.3591,454.897,456.371,3.22954,3.24001,-9.03749,283.522,283.540,283.517,92.9562,93.1243,92.7881,0.336173,0.00000,-1.00000,0.00000,2.08931,90.2331,1.00011,-273.150,9.00069,-273.150
2023-02-08T030000_AIU-0547.ghg,2023-02-08,03:30,39.1458,0,18000,18000,-0.492683E-01,1,-46.4672,1,1.16105,1,0.326944,2,0.260349E-01,1,-0.495190E-03,1,2.20781,0.800079,-0.141295,0.179406E-01,-0.355152E-03,-0.112965E-10,-0.877617E-13,-0.555742E-13,18.3774,453.087,454.688,0.800000,1,142.773,3.52000,3.53243,2.60000,0,0.904096E-01,2.08681,2.09418,-0.200000,0,284.952,283.838,95715.9,1.17326,1007.23,0.246545E-01,0.168706E-02,0.257277E-02,337.010,1281.88,0.219285E-02,26.2904,944.867,265.228,1.16265,-2.78642,0.178278,3.02451,0.133519E-13,-0.614694E-15,3.02451,7.76158,40.0008,292.649,3.37923,-9999,0.204922,1.56598,15.6384,0.185441,-40.0216,0.191884,0,37.6654,-5.71588,12.9293,32.1958,49.1007,68.8644,103.171,-0.486941E-01,1.01179,-45.3488,1.02464,0.877203,1.32358,0.229868,1.37610,0.196700E-01,1.32358,0.119244E-01,1.31914,800000009,800000009,800000009,800000009,800000019,800110019,899999999,899999999,89999,89999,89,89,21,12,7,39,0,0,3,0,0,0,0,0,0,0,0,17300,0,0,0,18000,18000,18000,18000,1.12649,1.74949,0.255979,0.543194E-01,0.110058E-01,2.32618,0.863394E-08,-0.383747E-01,0.229868E-03,0.196700E-01,0.119244E-04,8190.00,96096.9,96096.9,11.3400,452.286,453.881,3.51364,3.52603,-7.95268,284.484,284.505,284.478,92.9316,93.0997,92.7636,0.336057,0.00000,-1.00000,0.00000,2.08369,90.2340,1.00014,-273.150,9.00079,-273.150
2023-02-08T033000_AIU-0547.ghg,2023-02-08,04:00,39.1666,0,18000,18000,-0.158660,1,-48.5380,1,1.11449,1,0.856064,1,0.249892E-01,1,0.261552E-02,1,-0.126651,0.126702,-0.182207,0.284092E-02,0.945952E-04,-0.959062E-10,-0.759612E-12,-0.475198E-12,18.2648,450.169,451.780,0.00000,0,144.663,3.56550,3.57826,0.900000,0,0.904985E-01,2.08826,2.09573,-0.200000,0,284.884,283.772,95723.2,1.17360,1007.25,0.246469E-01,0.161930E-02,0.260683E-02,341.393,1276.21,0.222123E-02,26.7505,934.817,265.394,0.648796,-3.06132,0.229315,3.13771,-0.494330E-13,-0.525089E-14,3.13771,10.5888,50.0429,281.966,4.19112,-9999,0.367683,2.96484,86.4848,0.335319E-01,-43.5518,0.111674,0,48.9308,-7.42544,16.7964,41.8253,63.7862,89.4611,134.029,-0.157446,1.00771,-47.7714,1.01604,0.921347,1.20963,0.688716,1.24299,0.206586E-01,1.20963,0.163783E-01,1.20865,800000009,800000009,800000009,800000009,800010019,800011019,899999999,899999999,89999,89999,89,89,15,1,4,86,9,20,0,0,0,0,0,0,0,0,0,17400,0,0,0,18000,18000,18000,18000,2.56086,2.94040,0.428428,0.485985E-01,0.913094E-03,0.328536,0.135645E-07,-0.404120E-01,0.688716E-03,0.206586E-01,0.163783E-04,8190.00,96102.5,96102.5,11.3476,449.651,451.258,3.56140,3.57413,-7.77750,284.588,284.608,284.583,92.9335,93.1020,92.7650,0.337058,0.00000,-1.00000,0.00000,2.08509,90.0332,1.00012,-273.150,9.00072,-273.150
