"","Reservoir","Site","DateTime","Depth_m","Rep","RunDate","NH4_ugL","PO4_ugL","NO3NO2_ugL","Notes_lachat","SampleID_lachat","Flag_NH4","Flag_PO4","Flag_NO3NO2","RunDate_DOC","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Notes_DOC","SampleID_DOC","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"455","FCR","50",2019-10-11,1.6,"","2019-11-11",8.88,9.42,5.03,"","",0,0,0,"2020-02-27","5.6","3.5","9.1","0.4","","",0,0,0,0
"456","FCR","50",2019-10-11,3.8,"","2019-11-18",95.4,3.93,3.74,"","",0,0,0,"2020-02-24","3","4.4","7.3","0.3","","",0,0,0,0
"457","FCR","50",2019-10-11,5,"","2019-11-18",578,4.68,3.73,"","",0,0,0,"2020-02-25","2.7","4.8","7.5","0.7","","",0,0,0,0
"458","FCR","50",2019-10-11,6.2,"","2019-11-18",1140,4.69,2.8,"","",0,0,3,"2020-02-26","1","6.3","7.3","1.1","","",0,0,0,0
"459","FCR","50",2019-10-11,8,"","2019-11-18",1060,2.88,7.44,"","",0,0,0,"2020-02-19","1.8","6.1","8","1.3","","",0,0,0,0
"460","FCR","50",2019-10-11,9,"","2020-01-07",1150,0,3.45,"","",0,3,0,"2020-01-08","1.1","6.3","7.4","1.3","","",0,0,0,0
"461","FCR","100",2019-10-11,0.1,"","2019-11-18",7.85,14.6,22.8,"","",0,0,0,"2020-01-09","1.1","4.1","5.3","0.1","","",0,0,0,0
"462","FCR","50",2019-10-16,0.1,"","2019-11-18",27.1,5.37,20.8,"","",0,0,0,"2020-01-09","4.3","3.7","8","0.5","","",0,0,0,0
"463","FCR","50",2019-10-16,1.6,"","2019-11-18",30,3.46,4.26,"","",0,0,0,"2020-02-27","5.2","3.4","8.6","0.3","","",0,0,0,0
"464","FCR","50",2019-10-16,3.8,"","2019-11-18",26.5,4.58,3.32,"","",0,0,3,"2020-02-25","3.6","4.2","7.8","0.3","","",0,0,0,0
"465","FCR","50",2019-10-16,5,"","2019-11-18",26,4.62,11.6,"","",0,0,0,"2020-02-20","4","4","8","0.4","","",0,0,0,0
"466","FCR","50",2019-10-16,6.2,"","2019-11-18",1150,7.97,4.74,"","",0,0,0,"2020-02-25","1.6","6","7.6","1.2","","",0,0,0,0
"467","FCR","50",2019-10-16,8,"","2019-11-18",1180,5.33,7.94,"","",0,0,0,"2020-02-18","0.8","6","6.8","1.2","","",0,0,0,0
"468","FCR","50",2019-10-16,9,"","2019-11-18",1140,0,7.08,"","",0,3,0,"2020-02-24","1.3","6.3","7.7","1.1","","",0,0,0,0
"469","FCR","100",2019-10-16,0.1,"","2019-11-11",4.73,17.3,2.87,"","",0,0,3,"2020-03-24","4.4","3.7","8.1","0.1","","F 16oct19 inf 0.1",0,0,0,0
"470","BVR","50",2019-10-18,0.1,"","2019-11-18",7.93,2.7,0,"","",0,0,3,"2020-02-24","2.7","3.1","5.7","0.2","","",0,0,0,0
"471","BVR","50",2019-10-18,3,"","2019-11-18",0,6.1,7.57,"","",3,0,0,"2020-02-21","2.4","3.1","5.5","0.2","","",0,0,0,0
"472","BVR","50",2019-10-18,6,"","2019-11-18",9.99,3.45,0.803,"","",0,0,3,"2020-02-18","2.5","3","5.5","0.2","","",0,0,0,0
"473","BVR","50",2019-10-18,9,"","2020-01-07",2990,15.4,0.628,"","",0,0,3,"2020-01-08","2.3","6.6","8.9","3.6","","",0,0,0,0
"474","FCR","50",2019-10-23,0.1,"","2019-11-18",70.3,0,7.38,"","",0,3,0,"2020-02-24","4","4.3","8.3","0.3","","",0,0,0,0
"475","FCR","50",2019-10-23,1.6,"","2019-11-11",61,5.4,5.41,"","",0,0,0,"2020-02-21","3.8","4.3","8.1","0.3","","",0,0,0,0
"476","FCR","50",2019-10-23,3.8,"","2019-11-18",60.7,6.74,0,"","",0,0,3,"2020-02-27","5","3.4","8.4","0.3","","",0,0,0,0
"477","FCR","50",2019-10-23,6.2,"","2020-03-18",704,4.03,6.34,"","F 23oct19 s 6.2",0,0,0,"2020-02-25","2.6","5.3","7.9","0.8","","",0,0,0,0
"478","FCR","50",2019-10-23,8,"","2019-11-18",965,1.77,7.6,"","",0,3,0,"2020-02-25","1.9","5.7","7.6","1","","",0,0,0,0
"479","FCR","50",2019-10-23,9,"","2019-11-18",1170,3.64,11.7,"","",0,0,0,"2020-02-21","1.8","6.1","7.8","1.2","","",0,0,0,0
"480","FCR","100",2019-10-23,0.1,"","2019-11-11",5.68,14.7,2.38,"","",0,0,3,"2020-02-17","1.6","3.5","5.1","0.1","","",0,0,0,0
"481","FCR","50",2019-10-25,0.1,"","2019-11-18",47.2,4.25,10,"","",0,0,0,"2020-02-27","5.4","3.4","8.8","0.3","","",0,0,0,0
"482","FCR","50",2019-10-25,1.6,"","2019-11-11",46,4.69,12.4,"","",0,0,0,"2020-02-25","4.1","4.2","8.3","0.3","","",0,0,0,0
"483","FCR","50",2019-10-25,5,"","2019-11-18",284,4.92,9.06,"","",0,0,0,"2020-02-25","4","4.5","8.5","0.5","","",0,0,0,0
"484","FCR","50",2019-10-25,5,"","2020-03-18",56.7,0,6.14,"","F 25oct19 s 5",0,3,0,"2020-02-25","4","4.5","8.5","0.5","","",0,0,0,0
"485","FCR","50",2019-10-25,6.2,"","2019-11-18",717,2.88,0,"","",0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","FCR","50",2019-10-25,9,"","2019-11-11",654,3.89,6.65,"","",0,0,0,"2020-03-20","3.4","4.75","8.15","0.55","","F 25oct19 s 9",7,7,7,7
"487","BVR","50",2019-10-28,0.1,"","2019-11-11",2.49,4.83,0.808,"","",3,0,3,"2020-03-17","1.9","3.5","5.3","0.2","","B 28oct19 s 0.1",0,0,0,0
"488","BVR","50",2019-10-28,3,"","2019-11-18",13.3,6.14,2.61,"","",0,0,3,"2020-02-27","3.3","2.6","5.8","0.2","","",0,0,0,0
"489","BVR","50",2019-10-28,6,"","2019-11-18",14.4,3.63,3.86,"","",0,0,0,"2020-02-18","2.3","2.9","5.2","0.2","","",0,0,0,0
"490","BVR","50",2019-10-28,9,"","2019-11-18",1440,34.2,2.41,"","",0,0,3,"2020-02-18","1.7","4.6","6.3","1.4","","",0,0,0,0
"491","BVR","50",2019-10-28,10,"","2020-01-07",2240,15.9,3.97,"","",0,0,0,"2020-01-08","2.4","5.9","8.3","2.7","","",0,0,0,0
"492","FCR","50",2019-10-28,0.1,"","2019-11-18",12.8,2.03,7.83,"","",0,0,0,"2020-02-27","4","0.1","4.2","0.2","","",0,0,0,0
"493","FCR","50",2019-10-28,1.6,"","2019-11-18",13.4,6.06,6.29,"","",0,0,0,"2020-02-24","4.4","1","5.3","0.3","","",0,0,0,0
"494","FCR","50",2019-10-28,5,"","2019-11-18",210,2.94,13.1,"","",0,0,0,"2020-02-24","3.1","2.1","5.2","0.4","","",0,0,0,0
"495","FCR","50",2019-10-28,9,"","2019-11-11",566,4,7,"","",0,0,0,"2020-01-08","2.4","4.8","7.2","0.7","","",0,0,0,0
"496","FCR","50",2019-10-30,0.1,"","2019-11-18",3.51,10.8,5,"","",3,0,0,"2020-02-19","7","3.9","10.9","0.7","check field sheets from this week. Did we go to BVR on Oct 28 and FCR on Oct 30?","",0,0,0,0
"497","FCR","50",2019-10-30,1.6,"","2019-11-18",6.84,5.83,0,"","",0,0,3,"2020-02-24","5.9","4.2","10","0.4","","",0,0,0,0
"498","FCR","50",2019-10-30,3.8,"","2019-11-11",81.6,4.53,4.55,"","",0,0,0,"2020-03-19","3.7","4.4","8","0.3","","F 30oct19 s 3.8",0,0,0,0
"499","FCR","50",2019-10-30,5,"","2019-11-18",318,7.53,8.52,"","",0,0,0,"2020-01-09","2.6","4.7","7.3","0.5","","",0,0,0,0
"500","FCR","50",2019-10-30,6.2,"","2019-11-18",453,5.26,7.34,"","",0,0,0,"2020-03-23","2","3.5","5.55","0.35","","F 30oct19 s 6.2",7,7,7,7
"501","FCR","50",2019-10-30,8,"","2019-11-18",459,3.98,8.71,"","",0,0,0,"2020-02-19","3","4.8","7.9","0.7","","",0,0,0,0
"502","FCR","50",2019-10-30,9,"","2019-11-18",535,4.11,15.3,"","",0,0,0,"2020-02-27","3.4","3.8","7.1","0.7","","",0,0,0,0
"503","FCR","100",2019-10-30,0.1,"","2019-11-18",12.1,18.6,6.92,"","",0,0,0,"2020-02-25","2.2","4","6.2","0.1","","",0,0,0,0
"504","FCR","200",2019-10-30,0.1,"","2019-11-18",24.3,4.23,10.2,"","",0,0,0,"2020-02-27","2.9","4.1","7","0.1","","",0,0,0,0
"505","FCR","50",2019-11-08,0.1,"","2019-11-18",78.4,4.34,20.7,"","",0,0,0,"2020-01-09","3.6","4.5","8.1","0.4","","",0,0,0,0
"506","FCR","50",2019-11-08,1.6,"","2019-11-18",63.4,3.84,9.99,"","",0,0,0,"2020-02-26","3.4","4.6","8.1","0.3","","",0,0,0,0
"507","FCR","50",2019-11-08,3.8,"","2019-11-18",64.2,1.18,11.3,"","",0,3,0,"2020-02-19","4","4.2","8.2","0.4","","",0,0,0,0
"508","FCR","50",2019-11-08,5,"","2019-11-18",59.5,4.97,11.2,"","",0,0,0,"2020-01-09","4.6","4.1","8.7","0.4","","",0,0,0,0
"509","FCR","50",2019-11-08,6.2,"","2019-11-18",54.7,6.27,14.2,"","",0,0,0,"2020-01-09","4.3","4.4","8.7","0.4","","",0,0,0,0
"510","FCR","50",2019-11-08,8,"","2019-11-18",53.7,6.16,15.5,"","",0,0,0,"2020-02-25","4.9","4.2","9.2","0.3","","",0,0,0,0
"511","FCR","50",2019-11-08,9,"","2019-11-18",53.5,8.79,19.8,"","",0,0,0,"2020-02-26","4.7","4.2","8.9","0.4","","",0,0,0,0
"512","FCR","100",2019-11-08,0.1,"","2019-11-18",4.22,14.2,3.41,"","",0,0,0,"2020-02-19","1.4","3.6","5","0.1","","",0,0,0,0
"513","BVR","50",2019-11-15,0.1,"","2019-11-18",36.7,4.61,6.7,"","",0,0,0,"2020-02-25","2.4","3","5.4","0.2","","",0,0,0,0
"514","BVR","50",2019-11-15,3,"","2019-11-18",33.3,4.12,6.75,"","",0,0,0,"2020-02-18","1.75","2.65","4.4","0.2","","",7,7,7,7
"515","BVR","50",2019-11-15,6,"","2019-11-18",38,3.89,5.67,"","",0,0,0,"2020-02-19","2.3","3.05","5.35","0.2","","",7,7,7,7
"516","BVR","50",2019-11-15,9,"","2019-11-18",37.8,4.92,3.29,"","",0,0,3,"2020-02-21","2.7","3","5.7","0.2","","",0,0,0,0
"517","BVR","50",2019-11-15,11,"","2019-11-18",47.6,4.96,7.4,"","",0,0,0,"2020-02-26","2.4","3","5.4","0.2","","",0,0,0,0
"518","FCR","50",2019-11-20,0.1,"","2020-01-07",7.27,8.24,10.6,"","",0,0,0,"2020-01-08","4.1","4.1","8.1","0.3","","",0,0,0,0
"519","FCR","50",2019-11-20,1.6,"","2020-01-07",1.65,5.6,0.729,"","",3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","FCR","50",2019-11-20,3.8,"","2020-01-07",0.136,8.83,3.65,"","",3,0,0,"2020-01-08","4.1","4.1","8.2","0.3","","",0,0,0,0
"521","FCR","50",2019-11-20,5,"","2020-01-07",8.65,7.47,4.09,"","",0,0,0,"2020-03-18","3.6","4.1","7.6","0.2","","F 20nov19 s 5",0,0,0,0
"522","FCR","50",2019-11-20,6.2,"","2020-01-07",1.82,5.28,2.43,"","",3,0,3,"2020-03-19","4.5","4","8.5","0.3","","F 20nov19 s 6.2",0,0,0,0
"523","FCR","50",2019-11-20,8,"","2020-01-07",0,2.43,0,"","",3,0,3,"2020-01-08","4.1","4","8.2","0.3","","",0,0,0,0
"524","FCR","50",2019-11-20,9,"","2020-01-07",1.92,12.1,2.53,"","",3,0,3,"2020-01-08","5.7","4.1","9.7","0.6","","",0,0,0,0
"525","FCR","100",2019-11-20,0.1,"","2020-01-07",7.76,18.4,0.0639,"","",0,0,3,"2020-01-08","1.4","3.9","5.3","0.1","","",0,0,0,0
"526","FCR","50",2019-06-08,0.1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-01","6","1.9","7.9","0.2","check rack map, this has to be the wrong date, could be B50 on 6/6 or still F50 but different day","",0,0,0,0
"527","FCR","50",2019-07-10,6.2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-01","4.7","1.8","6.6","0.1","","",0,0,0,0
"528","FCR","101",2019-07-18,0.1,"R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-11-04","2.5","2.8","5.25","0.2","also run on 21-Feb-2020, this is the average of those two samples","",7,7,7,7
"529","FCR","50",2019-07-08,9,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-01-09","1.6","4.6","6.2","0.5","","",0,0,0,0
"530","FCR","100",2019-07-29,0.1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-01-09","1.2","3.5","4.7","0.2","","",0,0,0,0
"531","FCR","50",2019-10-23,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-01-09","4.1","4","8.2","0.4","","",0,0,0,0
"532","BVR","50",2019-07-24,6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-17","2","2.3","4.3","0.2","","",0,0,0,0
"533","BVR","50",2019-07-24,11,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-17","2.6","4.5","7.1","2","","",0,0,0,0
"534","BVR","50",2019-07-18,9,"R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-18","2.1","4","6.2","1.1","","",0,0,0,0
"535","FCR","50",2019-06-27,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-19","1.5","4.3","5.8","0.4","","",0,0,0,0
"536","BVR","50",2019-06-13,6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-20","2.3","2.5","4.8","0.2","","",0,0,0,0
"537","FCR","50",2019-07-15,0.1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-24","3.8","3.6","7.3","0.3","","",0,0,0,0
"538","BVR","50",2019-10-04,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-24","1.4","6.1","7.5","1","","",0,0,0,0
"539","FCR","50",2019-06-10,9,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-25","1.7","3","4.7","0.1","","",0,0,0,0
"540","FCR","200",2019-07-01,0.1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-25","0.9","2","2.8","0.1","","",0,0,0,0
"541","BVR","50",2019-06-11,6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-26","1.65","3.15","4.8","0.15","check rack map, likely wrong date","",7,7,7,7
"542","FCR","s 0 s",2019-04-29,NA,"R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-03-17","0.8","3.4","4.2","0.1","not sure what the 0 means","F 29apr19 s 0 s r1",0,0,0,0
"543","FCR","50",2019-06-24,3.8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-03-17","1.2","3.6","4.6","0.2","sample diluted 2X, dilution accounted for here","F 24jun19 s 3.8 dil 2x",0,0,0,0
"544","FCR","50",2019-10-15,1.6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-03-18","1.3","4.3","5.6","0.2","","F 15oct19 s 1.6",0,0,0,0
"545","FCR","50",2019-07-11,9,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-03-20","2.35","3.5","5.8","0.2","","F 11jul19 s 9",7,7,7,7
"546","FCR","50",2019-03-27,3.8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-03-23","1.6","2.65","4.3","0.15","","F 27mar19 s 3.8",7,7,7,7
"547","BVR","50",2019-05-30,0.1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-03-24","1.7","2.1","3.8","0.1","","B 30may19 s 0.1",0,0,0,0
