"Date","Depth_m","Temp_C","Chla_ugL","Turb_NTU","Cond_uScm","Spec_Cond_uScm","DO_mgL","DO_pSat","pH","ORP_mV","PAR_umolm2s","Desc_rate","Flag","Reservoir","Site","Flag_Temp","Flag_DO","Flag_Cond","Flag_SpecCond","Flag_Chla","Flag_Turb","Flag_pH","Flag_ORP","Flag_PAR","Flag_DescRate"
2016-08-01,0.394,27.2681,2.5774,1.6665,37.394471,NA,6.62696,NA,NA,NA,NA,NA,NA,"FCR",20,0,0,0,1,0,0,5,5,5,5
2016-08-08,0.471,25.4828,4.6007,1.4199,36.257704,NA,6.50795,NA,NA,NA,NA,NA,NA,"FCR",20,0,0,0,1,0,0,5,5,5,5
2016-08-15,0.494,27.2709,1.8255,0.8521,37.657498,NA,5.21359,NA,NA,NA,NA,NA,NA,"FCR",20,0,0,0,1,0,0,5,5,5,5
2016-08-15,0.494,27.2708,1.8306,0.8514,37.644562,NA,5.22404,NA,NA,NA,NA,NA,NA,"FCR",20,0,0,0,1,0,0,5,5,5,5
2016-08-15,0.494,27.2709,1.8393,0.8579,37.648511,NA,5.24099,NA,NA,NA,NA,NA,NA,"FCR",20,0,0,0,1,0,0,5,5,5,5
2016-09-30,0.114,21.4036,3.9196,6.2294,32.374434,NA,5.46812,NA,NA,NA,NA,NA,NA,"FCR",20,0,0,0,1,0,0,5,5,5,5
2017-04-30,0.311,21.6088,1.0167,2.7471,33.753985,NA,7.92016,NA,NA,NA,NA,NA,NA,"FCR",20,0,0,0,1,0,0,5,5,5,5
2017-05-07,0.309,15.3618,0.5629,9.2665,26.746834,NA,8.1459,NA,NA,NA,NA,NA,NA,"FCR",20,0,0,0,1,0,0,5,5,5,5
2017-05-14,0.31,16.4982,0.6935,3.5626,27.4542,NA,9.50295,NA,NA,NA,NA,NA,NA,"FCR",20,0,0,0,1,0,0,5,5,5,5
2017-06-25,0.303,23.8039,NA,NA,34.740754,NA,7.576,NA,7.897,293.7178,NA,NA,NA,"FCR",20,0,0,0,1,1,1,0,0,5,5
2017-07-04,0.315,25.3624,NA,NA,36.046024,NA,8.2567,NA,9.218,218.4712,NA,NA,NA,"FCR",20,0,0,0,1,1,1,8,0,5,5
2017-07-09,0.313,25.2878,NA,NA,36.683737,NA,7.2451,NA,8.823,226.0382,NA,NA,NA,"FCR",20,0,0,0,1,1,1,8,0,5,5
2017-07-10,0.305,25.4555,NA,NA,37.813702,NA,10.9362,NA,8.854,224.6881,NA,NA,NA,"FCR",20,0,0,0,1,1,1,8,0,5,5
2017-07-12,0.308,27.0746,NA,NA,39.67815,NA,11.1039,NA,8.906,210.3268,NA,NA,NA,"FCR",20,0,0,0,1,1,1,8,0,5,5
2017-10-15,0.301,20.0197,NA,NA,37.051888,41.147,NA,NA,7.566,305.5167,NA,NA,NA,"FCR",20,0,1,0,0,1,1,0,0,5,5
2013-03-07,0.534,3.4171,1.0752,3.513,20.137246,NA,12.12195,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-04-04,0.524,7.9311,1.3926,2.1031,23.351322,NA,11.49893,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-04-11,0.523,15.4734,0.9046,1.6667,28.792332,NA,10.1737,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-04-18,0.511,17.8597,1.8091,1.2638,30.962416,NA,8.73286,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-04-25,0.524,15.6178,0.734,1.3142,30.062941,NA,9.19654,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-04-30,0.511,16.2743,2.7613,1.0288,30.798721,NA,9.01163,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-05-02,0.501,16.5687,0.3055,1.0456,31.199495,NA,9.05009,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-05-14,0.509,16.7882,1.6623,2.7913,31.116135,NA,8.83422,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-05-15,0.515,16.472,0.8411,2.7577,31.171364,NA,8.67542,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-05-16,0.518,18.5673,1.0276,2.657,33.153831,NA,8.86851,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-05-21,0.532,19.8189,2.4995,2.1367,34.445039,NA,8.60999,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-05-23,0.523,21.6132,2.5034,1.2974,34.971467,NA,8.61005,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-05-30,0.517,22.2383,1.3053,1.096,35.753331,NA,8.80138,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-06-04,0.527,23.085,1.6028,1.2471,36.404214,NA,8.32757,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-06-13,0.52,23.7993,2.2455,2.6906,36.499982,NA,9.11601,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-06-20,0.5,23.199,1.9282,1.0792,36.348877,NA,8.50508,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-06-25,0.504,26.0108,1.1228,1.0792,39.384389,NA,9.21419,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-06-27,0.515,25.2649,1.4918,1.5828,38.378801,NA,8.22631,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-07-03,0.5,24.2449,4.1538,1.9017,36.731877,NA,6.31333,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-07-03,0.5,24.2677,4.1578,1.8513,36.925258,NA,7.60468,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-07-03,0.5,24.2571,4.0388,1.8681,36.924704,NA,7.58585,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-07-11,0.519,23.4728,5.6218,7.8603,34.666621,NA,6.58549,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-07-15,0.522,24.278,4.6855,6.6854,34.700364,NA,6.97072,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-07-18,0.561,25.6971,3.6659,4.7383,37.332962,NA,7.09935,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-07-22,0.514,26.0259,3.7174,4.3523,38.560991,NA,7.33579,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-07-25,0.505,25.5862,3.3445,2.6234,37.696572,NA,6.44658,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-07-29,0.502,23.679,2.7772,1.8345,36.362828,NA,6.32118,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-08-01,0.507,23.3126,2.5947,1.6331,36.409497,NA,6.26042,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-08-05,0.522,23.6218,0.3888,2.1199,37.695747,NA,6.89554,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-08-08,0.525,24.3368,0.8847,1.9352,38.392488,NA,6.27381,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-08-12,0.509,25.9467,0.8649,1.8177,38.665838,NA,5.63092,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-08-16,0.522,23.0548,1.3846,0.7771,37.732659,NA,8.53761,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-08-21,0.513,22.9172,1.3807,0.6932,37.266671,NA,8.70643,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-09-04,0.501,23.4372,1.948,0.8274,38.797027,NA,7.0078,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-09-18,0.512,19.6534,2.5233,0.8274,37.095264,NA,7.41257,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-09-25,0.502,19.4273,3.3524,1.2974,36.490099,NA,8.13403,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2013-10-16,0.501,17.4958,4.8957,1.5492,35.127078,NA,8.65339,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-05-07,0.103,18.1222,0.4325,0.8442,29.511766,NA,8.89181,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-05-12,0.188,20.5521,1.0553,0.9449,30.86816,NA,8.31447,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-05-19,0.11,17.821,0.6388,1.6331,27.816909,NA,8.77791,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-05-22,0.087,20.8315,0.0714,0.2567,29.929126,NA,8.52657,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-05-26,0.105,20.7623,0.6348,0.6092,29.699355,NA,8.62552,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-05-28,0.071,21.1805,0.8133,1.0288,295.081193,NA,8.03071,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-02,0.098,22.2336,0.5674,0.6764,30.585238,NA,8.51787,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-05,0.109,22.8786,1.5116,0.7771,30.619942,NA,7.89131,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-09,0.101,22.7557,1.1902,0.6932,30.718652,NA,8.27084,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-12,0.111,23.9734,2.1543,0.8274,31.164068,NA,7.97905,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-16,0.102,24.0764,0.9879,0.4414,31.489596,NA,8.27141,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-19,0.098,26.0106,1.1466,0.5421,32.762847,NA,8.11404,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-19,0.098,25.9468,1.0672,0.4917,32.831042,NA,8.10883,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-23,0.1,25.1065,3.047,1.0456,32.355455,NA,8.1702,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-25,0.11,25.47,1.3886,0.9114,32.769095,NA,8.14151,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-29,0.076,25.1946,1.4045,0.8274,34.990394,NA,7.96509,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-06-30,0.099,25.3698,0.6665,0.5589,32.549299,NA,8.21938,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-07-02,0.077,26.6038,0.5912,0.4917,33.776725,NA,8.19604,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-07-07,0.107,25.1039,0.7776,0.5421,32.288998,NA,8.18413,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-07-09,0.087,25.2985,1.3727,0.7267,32.755741,NA,7.80011,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-07-14,0.102,26.45,1.3251,0.7267,33.440854,NA,7.99513,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-07-16,0.275,25.3256,1.3965,1.0456,32.531136,NA,7.5562,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-07-21,0.103,24.038,1.9559,0.7603,32.115828,NA,8.10977,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-07-23,0.164,24.762,1.3331,0.7267,32.612403,NA,8.19062,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-07-28,0.099,24.9438,1.9678,0.7603,32.085451,NA,7.81573,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-07-30,0.096,23.538,1.3846,1.1128,31.592197,NA,7.60022,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-08-04,0.11,23.2848,1.5433,1.2974,31.319324,NA,8.07756,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-08-06,0.107,23.9415,0.9403,1.0792,31.601083,NA,8.27226,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-08-11,0.341,22.2617,3.3128,4.0669,30.473719,NA,7.44128,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-08-13,0.103,22.1956,1.825,3.0263,30.171643,NA,8.00441,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-08-18,0.122,23.1641,2.2773,4.2516,31.423364,NA,8.45324,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-08-21,0.109,24.1753,1.5394,4.0501,31.628298,NA,8.53765,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-08-25,0.097,23.358,4.2967,1.6163,30.801915,NA,8.35462,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-09-03,0.103,26.08,2.6105,0.4749,33.252772,NA,7.86896,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-09-08,0.123,24.144,4.1221,0.9785,32.519907,NA,7.88961,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-09-15,0.091,21.6481,4.261,1.1631,31.935119,NA,7.32708,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2014-09-22,0.155,20.888,1.5195,1.4149,31.752211,NA,8.30084,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-03-16,0.129,7.3802,0.615,8.245,20.883542,NA,11.95682,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-03-31,0.125,9.6733,0.615,7.421,22.204104,NA,10.99583,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-04-07,0.213,13.745,0.369,6.597,24.803979,NA,9.95076,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-04-21,0.09,16.0948,1.1268,8.5711,25.77684,NA,9.12102,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-04-28,0.1,13.2054,0.6903,7.4038,24.427193,NA,9.66815,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-05-05,0.31,18.1637,0.5198,6.7686,26.589581,NA,9.52946,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-05-05,0.31,18.1639,0.4959,6.5626,26.618712,NA,9.52873,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-05-11,0.162,22.8957,0.8689,3.9705,29.823885,NA,8.70556,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-05-14,0.268,21.2611,0.7618,4.5542,29.852977,NA,8.73644,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-05-18,0.342,22.961,0.6308,3.8332,31.003686,NA,8.62291,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-05-21,0.106,21.4546,2.3249,4.743,30.28305,NA,8.22808,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-05-25,0.473,21.3568,0.6348,1.5844,30.793513,NA,8.85006,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-05-25,0.473,21.357,0.6308,1.5844,30.77261,NA,8.85427,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-05-28,0.222,24.1496,0.8649,1.8419,32.449459,NA,6.75556,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-08,0.106,23.903,1.1902,1.0522,33.079895,NA,8.67299,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-08,0.106,23.9019,1.1823,0.9321,33.098213,NA,8.67151,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-08,0.106,23.8997,0.9601,1.9106,33.00031,NA,8.69132,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-08,0.106,23.9,0.9284,1.8419,33.004265,NA,8.69148,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-11,0.111,24.7181,0.9403,1.8419,33.009831,NA,8.35726,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-15,0.175,26.341,0.9443,1.8419,34.240594,NA,7.72,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-22,0.141,26.8022,1.1387,2.4599,35.076775,NA,7.97641,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-23,0.198,27.4798,1.1069,2.7345,35.783328,NA,8.63944,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-23,0.198,27.515,1.1069,2.8032,35.803167,NA,8.62699,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-25,0.12,26.504,0.8649,3.1637,36.429145,NA,8.16023,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-06-29,0.231,24.3515,2.1384,2.8547,35.15379,NA,8.80794,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-07-02,0.108,24.9416,1.5949,3.1809,35.418335,NA,6.82319,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-07-06,0.254,24.2892,2.2098,5.6357,35.512158,NA,9.79163,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-07-09,0.145,25.266,1.4481,8.1763,39.389169,NA,11.76677,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-07-13,0.103,25.969,1.5314,15.0428,36.469032,NA,8.70542,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-07-16,0.321,25.5688,3.7373,6.1163,36.085697,NA,7.48883,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-07-20,0.111,27.3663,3.3564,2.8032,37.246541,NA,8.88454,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-07-23,0.099,27.3722,1.2259,1.9621,37.128167,NA,8.39591,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-07-27,0.195,27.3819,2.5034,1.7217,37.169397,NA,8.28768,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-07-30,0.099,28.5174,3.5786,2.3912,38.020879,NA,8.67873,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-08-03,0.169,26.0282,3.1739,2.786,36.497627,NA,8.15032,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-08-03,0.169,26.0286,3.1541,2.8204,36.452758,NA,8.15514,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-08-08,0.098,25.5278,6.0266,3.3083,36.527291,NA,8.01669,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-08-31,0.827,24.7521,8.5991,3.7013,36.991672,NA,9.53002,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-07,0.863,24.9732,5.9817,3.2245,36.90942,NA,8.80867,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-07,0.863,24.9673,6.1395,3.2274,36.914313,NA,8.80389,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-14,0.945,22.5181,4.6738,5.1205,35.631809,NA,7.13289,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-21,0.599,21.6289,6.8905,4.1793,34.892342,NA,7.21285,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.247,19.8316,0.0142,2.4712,2.19051,NA,8.68631,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.247,19.8314,0.0159,2.4648,2.45912,NA,8.68965,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.247,19.8312,0.0184,2.4551,2.812285,NA,8.69004,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.247,19.8308,0.0226,2.4431,3.146041,NA,8.70139,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.247,19.8289,0.041,2.4994,3.609119,NA,8.74181,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-09-28,0.247,19.8269,0.0603,2.6319,3.767855,NA,8.77916,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-10-05,0.803,16.7626,2.4006,4.7997,30.727621,NA,7.3323,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-10-05,0.803,16.7612,2.401,4.8004,30.760389,NA,7.33349,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-10-19,0.802,14.9533,0.607,3.7331,28.96831,NA,7.35401,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2015-12-07,1,7.9763,2.6809,5.7483,22.644281,NA,10.31502,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-05-16,0.526,16.5069,0.5899,1.9356,27.098573,NA,7.38163,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-05-23,0.405,17.7818,0.7301,1.5122,27.552803,NA,9.75655,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-05-29,0.596,22.4688,2.7498,1.8721,29.825256,NA,5.86377,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-05-29,0.596,22.473,2.7407,1.8718,29.824854,NA,5.88074,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-05-30,0.369,21.7568,1.0146,1.9247,28.64667,NA,7.67328,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-05-31,0.355,21.4696,1.2814,1.0854,29.113265,NA,9.92431,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-03,0.444,24.862,1.1932,1.8827,31.353359,NA,9.60031,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-03,0.444,24.8622,1.1958,1.8805,31.329007,NA,9.60076,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-03,0.444,24.8632,1.1879,1.8831,31.334612,NA,9.58881,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-03,0.444,24.8649,1.1592,1.8867,31.340338,NA,9.6029,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-06,0.125,24.6532,1.4665,1.5771,31.6964,NA,9.84794,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-13,0.584,22.7348,1.1757,1.7047,31.62276,NA,5.64361,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-20,0.359,24.0436,1.8265,1.9478,32.472509,NA,7.46028,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-27,0.188,23.9578,1.0438,1.59,32.37937,NA,8.00994,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-28,0.366,22.5363,3.5824,1.6757,31.767619,NA,8.59615,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-06-30,0.488,24.3307,1.895,1.1126,33.832263,NA,8.72222,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-07-05,0.349,23.361,3.5629,1.7214,32.859621,NA,5.6461,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-07-11,0.161,25.0873,1.4998,1.1554,33.968727,NA,7.12598,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-07-18,0.467,26.607,1.1792,1.4435,35.090999,NA,8.06955,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-07-25,0.152,28.1636,1.8635,1.1984,37.123611,NA,8.14281,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-07-25,0.152,28.1678,1.8621,1.1959,37.13878,NA,8.14079,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-08-01,0.132,27.9798,1.574,1.5354,38.614157,NA,6.57981,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-08-08,0.531,25.4536,5.7909,1.436,36.031294,NA,6.3912,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
2016-08-15,0.523,27.5836,1.6625,0.5983,38.132617,NA,7.79315,NA,NA,NA,NA,NA,NA,"FCR",30,0,0,0,1,0,0,5,5,5,5
