Reservoir,Date,Site,Duration_days,Depth_m,CombinedXSA_m2,Filter1ID,Filter2ID,CombinedCollectionVol_L,CombinedFilterVol_L,CombinedSedMass_g,ICPTFe_mgL,ICPTMn_mgL,AcidVol_L,DilutionFactor,TFe_g,TMn_g,TFeFlux_gm2d,TMnFlux_gm2d,TOC_g,TN_g,TOCFlux_gm2d,TNFlux_gm2d,Flag_Filter2ID,Flag_CombinedCollectionVol_L,Flag_CombinedSedMass_g,Flag_TOC_g,Flag_TN_g,Flag_ICPTFe_mgL,Flag_ICPTMn_mgL,Flag_Duration_days
BVR,7/25/19,50,14,5,0.008143,B_sed_5m_R2_F5_25Jul19,B_sed_5m_R2_F2_25Jul19,3.4,0.26,0.0247,10.98823996,1.447917552,0.01,20,0.028738474,0.003786861,0.252087452,0.033217499,NA,NA,NA,NA,1,3,1,2,2,1,1,1
BVR,7/25/19,50,14,10,0.008143,B_sed_10m_R2_F5_25Jul19,B_sed_10m_R2_F1_25Jul19,3.4,0.3,0.0336,28.26165555,0.443283375,0.01,20,0.064059753,0.001004776,0.561917796,0.008813667,NA,NA,NA,NA,1,3,1,2,2,1,1,1
FCR,8/5/19,50,14,8,0.008143,F_sed_8m_R1_F2_05Aug19,F_sed_8m_R2_F2_05Aug19,3.4,0.2,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,0.0579462,0.03196,0.508291083,0.280345959,1,3,1,1,1,2,2,1
FCR,8/5/19,50,14,4,0.008143,F_sed_4m_R1_F1_05Aug19,F_sed_4m_R2_F1_05Aug19,3.4,0.2,0.0144,NA,NA,NA,NA,NA,NA,NA,NA,0.0557685,0.0143905,0.489188786,0.126230242,1,3,1,1,1,2,2,1
FCR,8/5/19,50,14,4,0.008143,F_sed_4m_R1_F2_05Aug19,F_sed_4m_R2_F2_05Aug19,3.4,0.2,0.0149,7.147427191,1.532849653,0.01,20,0.024301252,0.005211689,0.213165141,0.045715767,NA,NA,NA,NA,1,3,1,2,2,1,1,1
FCR,8/5/19,50,14,8,0.008143,F_sed_8m_R1_F1_05Aug19,F_sed_8m_R2_F1_05Aug19,3.4,0.2,0.0192,32.92159,1.04414183,0.01,20,0.111933406,0.003550082,0.981854757,0.031140526,NA,NA,NA,NA,1,3,1,2,2,1,1,1
BVR,8/8/19,50,14,10,0.008143,B_sed_10m_R1_F1_08Aug19,B_sed_10m_R2_F1_08Aug19,3.4,0.15,0.0209,NA,NA,NA,NA,NA,NA,NA,NA,0.073451333,0.049266,0.644298638,0.432150313,1,3,1,1,1,2,2,1
BVR,8/8/19,50,14,5,0.008143,B_sed_5m_R1_F2_08Aug19,B_sed_5m_R2_F2_08Aug19,3.4,0.2,0.0182,NA,NA,NA,NA,NA,NA,NA,NA,0.053312,0.0219895,0.467640919,0.192886967,1,3,1,1,1,2,2,1
BVR,8/8/19,50,14,5,0.008143,B_sed_5m_R1_F1_08Aug19,B_sed_5m_R2_F1_08Aug19,3.4,0.2,0.018,8.856289573,0.870448658,0.01,20,0.030111385,0.002959525,0.264130318,0.025960294,NA,NA,NA,NA,1,3,1,2,2,1,1,1
BVR,8/8/19,50,14,10,0.008143,B_sed_10m_R1_F2_08Aug19,B_sed_10m_R2_F2_08Aug19,3.4,0.15,NA,19.55386326,0.268402668,0.01,20,0.08864418,0.001216759,0.777566886,0.010673135,NA,NA,NA,NA,1,3,1,2,2,1,1,1
FCR,8/19/19,50,14,8,0.008143,F_sed_8m_R1_F2_19Aug19,F_sed_8m_R2_F2_19Aug19,3.4,0.1,0.025,NA,NA,NA,NA,NA,NA,NA,NA,0.1397264,0.0637024,1.225648673,0.558783179,1,3,1,1,1,2,2,1
FCR,8/19/19,50,14,4,0.008143,F_sed_4m_R1_F1_19Aug19,F_sed_4m_R2_F1_19Aug19,3.4,0.2,0.0141,NA,NA,NA,NA,NA,NA,NA,NA,0.0531692,0.02924,0.466388309,0.256486728,1,3,1,1,1,2,2,1
FCR,8/19/19,50,14,4,0.008143,F_sed_4m_R1_F2_19Aug19,F_sed_4m_R2_F2_19Aug19,3.4,0.2,0.0133,8.910120674,0.404109291,0.01,20,0.03029441,0.001373972,0.265735779,0.012052171,NA,NA,NA,NA,1,3,1,2,2,1,1,1
FCR,8/19/19,50,14,8,0.008143,F_sed_8m_R1_F1_19Aug19,F_sed_8m_R2_F1_19Aug19,3.4,0.1,0.0278,41.79887321,0.798652837,0.01,20,0.284232338,0.005430839,2.49322238,0.047638105,NA,NA,NA,NA,1,3,1,2,2,1,1,1
BVR,8/22/19,50,14,5,0.008143,B_sed_5m_R1_F1_22Aug19,B_sed_5m_R2_F1_22Aug19,3.4,0.2,0.009,NA,NA,NA,NA,NA,NA,NA,NA,0.0357646,0.031416,0.313719058,0.275574113,1,3,1,1,1,2,2,1
BVR,8/22/19,50,14,10,0.008143,B_sed_10m_R1_F2_22Aug19,B_sed_10m_R2_F2_22Aug19,3.4,0.2,0.0212,NA,NA,NA,NA,NA,NA,NA,NA,0.054519,0.024667,0.478228452,0.216373397,1,3,1,1,1,2,2,1
BVR,8/22/19,50,14,5,0.008143,B_sed_5m_R1_F2_22Aug19,B_sed_5m_R2_F2_22Aug19,3.4,0.2,0.0095,3.972102283,0.699141085,0.01,20,0.013505148,0.00237708,0.11846413,0.02085121,NA,NA,NA,NA,1,3,1,2,2,1,1,1
BVR,8/22/19,50,14,10,0.008143,B_sed_10m_R1_F1_22Aug19,B_sed_10m_R2_F1_22Aug19,3.4,0.2,0.0229,28.5851423,0.570563357,0.01,20,0.097189484,0.001939915,0.852524375,0.017016503,NA,NA,NA,NA,1,3,1,2,2,1,1,1
FCR,9/2/19,50,14,4,0.008143,F_sed_4m_R1_F2_02Sep19,F_sed_4m_R2_F2_02Sep19,3.4,0.2,0.0044,NA,NA,NA,NA,NA,NA,NA,NA,0.025789,0.020553,0.22621533,0.180286311,1,3,1,1,1,2,2,1
FCR,9/2/19,50,14,8,0.008143,F_sed_8m_R1_F2_02Sep19,F_sed_8m_R2_F2_02Sep19,3.4,0.2,0.0207,NA,NA,NA,NA,NA,NA,NA,NA,0.0770338,0.0221646,0.675723233,0.194422905,1,3,1,1,1,2,2,1
FCR,9/2/19,50,14,4,0.008143,F_sed_4m_R1_F1_02Sep19,F_sed_4m_R2_F1_02Sep19,3.4,0.2,0.007,6.03483117,0.122477875,0.01,20,0.020518426,0.000416425,0.179983035,0.003652785,NA,NA,NA,NA,1,3,1,2,2,1,1,1
FCR,9/2/19,50,14,8,0.008143,F_sed_8m_R1_F1_02Sep19,F_sed_8m_R2_F1_02Sep19,3.4,0.2,0.0184,19.64743392,0.211995732,0.01,20,0.066801275,0.000720785,0.585965819,0.006322569,NA,NA,NA,NA,1,3,1,2,2,1,1,1
BVR,9/2/19,50,13,10,0.008143,B_sed_10m_R1_F1_04Sep19,B_sed_10m_R2_F1_04Sep19,3.4,0.2,0.0242,31.15341561,0.412430887,0.01,20,0.105921613,0.001402265,1.000591476,0.013246536,NA,NA,NA,NA,1,3,1,2,2,1,1,1
BVR,9/4/19,50,13,10,0.008143,B_sed_10m_R1_F2_04Sep19,B_sed_10m_R2_F2_04Sep19,3.4,0.2,0.0187,NA,NA,NA,NA,NA,NA,NA,NA,0.0538424,0.0260508,0.508623735,0.24608961,1,3,1,1,1,2,2,1
BVR,9/4/19,50,13,5,0.008143,B_sed_5m_R1_F2_04Sep19,B_sed_5m_R2_F2_04Sep19,3.4,0.2,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,0.0377672,0.014348,0.35676891,0.135538783,1,3,1,1,1,2,2,1
BVR,9/4/19,50,13,5,0.008143,B_sed_5m_R1_F1_04Sep19,B_sed_5m_R2_F1_04Sep19,3.4,0.2,0.0075,3.294728568,0.56199963,0.01,20,0.011202077,0.001910799,0.105820734,0.018050414,NA,NA,NA,NA,1,3,1,2,2,1,1,1
BVR,9/20/19,50,16,10,0.008143,B_sed_10m_R1_F1_20Sep19,B_sed_10m_R2_F1_20Sep19,3.335,0.2,0.0153,NA,NA,NA,NA,NA,NA,NA,NA,0.05065865,0.017667163,0.388820536,0.135600842,1,1,1,1,1,2,2,1
BVR,9/20/19,50,16,5,0.008143,B_sed_5m_R1_F1_20Sep19,B_sed_5m_R2_F1_20Sep19,3.48,0.2,0.0049,NA,NA,NA,NA,NA,NA,NA,NA,0.04040628,0.02445048,0.31013048,0.187664866,1,1,1,1,1,2,2,1
BVR,9/20/19,50,16,5,0.008143,B_sed_5m_R1_F2_20Sep19,B_sed_5m_R2_F2_20Sep19,3.48,0.2,0.0065,2.062688325,0.453495713,0.01,20,0.007178155,0.001578165,0.055094524,0.012112897,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/20/19,50,16,10,0.008143,B_sed_10m_R1_F2_20Sep19,B_sed_10m_R2_F2_20Sep19,3.335,0.2,0.0196,27.21710887,0.154916339,0.01,20,0.090769058,0.000516646,0.696680109,0.003965415,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/27/19,50,25,4,0.008143,F_sed_4m_R1_F2_27Sep19,F_sed_4m_R2_F2_27Sep19,3.465,0.18,0.0091,NA,NA,NA,NA,NA,NA,NA,NA,0.052754625,0.01953875,0.25914098,0.095978141,1,1,1,1,1,2,2,1
FCR,9/27/19,50,25,8,0.008143,F_sed_8m_R1_F2_27Sep19,F_sed_8m_R2_F2_27Sep19,3.59,0.045,0.0295,NA,NA,NA,NA,NA,NA,NA,NA,0.330232133,0.167373778,1.622164477,0.822172554,1,1,1,1,1,2,2,1
FCR,9/27/19,50,25,4,0.008143,F_sed_4m_R1_F1_27Sep19,F_sed_4m_R2_F1_27Sep19,3.465,0.195,0.0118,12.26472988,0.105276624,0.01,20,0.043586963,0.000374137,0.214107641,0.001837833,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/27/19,50,25,8,0.008143,F_sed_8m_R1_F1_27Sep19,F_sed_8m_R2_F1_27Sep19,3.59,0.045,0.0224,60.75504373,0.256304668,0.01,20,0.969380476,0.004089483,4.761785463,0.020088338,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/4/19,50,14,10,0.008143,B_sed_10m_R1_F2_04Oct19,B_sed_10m_R2_F2_04Oct19,3.525,0.2,0.0193,NA,NA,NA,NA,NA,NA,NA,NA,0.059061375,0.0356166,0.518073148,0.312420835,1,1,1,1,1,2,2,1
BVR,10/4/19,50,14,5,0.008143,B_sed_5m_R1_F1_04Oct19,B_sed_5m_R2_F1_04Oct19,3.43,0.3,0.0123,2.743309814,0.424352714,0.01,20,0.006273035,0.000970353,0.055025658,0.008511721,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/4/19,50,14,10,0.008143,B_sed_10m_R1_F1_04Oct19,B_sed_10m_R2_F1_04Oct19,3.525,0.2,0.0208,32.99440801,0.147592358,0.01,20,0.116305288,0.000520263,1.020203928,0.004563631,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/11/19,50,14,4,0.008143,F_sed_4m_R1_F2_11Oct19,F_sed_4m_R2_F2_11Oct19,3.635,0.155,0.0095,NA,NA,NA,NA,NA,NA,NA,NA,0.04565091,0.041129439,0.400439551,0.360778221,1,1,1,1,1,2,2,1
FCR,10/11/19,50,14,8,0.008143,F_sed_8m_R1_F1_11Oct19,F_sed_8m_R2_F1_11Oct19,3.505,0.09,0.0189,NA,NA,NA,NA,NA,NA,NA,NA,0.111244806,0.035244722,0.975814508,0.309158806,1,1,1,1,1,2,2,1
FCR,10/11/19,50,14,4,0.008143,F_sed_4m_R1_F1_11Oct19,F_sed_4m_R2_F1_11Oct19,3.635,0.18,0.0087,12.55022884,0.065529163,0.01,20,0.05068898,0.000264665,0.444632373,0.002321582,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/11/19,50,14,8,0.008143,F_sed_8m_R1_F2_11Oct19,F_sed_8m_R2_F2_11Oct19,3.505,0.105,0.0205,34.07069158,0.246062277,0.01,20,0.227462427,0.001642759,1.99524944,0.014409911,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/18/19,50,14,10,0.008143,B_sed_10m_R1_F2_18Oct19,B_sed_10m_R2_F2_18Oct19,3.395,0.1,0.0196,NA,NA,NA,NA,NA,NA,NA,NA,0.10849062,0.06157851,0.95165541,0.540152892,1,1,1,1,1,2,2,1
BVR,10/18/19,50,14,5,0.008143,B_sed_5m_R1_F2_18Oct19,B_sed_5m_R2_F2_18Oct19,3.58,0.155,0.0158,NA,NA,NA,NA,NA,NA,NA,NA,0.057737316,0.055593935,0.5064588,0.487657545,1,1,1,1,1,2,2,1
BVR,10/18/19,50,14,5,0.008143,B_sed_5m_R1_F1_18Oct19,B_sed_5m_R2_F1_18Oct19,3.58,0.185,0.0177,8.740483056,0.94110928,0.01,20,0.033828032,0.003642347,0.296731915,0.031949854,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/18/19,50,14,10,0.008143,B_sed_10m_R1_F1_18Oct19,B_sed_10m_R2_F1_18Oct19,3.395,0.095,0.0198,17.8713354,0.25346824,0.01,20,0.127733018,0.001811631,1.120445415,0.01589122,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/23/19,50,12,4,0.008143,F_sed_4m_R1_F1_23Oct19,F_sed_4m_R2_F1_23Oct19,3.49,0.3,0.0158,NA,NA,NA,NA,NA,NA,NA,NA,0.045021,0.0178339,0.460733145,0.182507471,1,1,1,1,1,2,2,1
FCR,10/23/19,50,12,4,0.008143,F_sed_4m_R1_F2_23Oct19,F_sed_4m_R2_F2_23Oct19,3.49,0.2,0.0092,11.90338914,0.278481675,0.01,20,0.041542828,0.000971901,0.425138443,0.009946181,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/23/19,50,12,8,0.008143,F_sed_8m_R1_F2_23Oct19,F_sed_8m_R2_F2_23Oct19,3.54,0.1,0.0209,30.42856759,0.372854454,0.01,20,0.215434259,0.00263981,2.204697885,0.027015121,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/28/19,50,10,5,0.008143,B_sed_5m_R1_F2_28Oct19,B_sed_5m_R2_F2_28Oct19,3.625,0.15,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,0.036124333,0.011986667,0.443624381,0.147202096,1,1,1,1,1,2,2,1
BVR,10/28/19,50,10,10,0.008143,B_sed_10m_R1_F2_28Oct19,B_sed_10m_R2_F2_28Oct19,3.65,0.15,0.0201,NA,NA,NA,NA,NA,NA,NA,NA,0.076192533,0.021865933,0.935681362,0.268524295,1,1,1,1,1,2,2,1
BVR,10/28/19,50,10,5,0.008143,B_sed_5m_R1_F1_28Oct19,B_sed_5m_R2_F1_28Oct19,3.625,0.15,0.0084,8.43108909,1.447323245,0.01,20,0.040750264,0.006995396,0.500433058,0.085906861,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/28/19,50,10,10,0.008143,B_sed_10m_R1_F1_28Oct19,B_sed_10m_R2_F1_28Oct19,3.65,0.15,0.0219,34.19136321,0.483149485,0.01,20,0.166397968,0.002351327,2.043447963,0.028875445,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/8/19,50,16,4,0.008143,F_sed_4m_R1_F2_08Nov19,F_sed_4m_R2_F2_08Nov19,3.26,0.3,0.0222,NA,NA,NA,NA,NA,NA,NA,NA,0.0510353,0.0123554,0.391711439,0.09483145,1,1,1,1,1,2,2,1
FCR,11/8/19,50,16,8,0.008143,F_sed_8m_R1_F2_08Nov19,F_sed_8m_R2_F2_08Nov19,3,0.1,0.0207,NA,NA,NA,NA,NA,NA,NA,NA,0.094872,0.04878,0.728171436,0.374401326,1,1,1,1,1,2,2,1
FCR,11/8/19,50,16,4,0.008143,F_sed_4m_R1_F1_08Nov19,F_sed_4m_R2_F1_08Nov19,3.26,0.3,0.0191,14.52535117,3.402350923,0.01,20,0.03156843,0.007394443,0.242297294,0.056754595,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/8/19,50,16,8,0.008143,F_sed_8m_R1_F1_08Nov19,F_sed_8m_R2_F1_08Nov19,3,0.1,0.0215,20.17680787,0.834897338,0.01,20,0.121060847,0.005009384,0.929178798,0.038448545,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/2/20,50,14,4,0.008143,B_sed_4m_R1_F3_02Jul20,B_sed_4m_R2_F3_02Jul20,3.525,0.4,0.011,NA,NA,NA,NA,NA,NA,NA,NA,0.018395213,0.012594825,0.161358682,0.110478983,1,1,1,1,1,2,2,2
BVR,7/2/20,50,14,8,0.008143,B_sed_8m_R1_F3_02Jul20,B_sed_8m_R2_F3_02Jul20,3.48,0.4,0.019,NA,NA,NA,NA,NA,NA,NA,NA,0.0201579,0.01162146,0.176820582,0.101940843,1,1,1,1,1,2,2,2
BVR,7/2/20,50,14,4,0.008143,B_sed_4m_R1_F1_02Jul20,B_sed_4m_R1_F2_02Jul20,3.52,0.4,0.003,2.656984728,0.455508041,0.01,20,0.004676293,0.000801694,0.041019395,0.007032281,NA,NA,NA,NA,1,1,1,2,2,1,1,2
BVR,7/2/20,50,14,4,0.008143,B_sed_4m_R2_F1_02Jul20,B_sed_4m_R2_F2_02Jul20,3.53,0.4,0.007,3.447125204,0.704923809,0.01,20,0.006084176,0.001244191,0.053369028,0.01091376,NA,NA,NA,NA,1,1,1,2,2,1,1,2
BVR,7/2/20,50,14,8,0.008143,B_sed_8m_R1_F1_02Jul20,B_sed_8m_R1_F2_02Jul20,3.51,0.4,0.015,7.300577143,0.21183638,0.01,20,0.012812513,0.000371773,0.112388492,0.003261108,NA,NA,NA,NA,1,1,1,2,2,1,1,2
BVR,7/2/20,50,14,8,0.008143,B_sed_8m_R2_F1_02Jul20,B_sed_8m_R2_F2_02Jul20,3.45,0.4,0.018,7.829846522,0.190897719,0.01,20,0.013506485,0.000329299,0.118475862,0.002888533,NA,NA,NA,NA,1,1,1,2,2,1,1,2
FCR,7/6/20,50,14,4,0.008143,F_sed_4m_R1_F3_06Jul20,F_sed_4m_R2_F3_06Jul20,3.49,0.2,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.05389956,0.02170082,0.472794863,0.190354731,1,1,1,1,1,2,2,2
FCR,7/6/20,50,14,8,0.008143,F_sed_8m_R1_F3_06Jul20,F_sed_8m_R2_F3_06Jul20,3.48,0.15,0.035,NA,NA,NA,NA,NA,NA,NA,NA,0.11190288,0.04984752,0.98158699,0.437251276,1,1,1,1,1,2,2,2
FCR,7/6/20,50,14,4,0.008143,F_sed_4m_R1_F1_06Jul20,F_sed_4m_R1_F2_06Jul20,3.44,0.2,0.016,6.131493169,0.314008009,0.01,20,0.021092337,0.001080188,0.18501725,0.009475163,NA,NA,NA,NA,1,1,1,2,2,1,1,2
FCR,7/6/20,50,14,4,0.008143,F_sed_4m_R2_F1_06Jul20,F_sed_4m_R2_F2_06Jul20,3.54,0.2,0.017,6.608802818,0.335832099,0.01,20,0.023395162,0.001188846,0.205217119,0.010428287,NA,NA,NA,NA,1,1,1,2,2,1,1,2
FCR,7/6/20,50,14,8,0.008143,F_sed_8m_R1_F1_06Jul20,F_sed_8m_R1_F2_06Jul20,3.46,0.2,0.048,51.299241,0.37714233,0.01,20,0.177495374,0.001304912,1.556949649,0.0114464,NA,NA,NA,NA,1,1,1,2,2,1,1,2
FCR,7/6/20,50,14,8,0.008143,F_sed_8m_R2_F1_06Jul20,F_sed_8m_R2_F2_06Jul20,3.5,0.1,0.025,25.99739833,0.183308202,0.01,20,0.181981788,0.001283157,1.596303471,0.011255569,NA,NA,NA,NA,1,1,1,2,2,1,1,2
BVR,7/17/20,50,15,4,0.008143,B_sed_4m_R1_F3_17Jul20,B_sed_4m_R2_F3_17Jul20,3.66,0.4,0.006,NA,NA,NA,NA,NA,NA,NA,NA,0.02143479,0.00948855,0.17548643,0.077682672,1,1,1,1,1,2,2,1
BVR,7/17/20,50,15,8,0.008143,B_sed_8m_R1_F3_17Jul20,B_sed_8m_R2_F3_17Jul20,3.63,0.3,0.013,NA,NA,NA,NA,NA,NA,NA,NA,0.02783,0.02053854,0.227843956,0.168148839,1,1,1,1,1,2,2,1
BVR,7/17/20,50,15,4,0.008143,B_sed_4m_R1_F1_17Jul20,B_sed_4m_R1_F4_17Jul20,3.62,0.4,0.003,4.287713394,0.663180262,0.01,20,0.007760761,0.001200356,0.063537281,0.009827306,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/17/20,50,15,4,0.008143,B_sed_4m_R2_F1_17Jul20,B_sed_4m_R2_F2_17Jul20,3.7,0.4,0.01,4.610544011,0.572255688,0.01,20,0.008529506,0.001058673,0.069830991,0.008667346,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/17/20,50,15,8,0.008143,B_sed_8m_R1_F1_17Jul20,B_sed_8m_R1_F2_17Jul20,3.66,0.4,0.017,12.92073639,0.251127839,0.01,20,0.023644948,0.000459564,0.19358097,0.003762446,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/17/20,50,15,8,0.008143,B_sed_8m_R2_F1_17Jul20,B_sed_8m_R2_F2_17Jul20,3.6,0.2,0.008,5.579653375,0.099962252,0.01,20,0.020086752,0.000359864,0.164450056,0.002946204,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/20/20,50,14,8,0.008143,F_sed_8m_R1_F3_20Jul20,F_sed_8m_R2_F3_20Jul20,3.5,0.1,0.024,NA,NA,NA,NA,NA,NA,NA,NA,0.12873,0.078407,1.129190716,0.687768636,1,1,1,1,1,2,2,1
FCR,7/20/20,50,14,4,0.008143,F_sed_4m_R1_F3_20Jul20,F_sed_4m_R2_F3_20Jul20,3.475,0.2,0.009,NA,NA,NA,NA,NA,NA,NA,NA,0.0406575,0.043413175,0.35663848,0.380810644,1,1,1,1,1,2,2,1
FCR,7/20/20,50,14,4,0.008143,F_sed_4m_R1_F1_20Jul20,F_sed_4m_R1_F2_20Jul20,3.47,0.2,0.008,4.787143936,0.761609547,0.01,20,0.016611389,0.002642785,0.145711386,0.023181919,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/20/20,50,14,4,0.008143,F_sed_4m_R2_F1_20Jul20,F_sed_4m_R2_F2_20Jul20,3.48,0.2,0.008,4.13864099,0.618402773,0.01,20,0.014402471,0.002152042,0.126335245,0.018877227,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/20/20,50,14,8,0.008143,F_sed_8m_R1_F1_20Jul20,F_sed_8m_R1_F2_20Jul20,3.47,0.1,0.024,33.56295788,0.351688813,0.01,20,0.232926928,0.00244072,2.043182819,0.021409452,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,7/20/20,50,14,8,0.008143,F_sed_8m_R2_F1_20Jul20,F_sed_8m_R2_F2_20Jul20,3.53,0.1,0.022,32.50290301,0.338087475,0.01,20,0.229470495,0.002386898,2.012863767,0.020937331,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/30/20,50,13,4,0.008143,B_sed_4m_R1_F3_30Jul20,B_sed_4m_R2_F3_30Jul20,3.512,0.4,0.007,NA,NA,NA,NA,NA,NA,NA,NA,0.016748728,0.021684844,0.158217327,0.204846484,1,1,1,1,1,2,2,1
BVR,7/30/20,50,13,8,0.008143,B_sed_8m_R1_F3_30Jul20,B_sed_8m_R2_F3_30Jul20,3.525,0.2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.039807825,0.032031675,0.376045731,0.302588112,1,1,1,1,1,2,2,1
BVR,7/30/20,50,13,4,0.008143,B_sed_4m_R1_F1_30Jul20,B_sed_4m_R1_F2_30Jul20,3.5,0.4,0.006,3.740258487,0.306490384,0.01,20,0.006545452,0.000536358,0.061831798,0.005066722,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/30/20,50,13,4,0.008143,B_sed_4m_R2_F1_30Jul20,B_sed_4m_R2_F4_30Jul20,3.524,0.4,0.006,3.626614036,0.48409818,0.01,20,0.006390094,0.000852981,0.060364201,0.008057709,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/30/20,50,13,8,0.008143,B_sed_8m_R1_F1_30Jul20,B_sed_8m_R1_F2_30Jul20,3.532,0.2,0.007,8.949434222,0.187296596,0.01,20,0.031609402,0.000661532,0.298599096,0.006249177,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,7/30/20,50,13,8,0.008143,B_sed_8m_R2_F1_30Jul20,B_sed_8m_R2_F2_30Jul20,3.518,0.2,0.008,9.291490952,0.237033241,0.01,20,0.032687465,0.000833883,0.308783053,0.007877299,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/7/20,50,18,8,0.008143,F_sed_8m_R1_F3_07Aug20,F_sed_8m_R2_F3_07Aug20,3.546,0.1,0.016,NA,NA,NA,NA,NA,NA,NA,NA,0.119244888,0.073522764,0.813547341,0.501608498,1,1,1,1,1,2,2,1
FCR,8/7/20,50,18,4,0.008143,F_sed_4m_R1_F3_07Aug20,F_sed_4m_R2_F3_07Aug20,3.555,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031363632,0.041414328,0.213978141,0.282548938,1,1,1,1,1,2,2,1
FCR,8/7/20,50,18,4,0.008143,F_sed_4m_R1_F1_07Aug20,F_sed_4m_R1_F2_07Aug20,3.6,0.3,0.011,6.191372951,0.444212757,0.01,20,0.014859295,0.001066111,0.101377428,0.007273532,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/7/20,50,18,4,0.008143,F_sed_4m_R2_F1_07Aug20,F_sed_4m_R2_F2_07Aug20,3.51,0.3,0.014,6.371340415,0.451924818,0.01,20,0.014908937,0.001057504,0.101716106,0.007214814,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/7/20,50,18,8,0.008143,F_sed_8m_R1_F1_07Aug20,F_sed_8m_R1_F2_07Aug20,3.486,0.1,0.017,23.54817567,0.421887149,0.01,20,0.164177881,0.002941397,1.120102343,0.02006766,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/7/20,50,18,8,0.008143,F_sed_8m_R2_F1_07Aug20,F_sed_8m_R2_F2_07Aug20,3.606,0.1,0.02,NA,NA,0.01,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1
FCR,8/24/20,50,17,4,0.008143,F_sed_4m_R1_F3_24Aug20,F_sed_4m_R2_F3_24Aug20,3.216,0.2,0.009,NA,NA,NA,NA,NA,NA,NA,NA,0.03606744,0.039334896,0.260544531,0.28414803,1,1,1,1,1,2,2,1
FCR,8/24/20,50,17,4,0.008143,F_sed_4m_R1_F1_24Aug20,F_sed_4m_R1_F2_24Aug20,3.116,0.2,0.01,9.237403483,0.657915566,0.01,20,0.028783749,0.002050065,0.207928493,0.014809291,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/24/20,50,17,4,0.008143,F_sed_4m_R2_F1_24Aug20,F_sed_4m_R2_F2_24Aug20,3.316,0.2,0.01,8.570418804,0.586629556,0.01,20,0.028419509,0.001945264,0.205297287,0.014052225,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/24/20,50,17,8,0.008143,F_sed_8m_R1_F1_24Aug20,F_sed_8m_R1_F2_24Aug20,2.93,0.1,0.022,34.86135718,0.631475678,0.01,20,0.204287553,0.003700447,1.475735587,0.02673135,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/26/20,50,26,4,0.008143,B_sed_4m_R1_F3_26Aug20,B_sed_4m_R2_F3_26Aug20,3.53,0.4,0.007,NA,NA,NA,NA,NA,NA,NA,NA,0.019441475,0.01739937,0.091827218,0.082181817,1,1,1,1,1,2,2,1
