Date,Reservoir,Depth_m,AvgSedFlux_gm2d,TFeFlux_gm2d,TMnFlux_gm2d,TOCFlux_gm2d,TNFlux_gm2d,Flag_AvgSedFlux_gm2d,Flag_TFeFlux_gm2d,Flag_TMnFlux_gm2d,Flag_TOCFlux_gm2d,Flag_TNFlux_gm2d
2022-09-26,FCR,8,9.049810252840928,3.187158387069375,0.023068002818559252,1.23572057716692,0.393285681100923,1,3,3,1,1
2022-10-11,BVR,4,4.539723919568197,0.4483835971301145,0.0685427821819263,0.458164278531068,0.113538926932873,1,3,3,1,1
2022-10-11,BVR,8,10.277992120465816,1.433098837403765,0.0218192403927202,1.20957197195475,0.340642718719954,1,3,3,1,1
2022-10-11,FCR,4,2.515487783528994,0.4384406117920575,0.0262184068707754,0.398571451962831,0.172995538089975,1,3,3,1,1
2022-10-11,FCR,8,10.630577640279226,2.459760171623685,0.0424263604287978,1.35531740963609,0.414434401735642,1,3,3,1,1
2022-10-17,FCR,4,1.4156515950644533,0.218925131543802,0.0674227061774572,0.246952392648082,0.199959065045642,1,3,3,1,1
2022-10-17,FCR,8,13.182775820250429,2.469285338035305,0.0724611981832539,1.62943682488526,0.660405365873627,1,3,3,1,1
2022-10-24,BVR,4,4.0640944335802995,0.528367303449983,0.05772838108219715,0.309070205246062,0.200451759955628,1,3,3,1,1
2022-10-24,BVR,8,7.59878565385374,1.357468724185445,0.022013695159850598,0.727253904574362,0.387652727878423,1,3,3,1,1
2022-11-01,FCR,4,2.520068566421363,0.3903818726415935,0.07652671555690765,0.321391324518673,0.108313118288373,1,3,3,1,1
2022-11-01,FCR,8,11.75627735883154,1.8833373026610651,0.0646323740281804,1.22059996492734,0.410816702876413,1,3,3,1,1
2022-11-08,BVR,4,2.446748726709199,0.2196453815914995,0.0287891467402266,0.516656312046333,0.271764491591988,1,3,3,1,1
2022-11-08,BVR,8,4.140362389865316,0.6542852566948014,0.0155167476659808,0.487001475137934,0.439198720462101,1,3,3,1,1
2022-11-16,BVR,4,6.041211985949535,0.41258312126105,0.0328189047005663,0.44908373318012,0.180397493026438,1,3,3,1,1
2022-11-16,BVR,8,7.324814413757749,0.655625695787738,0.0162995642762944,0.661296819354046,0.378501043841336,1,3,3,1,1
2022-11-16,FCR,4,2.4315586420235817,0.21581947647023,0.0430822094697358,0.378066819200177,0.195931820365808,1,3,3,1,1
2022-11-16,FCR,8,14.439285590581182,1.614166869859225,0.07503627201039895,1.42925967560623,0.428167656977678,1,3,3,1,1
2022-11-28,BVR,4,3.453509503641539,0.246040326565732,0.0227083740853301,0.287639107683057,0.195003089098046,1,3,3,1,1
2022-11-28,BVR,8,3.756953153906849,0.2932955285643965,0.01882855226681985,0.294900999137767,0.255886560144819,1,3,3,1,1
2022-11-28,FCR,4,3.295523486986832,0.28838321388785604,0.045878454992387546,0.707612394876763,0.300823190561309,1,3,3,1,1
2022-11-28,FCR,8,7.185313889365112,0.7635214494337605,0.0509264897166027,0.927698500416172,0.346740895383902,1,3,3,1,1
