Reservoir,Date,Site,Duration_days,Depth_m,TrapRep,TrapXSA_m2,TrapVol_L,CollectionVol_L,FilterRep,FilterVol_L,FilterMassPre_g,FilterMassPost_g,SedMass_g,SedFlux_gm2d,FilterID,Flag_CollectionVol_L,Flag_SedMass_g
BVR,6/20/19,50,7,5,1,0.0040715,2,1.7,1,0.3,0.1149,0.1184,0.0035,NA,B_sed_5m_R1_F1_20Jun19,2,1
BVR,6/20/19,50,7,5,1,0.0040715,2,1.7,2,0.3,0.1143,0.1187,0.0044,NA,B_sed_5m_R1_F2_20Jun19,2,1
BVR,6/20/19,50,7,5,2,0.0040715,2,1.7,1,0.3,0.1132,0.1175,0.0043,NA,B_sed_5m_R2_F1_20Jun19,2,1
BVR,6/20/19,50,7,5,2,0.0040715,2,1.7,2,0.3,0.115,0.119,0.004,NA,B_sed_5m_R2_F2_20Jun19,2,1
BVR,6/20/19,50,7,10,1,0.0040715,2,1.7,1,0.25,0.1147,0.1332,0.0185,NA,B_sed_10m_R1_F1_20Jun19,2,1
BVR,6/20/19,50,7,10,1,0.0040715,2,1.7,2,0.25,0.1141,0.1329,0.0188,NA,B_sed_10m_R1_F2_20Jun19,2,1
BVR,6/20/19,50,7,10,2,0.0040715,2,1.7,1,0.2,0.114,0.1215,0.0075,NA,B_sed_10m_R2_F1_20Jun19,2,1
BVR,6/20/19,50,7,10,2,0.0040715,2,1.7,2,0.2,0.1144,0.1216,0.0072,NA,B_sed_10m_R2_F2_20Jun19,2,1
FCR,7/8/19,50,21,4,1,0.0040715,2,1.7,1,0.3,0.1151,0.131,0.0159,NA,F_sed_4m_R1_F1_08Jul19,2,1
FCR,7/8/19,50,21,4,1,0.0040715,2,1.7,2,0.3,0.1139,0.132,0.0181,NA,F_sed_4m_R1_F2_08Jul19,2,1
FCR,7/8/19,50,21,4,2,0.0040715,2,1.7,1,0.3,0.1139,0.128,0.0141,NA,F_sed_4m_R2_F1_08Jul19,2,1
FCR,7/8/19,50,21,4,2,0.0040715,2,1.7,2,0.3,0.1148,0.1312,0.0164,NA,F_sed_4m_R2_F2_08Jul19,2,1
FCR,7/8/19,50,21,8,1,0.0040715,2,1.7,1,0.2,0.1145,0.1323,0.0178,NA,F_sed_8m_R1_F1_08Jul19,2,1
FCR,7/8/19,50,21,8,1,0.0040715,2,1.7,2,0.2,0.1141,0.1324,0.0183,NA,F_sed_8m_R1_F2_08Jul19,2,1
FCR,7/8/19,50,21,8,2,0.0040715,2,1.7,1,0.2,0.1136,0.1331,0.0195,NA,F_sed_8m_R2_F1_08Jul19,2,1
FCR,7/8/19,50,21,8,2,0.0040715,2,1.7,2,0.2,0.1145,0.129,0.0145,NA,F_sed_8m_R2_F2_08Jul19,2,1
BVR,7/11/19,50,21,5,1,0.0040715,2,1.7,1,0.3,0.1134,0.1294,0.016,NA,B_sed_5m_R1_F1_11Jul19,2,1
BVR,7/11/19,50,21,5,1,0.0040715,2,1.7,2,0.3,0.1136,0.1298,0.0162,NA,B_sed_5m_R1_F2_11Jul19,2,1
BVR,7/11/19,50,21,5,2,0.0040715,2,1.7,1,0.3,0.1144,0.1273,0.0129,NA,B_sed_5m_R2_F1_11Jul19,2,1
BVR,7/11/19,50,21,5,2,0.0040715,2,1.7,2,0.3,0.1138,0.1266,0.0128,NA,B_sed_5m_R2_F2_11Jul19,2,1
BVR,7/11/19,50,21,10,1,0.0040715,2,1.7,1,0.2,0.1141,0.1381,0.024,NA,B_sed_10m_R1_F1_11Jul19,2,1
BVR,7/11/19,50,21,10,1,0.0040715,2,1.7,2,0.2,0.1151,NA,NA,NA,B_sed_10m_R1_F2_11Jul19,2,2
BVR,7/11/19,50,21,10,2,0.0040715,2,1.7,1,0.2,0.1144,0.1348,0.0204,NA,B_sed_10m_R2_F1_11Jul19,2,1
BVR,7/11/19,50,21,10,2,0.0040715,2,1.7,2,0.2,0.1145,0.1402,0.0257,NA,B_sed_10m_R2_F2_11Jul19,2,1
FCR,7/22/19,50,14,4,1,0.0040715,2,1.7,1,0.2,0.1148,0.1281,0.0133,NA,F_sed_4m_R1_F1_22Jul19,2,1
FCR,7/22/19,50,14,4,1,0.0040715,2,1.7,2,0.2,0.1143,0.128,0.0137,NA,F_sed_4m_R1_F2_22Jul19,2,1
FCR,7/22/19,50,14,4,2,0.0040715,2,1.7,1,0.15,0.1142,0.1216,0.0074,NA,F_sed_4m_R2_F1_22Jul19,2,1
FCR,7/22/19,50,14,4,2,0.0040715,2,1.7,2,0.15,0.1143,NA,NA,NA,F_sed_4m_R2_F2_22Jul19,2,2
FCR,7/22/19,50,14,8,1,0.0040715,2,1.7,1,0.15,0.1139,0.1303,0.0164,NA,F_sed_8m_R1_F1_22Jul19,2,1
FCR,7/22/19,50,14,8,1,0.0040715,2,1.7,2,0.15,0.1141,0.1313,0.0172,NA,F_sed_8m_R1_F2_22Jul19,2,1
FCR,7/22/19,50,14,8,2,0.0040715,2,1.7,1,0.2,0.1135,0.1521,0.0386,NA,F_sed_8m_R2_F1_22Jul19,2,1
FCR,7/22/19,50,14,8,2,0.0040715,2,1.7,2,0.17,0.1135,0.1426,0.0291,NA,F_sed_8m_R2_F2_22Jul19,2,1
BVR,7/25/19,50,14,5,1,0.0040715,2,1.7,1,0.2,0.114,NA,NA,NA,B_sed_5m_R1_F1_25Jul19,2,2
BVR,7/25/19,50,14,5,1,0.0040715,2,1.7,2,0.195,0.1147,NA,NA,NA,B_sed_5m_R1_F2_25Jul19,2,2
BVR,7/25/19,50,14,5,2,0.0040715,2,1.7,1,0.15,0.1144,0.1264,0.012,NA,B_sed_5m_R2_F1_25Jul19,2,1
BVR,7/25/19,50,14,5,2,0.0040715,2,1.7,2,0.15,0.1145,0.1237,0.0092,NA,B_sed_5m_R2_F2_25Jul19,2,1
BVR,7/25/19,50,14,10,2,0.0040715,2,1.7,1,0.15,0.1138,0.1325,0.0187,NA,B_sed_10m_R2_F1_25Jul19,2,1
BVR,7/25/19,50,14,10,2,0.0040715,2,1.7,2,0.15,0.1147,0.1337,0.019,NA,B_sed_10m_R2_F2_25Jul19,2,1
BVR,7/25/19,50,14,5,2,0.0040715,2,1.7,1,0.15,0.1155,0.1264,0.0109,NA,B_sed_5m_R2_F1_25Jul19,2,1
BVR,7/25/19,50,14,5,2,0.0040715,2,1.7,2,0.11,0.1142,0.1297,0.0155,NA,B_sed_5m_R2_F2_25Jul19,2,1
BVR,7/25/19,50,14,10,2,0.0040715,2,1.7,1,0.15,0.1146,0.1295,0.0149,NA,B_sed_10m_R2_F1_25Jul19,2,1
FCR,8/5/19,50,14,4,1,0.0040715,2,1.7,1,0.1,0.1135,0.1203,0.0068,NA,F_sed_4m_R1_F1_05Aug19,2,1
FCR,8/5/19,50,14,4,1,0.0040715,2,1.7,2,0.1,0.1136,0.1205,0.0069,NA,F_sed_4m_R1_F2_05Aug19,2,1
FCR,8/5/19,50,14,4,2,0.0040715,2,1.7,1,0.1,0.1139,0.1215,0.0076,NA,F_sed_4m_R2_F1_05Aug19,2,1
FCR,8/5/19,50,14,4,2,0.0040715,2,1.7,2,0.1,0.1139,0.1219,0.008,NA,F_sed_4m_R2_F2_05Aug19,2,1
FCR,8/5/19,50,14,8,1,0.0040715,2,1.7,1,0.1,0.1149,0.1245,0.0096,NA,F_sed_8m_R1_F1_05Aug19,2,1
FCR,8/5/19,50,14,8,1,0.0040715,2,1.7,2,0.1,0.1147,0.1244,0.0097,NA,F_sed_8m_R1_F2_05Aug19,2,1
FCR,8/5/19,50,14,8,2,0.0040715,2,1.7,1,0.1,0.1143,0.1239,0.0096,NA,F_sed_8m_R2_F1_05Aug19,2,1
FCR,8/5/19,50,14,8,2,0.0040715,2,1.7,2,0.1,0.1136,0.1253,0.0117,NA,F_sed_8m_R2_F2_05Aug19,2,1
BVR,8/8/19,50,14,5,2,0.0040715,2,1.7,1,0.1,0.1138,0.1234,0.0096,NA,B_sed_5m_R2_F1_08Aug19,2,1
BVR,8/8/19,50,14,5,2,0.0040715,2,1.7,2,0.1,0.1141,0.1233,0.0092,NA,B_sed_5m_R2_F2_08Aug19,2,1
BVR,8/8/19,50,14,5,1,0.0040715,2,1.7,1,0.1,0.1152,0.1236,0.0084,NA,B_sed_5m_R1_F1_08Aug19,2,1
BVR,8/8/19,50,14,5,1,0.0040715,2,1.7,2,0.1,0.1149,0.1239,0.009,NA,B_sed_5m_R1_F2_08Aug19,2,1
BVR,8/8/19,50,14,10,1,0.0040715,2,1.7,1,0.075,0.1141,0.125,0.0109,NA,B_sed_10m_R1_F1_08Aug19,2,1
BVR,8/8/19,50,14,10,1,0.0040715,2,1.7,2,0.075,0.1155,NA,NA,NA,B_sed_10m_R1_F2_08Aug19,2,2
BVR,8/8/19,50,14,10,2,0.0040715,2,1.7,1,0.075,0.1149,0.1249,0.01,NA,B_sed_10m_R2_F1_08Aug19,2,1
BVR,8/8/19,50,14,10,2,0.0040715,2,1.7,2,0.075,0.1142,0.1267,0.0125,NA,B_sed_10m_R2_F2_08Aug19,2,1
FCR,8/19/19,50,14,4,1,0.0040715,2,1.7,1,0.1,0.1136,0.1203,0.0067,NA,F_sed_4m_R1_F1_19Aug19,2,1
FCR,8/19/19,50,14,4,1,0.0040715,2,1.7,2,0.1,0.1144,0.1218,0.0074,NA,F_sed_4m_R1_F2_19Aug19,2,1
FCR,8/19/19,50,14,4,2,0.0040715,2,1.7,1,0.1,0.1144,0.1218,0.0074,NA,F_sed_4m_R2_F1_19Aug19,2,1
FCR,8/19/19,50,14,4,2,0.0040715,2,1.7,2,0.1,0.1138,0.1197,0.0059,NA,F_sed_4m_R2_F2_19Aug19,2,1
FCR,8/19/19,50,14,8,1,0.0040715,2,1.7,1,0.05,0.114,0.1291,0.0151,NA,F_sed_8m_R1_F1_19Aug19,2,1
FCR,8/19/19,50,14,8,1,0.0040715,2,1.7,2,0.05,0.1134,0.1261,0.0127,NA,F_sed_8m_R1_F2_19Aug19,2,1
FCR,8/19/19,50,14,8,2,0.0040715,2,1.7,1,0.05,0.1135,0.1262,0.0127,NA,F_sed_8m_R2_F1_19Aug19,2,1
FCR,8/19/19,50,14,8,2,0.0040715,2,1.7,2,0.05,0.1142,0.1265,0.0123,NA,F_sed_8m_R2_F2_19Aug19,2,1
BVR,8/22/19,50,14,5,1,0.0040715,2,1.7,1,0.1,0.1145,0.1193,0.0048,NA,B_sed_5m_R1_F1_22Aug19,2,1
BVR,8/22/19,50,14,5,1,0.0040715,2,1.7,2,0.1,0.1136,0.1176,0.004,NA,B_sed_5m_R1_F2_22Aug19,2,1
BVR,8/22/19,50,14,10,1,0.0040715,2,1.7,1,0.1,0.1145,0.1263,0.0118,NA,B_sed_10m_R1_F1_22Aug19,2,1
BVR,8/22/19,50,14,10,1,0.0040715,2,1.7,2,0.1,0.1157,0.1267,0.011,NA,B_sed_10m_R1_F2_22Aug19,2,1
BVR,8/22/19,50,14,5,2,0.0040715,2,1.7,1,0.1,0.1153,0.1195,0.0042,NA,B_sed_5m_R2_F1_22Aug19,2,1
BVR,8/22/19,50,14,5,2,0.0040715,2,1.7,2,0.1,0.1145,0.12,0.0055,NA,B_sed_5m_R2_F2_22Aug19,2,1
BVR,8/22/19,50,14,10,2,0.0040715,2,1.7,1,0.1,0.1139,0.125,0.0111,NA,B_sed_10m_R2_F1_22Aug19,2,1
BVR,8/22/19,50,14,10,2,0.0040715,2,1.7,2,0.1,0.114,0.1242,0.0102,NA,B_sed_10m_R2_F2_22Aug19,2,1
FCR,9/2/19,50,14,4,1,0.0040715,2,1.7,1,0.1,0.1137,0.1168,0.0031,NA,F_sed_4m_R1_F1_02Sep19,2,1
FCR,9/2/19,50,14,4,1,0.0040715,2,1.7,2,0.1,0.1153,0.1163,0.001,NA,F_sed_4m_R1_F2_02Sep19,2,1
FCR,9/2/19,50,14,4,2,0.0040715,2,1.7,1,0.1,0.1147,0.1186,0.0039,NA,F_sed_4m_R2_F1_02Sep19,2,1
FCR,9/2/19,50,14,4,2,0.0040715,2,1.7,2,0.1,0.1142,0.1176,0.0034,NA,F_sed_4m_R2_F2_02Sep19,2,1
FCR,9/2/19,50,14,8,1,0.0040715,2,1.7,1,0.1,0.1151,0.1205,0.0054,NA,F_sed_8m_R1_F1_02Sep19,2,1
FCR,9/2/19,50,14,8,1,0.0040715,2,1.7,2,0.1,0.113,0.1192,0.0062,NA,F_sed_8m_R1_F2_02Sep19,2,1
FCR,9/2/19,50,14,8,2,0.0040715,2,1.7,1,0.1,0.1148,0.1278,0.013,NA,F_sed_8m_R2_F1_02Sep19,2,1
FCR,9/2/19,50,14,8,2,0.0040715,2,1.7,2,0.1,0.1152,0.1297,0.0145,NA,F_sed_8m_R2_F2_02Sep19,2,1
BVR,9/4/19,50,13,5,1,0.0040715,2,1.7,1,0.1,0.1149,0.1183,0.0034,NA,B_sed_5m_R1_F1_04Sep19,2,1
BVR,9/4/19,50,13,5,1,0.0040715,2,1.7,2,0.1,0.1145,0.1188,0.0043,NA,B_sed_5m_R1_F2_04Sep19,2,1
BVR,9/4/19,50,13,5,2,0.0040715,2,1.7,1,0.1,0.1146,0.1187,0.0041,NA,B_sed_5m_R2_F1_04Sep19,2,1
BVR,9/4/19,50,13,5,2,0.0040715,2,1.7,2,0.1,0.1147,0.1189,0.0042,NA,B_sed_5m_R2_F2_04Sep19,2,1
BVR,9/4/19,50,13,10,1,0.0040715,2,1.7,1,0.1,0.114,0.1249,0.0109,NA,B_sed_10m_R1_F1_04Sep19,2,1
BVR,9/4/19,50,13,10,1,0.0040715,2,1.7,2,0.1,0.1146,0.1197,0.0051,NA,B_sed_10m_R1_F2_04Sep19,2,1
BVR,9/4/19,50,13,10,2,0.0040715,2,1.7,1,0.1,0.1147,0.128,0.0133,NA,B_sed_10m_R2_F1_04Sep19,2,1
BVR,9/4/19,50,13,10,2,0.0040715,2,1.7,2,0.1,0.1142,0.1278,0.0136,NA,B_sed_10m_R2_F2_04Sep19,2,1
BVR,9/20/19,50,16,5,1,0.0040715,2,1.73,1,0.1,0.1137,0.1159,0.0022,0.584244136,B_sed_5m_R1_F1_20Sep19,1,1
BVR,9/20/19,50,16,5,1,0.0040715,2,1.73,2,0.1,0.1145,0.1175,0.003,0.796696549,B_sed_5m_R1_F2_20Sep19,1,1
BVR,9/20/19,50,16,5,2,0.0040715,2,1.75,1,0.1,0.1142,0.1169,0.0027,0.725316223,B_sed_5m_R2_F1_20Sep19,1,1
BVR,9/20/19,50,16,5,2,0.0040715,2,1.75,2,0.1,0.114,0.1175,0.0035,0.940224733,B_sed_5m_R2_F2_20Sep19,1,1
BVR,9/20/19,50,16,10,1,0.0040715,2,1.74,1,0.1,0.1143,0.1224,0.0081,2.163514675,B_sed_10m_R1_F1_20Sep19,1,1
BVR,9/20/19,50,16,10,1,0.0040715,2,1.74,2,0.1,0.1144,0.1239,0.0095,2.537455483,B_sed_10m_R1_F2_20Sep19,1,1
BVR,9/20/19,50,16,10,2,0.0040715,2,1.595,1,0.1,0.1148,0.122,0.0072,1.762863809,B_sed_10m_R2_F1_20Sep19,1,1
BVR,9/20/19,50,16,10,2,0.0040715,2,1.595,2,0.1,0.115,0.1251,0.0101,2.472906177,B_sed_10m_R2_F2_20Sep19,1,1
FCR,9/27/19,50,25,4,1,0.0040715,2,1.71,1,0.11,0.1136,0.1211,0.0075,1.14543445,F_sed_4m_R1_F1_27Sep19,1,1
FCR,9/27/19,50,25,4,1,0.0040715,2,1.71,2,0.09,0.115,0.1203,0.0053,0.989315977,F_sed_4m_R1_F2_27Sep19,1,1
FCR,9/27/19,50,25,4,2,0.0040715,2,1.755,1,0.085,0.1142,0.1185,0.0043,0.872232376,F_sed_4m_R2_F1_27Sep19,1,1
FCR,9/27/19,50,25,4,2,0.0040715,2,1.755,2,0.09,0.1148,0.1186,0.0038,0.727987228,F_sed_4m_R2_F2_27Sep19,1,1
FCR,9/27/19,50,25,8,1,0.0040715,2,1.8,1,0.02,0.1142,0.1265,0.0123,10.87559867,F_sed_8m_R1_F1_27Sep19,1,1
FCR,9/27/19,50,25,8,1,0.0040715,2,1.8,2,0.02,0.1138,0.1269,0.0131,11.58295469,F_sed_8m_R1_F2_27Sep19,1,1
FCR,9/27/19,50,25,8,2,0.0040715,2,1.79,1,0.025,0.1146,0.1247,0.0101,7.104605182,F_sed_8m_R2_F1_27Sep19,1,1
FCR,9/27/19,50,25,8,2,0.0040715,2,1.79,2,0.025,0.1154,0.1318,0.0164,11.53619059,F_sed_8m_R2_F2_27Sep19,1,1
BVR,10/4/19,50,14,5,1,0.0040715,2,1.67,1,0.1,0.1155,0.1186,0.0031,0.90822968,B_sed_5m_R1_F1_04Oct19,1,1
BVR,10/4/19,50,14,5,1,0.0040715,2,1.67,2,0.1,0.1158,NA,NA,NA,B_sed_5m_R1_F2_04Oct19,1,2
BVR,10/4/19,50,14,5,2,0.0040715,2,1.76,1,0.2,0.1139,0.1231,0.0092,1.420325959,B_sed_5m_R2_F1_04Oct19,1,1
BVR,10/4/19,50,14,5,2,0.0040715,2,1.76,2,0.2,0.1148,0.119,0.0042,0.648409677,B_sed_5m_R2_F2_04Oct19,1,1
BVR,10/4/19,50,14,10,1,0.0040715,2,1.75,1,0.1,0.1146,0.1269,0.0123,3.776249539,B_sed_10m_R1_F1_04Oct19,1,1
BVR,10/4/19,50,14,10,1,0.0040715,2,1.75,2,0.1,0.1141,0.1248,0.0107,3.285030087,B_sed_10m_R1_F2_04Oct19,1,1
BVR,10/4/19,50,14,10,2,0.0040715,2,1.775,1,0.1,0.1147,0.1232,0.0085,2.646883388,B_sed_10m_R2_F1_04Oct19,1,1
BVR,10/4/19,50,14,10,2,0.0040715,2,1.775,2,0.1,0.115,0.1236,0.0086,2.678023193,B_sed_10m_R2_F2_04Oct19,1,1
FCR,10/11/19,50,14,4,1,0.0040715,2,1.84,1,0.11,0.1141,0.118,0.0039,1.144477529,F_sed_4m_R1_F1_11Oct19,1,1
FCR,10/11/19,50,14,4,1,0.0040715,2,1.84,2,0.08,0.1147,0.1194,0.0047,1.896457957,F_sed_4m_R1_F2_11Oct19,1,1
FCR,10/11/19,50,14,4,2,0.0040715,2,1.795,1,0.07,0.1144,0.1192,0.0048,2.159360613,F_sed_4m_R2_F1_11Oct19,1,1
FCR,10/11/19,50,14,4,2,0.0040715,2,1.795,2,0.075,0.1145,0.1193,0.0048,2.015403239,F_sed_4m_R2_F2_11Oct19,1,1
FCR,10/11/19,50,14,8,1,0.0040715,2,1.73,1,0.045,0.1149,0.1238,0.0089,6.002623736,F_sed_8m_R1_F1_11Oct19,1,1
FCR,10/11/19,50,14,8,1,0.0040715,2,1.73,2,0.045,0.1155,0.1247,0.0092,6.204959367,F_sed_8m_R1_F2_11Oct19,1,1
FCR,10/11/19,50,14,8,2,0.0040715,2,1.775,1,0.045,0.1148,0.1248,0.01,6.91995657,F_sed_8m_R2_F1_11Oct19,1,1
FCR,10/11/19,50,14,8,2,0.0040715,2,1.775,2,0.06,0.1148,0.1261,0.0113,5.864663193,F_sed_8m_R2_F2_11Oct19,1,1
BVR,10/18/19,50,14,10,2,0.0040715,2,1.8,1,0.045,0.1151,0.126,0.0109,7.648988614,B_sed_10m_R2_F1_18Oct19,1,1
BVR,10/18/19,50,14,10,2,0.0040715,2,1.8,2,0.055,0.1149,0.1254,0.0105,6.028602369,B_sed_10m_R2_F2_18Oct19,1,1
BVR,10/18/19,50,14,5,2,0.0040715,2,1.8,1,0.1,0.1148,0.1243,0.0095,2.999947369,B_sed_5m_R2_F1_18Oct19,1,1
BVR,10/18/19,50,14,5,2,0.0040715,2,1.8,2,0.08,0.1147,0.1228,0.0081,3.197312328,B_sed_5m_R2_F2_18Oct19,1,1
BVR,10/18/19,50,14,5,1,0.0040715,2,1.78,1,0.085,0.1146,0.1228,0.0082,3.012537448,B_sed_5m_R1_F1_18Oct19,1,1
BVR,10/18/19,50,14,5,1,0.0040715,2,1.78,2,0.075,0.115,0.1227,0.0077,3.206025625,B_sed_5m_R1_F2_18Oct19,1,1
BVR,10/18/19,50,14,10,1,0.0040715,2,1.595,1,0.05,0.1144,0.1233,0.0089,4.980789811,B_sed_10m_R1_F1_18Oct19,1,1
BVR,10/18/19,50,14,10,1,0.0040715,2,1.595,2,0.045,0.1145,0.1236,0.0091,5.658575191,B_sed_10m_R1_F2_18Oct19,1,1
FCR,10/23/19,50,12,4,1,0.0040715,2,1.78,1,0.2,0.1138,0.1247,0.0109,1.985549961,F_sed_4m_R1_F1_23Oct19,1,1
FCR,10/23/19,50,12,4,1,0.0040715,2,1.78,2,0.1,0.1143,0.1192,0.0049,1.78517336,F_sed_4m_R1_F2_23Oct19,1,1
FCR,10/23/19,50,12,4,2,0.0040715,2,1.71,1,0.1,0.1144,0.1193,0.0049,1.714969913,F_sed_4m_R2_F1_23Oct19,1,1
FCR,10/23/19,50,12,4,2,0.0040715,2,1.71,2,0.1,0.114,0.1183,0.0043,1.504973597,F_sed_4m_R2_F2_23Oct19,1,1
FCR,10/23/19,50,12,8,1,0.0040715,2,1.755,1,0.1,0.1145,0.1368,0.0223,8.010254206,F_sed_8m_R1_F1_23Oct19,1,1
FCR,10/23/19,50,12,8,1,0.0040715,2,1.755,2,0.05,0.1143,0.124,0.0097,6.968561955,F_sed_8m_R1_F2_23Oct19,1,1
FCR,10/23/19,50,12,8,2,0.0040715,2,1.785,1,0.05,0.1138,0.1283,0.0145,10.59498956,F_sed_8m_R2_F1_23Oct19,1,1
FCR,10/23/19,50,12,8,2,0.0040715,2,1.785,2,0.05,0.1141,0.1253,0.0112,8.183716075,F_sed_8m_R2_F2_23Oct19,1,1
BVR,10/28/19,50,10,5,1,0.0040715,2,1.805,1,0.075,0.1142,0.1181,0.0039,2.30529289,B_sed_5m_R1_F1_28Oct19,1,1
BVR,10/28/19,50,10,5,1,0.0040715,2,1.805,2,0.075,0.1152,0.1199,0.0047,2.778173482,B_sed_5m_R1_F2_28Oct19,1,1
BVR,10/28/19,50,10,5,2,0.0040715,2,1.82,1,0.075,0.1156,0.1201,0.0045,2.68205821,B_sed_5m_R2_F1_28Oct19,1,1
BVR,10/28/19,50,10,5,2,0.0040715,2,1.82,2,0.075,0.1137,0.1175,0.0038,2.264849155,B_sed_5m_R2_F2_28Oct19,1,1
BVR,10/28/19,50,10,10,1,0.0040715,2,1.85,1,0.075,0.1142,0.1253,0.0111,6.724794302,B_sed_10m_R1_F1_28Oct19,1,1
BVR,10/28/19,50,10,10,1,0.0040715,2,1.85,2,0.075,0.1155,0.1269,0.0114,6.906545499,B_sed_10m_R1_F2_28Oct19,1,1
BVR,10/28/19,50,10,10,2,0.0040715,2,1.8,1,0.075,0.1144,0.1252,0.0108,6.366204102,B_sed_10m_R2_F1_28Oct19,1,1
BVR,10/28/19,50,10,10,2,0.0040715,2,1.8,2,0.075,0.1139,0.1226,0.0087,5.128331082,B_sed_10m_R2_F2_28Oct19,1,1
FCR,11/8/19,50,16,4,1,0.0040715,2,1.515,1,0.15,0.115,0.1228,0.0078,1.209320889,F_sed_4m_R1_F1_08Nov19,1,1
FCR,11/8/19,50,16,4,1,0.0040715,2,1.515,2,0.15,0.1147,0.1247,0.01,1.550411396,F_sed_4m_R1_F2_08Nov19,1,1
FCR,11/8/19,50,16,4,2,0.0040715,2,1.745,1,0.15,0.1147,0.126,0.0113,2.017939744,F_sed_4m_R2_F1_08Nov19,1,1
FCR,11/8/19,50,16,4,2,0.0040715,2,1.745,2,0.15,0.1142,0.1264,0.0122,2.178660608,F_sed_4m_R2_F2_08Nov19,1,1
FCR,11/8/19,50,16,8,1,0.0040715,2,1.26,1,0.05,0.1138,0.127,0.0132,5.106226207,F_sed_8m_R1_F1_08Nov19,1,1
FCR,11/8/19,50,16,8,1,0.0040715,2,1.26,2,0.05,0.1142,0.126,0.0118,4.56465676,F_sed_8m_R1_F2_08Nov19,1,1
FCR,11/8/19,50,16,8,2,0.0040715,2,1.74,1,0.05,0.1141,0.1224,0.0083,4.433869581,F_sed_8m_R2_F1_08Nov19,1,1
FCR,11/8/19,50,16,8,2,0.0040715,2,1.74,2,0.05,0.114,0.1229,0.0089,4.754390274,F_sed_8m_R2_F2_08Nov19,1,1
BVR,7/2/20,50,14,4,1,0.0040715,2,1.76,1,0.2,0.118,0.119,0.001,0.154383256,B_sed_4m_R1_F1_02Jul20,1,1
BVR,7/2/20,50,14,4,1,0.0040715,2,1.76,2,0.2,0.117,0.119,0.002,0.308766513,B_sed_4m_R1_F2_02Jul20,1,1
BVR,7/2/20,50,14,4,1,0.0040715,2,1.76,3,0.2,0.117,0.122,0.005,0.771916282,B_sed_4m_R1_F3_02Jul20,1,1
BVR,7/2/20,50,14,4,1,0.0040715,2,1.76,4,0.2,0.118,0.122,0.004,0.617533026,B_sed_4m_R1_F4_02Jul20,1,1
BVR,7/2/20,50,14,4,2,0.0040715,2,1.765,1,0.2,0.118,0.123,0.005,0.774109226,B_sed_4m_R2_F1_02Jul20,1,1
BVR,7/2/20,50,14,4,2,0.0040715,2,1.765,2,0.2,0.118,0.12,0.002,0.30964369,B_sed_4m_R2_F2_02Jul20,1,1
BVR,7/2/20,50,14,4,2,0.0040715,2,1.765,3,0.2,0.117,0.123,0.006,0.928931071,B_sed_4m_R2_F3_02Jul20,1,1
BVR,7/2/20,50,14,4,2,0.0040715,2,1.765,4,0.2,0.117,0.12,0.003,0.464465536,B_sed_4m_R2_F4_02Jul20,1,1
BVR,7/2/20,50,14,8,1,0.0040715,2,1.755,1,0.2,0.117,0.125,0.008,1.231557341,B_sed_8m_R1_F1_02Jul20,1,1
BVR,7/2/20,50,14,8,1,0.0040715,2,1.755,2,0.2,0.118,0.125,0.007,1.077612673,B_sed_8m_R1_F2_02Jul20,1,1
BVR,7/2/20,50,14,8,1,0.0040715,2,1.755,3,0.2,0.117,0.126,0.009,1.385502009,B_sed_8m_R1_F3_02Jul20,1,1
BVR,7/2/20,50,14,8,1,0.0040715,2,1.755,4,0.2,0.117,0.126,0.009,1.385502009,B_sed_8m_R1_F4_02Jul20,1,1
BVR,7/2/20,50,14,8,2,0.0040715,2,1.725,1,0.2,0.118,0.127,0.009,1.361818214,B_sed_8m_R2_F1_02Jul20,1,1
BVR,7/2/20,50,14,8,2,0.0040715,2,1.725,2,0.2,0.117,0.126,0.009,1.361818214,B_sed_8m_R2_F2_02Jul20,1,1
BVR,7/2/20,50,14,8,2,0.0040715,2,1.725,3,0.2,0.118,0.128,0.01,1.513131349,B_sed_8m_R2_F3_02Jul20,1,1
BVR,7/2/20,50,14,8,2,0.0040715,2,1.725,4,0.2,0.117,0.128,0.011,1.664444483,B_sed_8m_R2_F4_02Jul20,1,1
FCR,7/6/20,50,14,4,1,0.0040715,2,1.72,1,0.1,0.117,0.125,0.008,2.413992737,F_sed_4m_R1_F1_06Jul20,1,1
FCR,7/6/20,50,14,4,1,0.0040715,2,1.72,2,0.1,0.117,0.125,0.008,2.413992737,F_sed_4m_R1_F2_06Jul20,1,1
FCR,7/6/20,50,14,4,1,0.0040715,2,1.72,3,0.1,0.117,0.127,0.01,3.017490921,F_sed_4m_R1_F3_06Jul20,1,1
FCR,7/6/20,50,14,4,1,0.0040715,2,1.72,4,0.1,0.117,0.125,0.008,2.413992737,F_sed_4m_R1_F4_06Jul20,1,1
FCR,7/6/20,50,14,4,2,0.0040715,2,1.77,1,0.1,0.117,0.127,0.01,3.105208681,F_sed_4m_R2_F1_06Jul20,1,1
FCR,7/6/20,50,14,4,2,0.0040715,2,1.77,2,0.1,0.118,0.125,0.007,2.173646076,F_sed_4m_R2_F2_06Jul20,1,1
FCR,7/6/20,50,14,4,2,0.0040715,2,1.77,3,0.1,0.118,0.128,0.01,3.105208681,F_sed_4m_R2_F3_06Jul20,1,1
