Reservoir,Site,DateTime,Depth_m,Chla_ugL,Pheo_ugL,Flag_Chla,Flag_Pheo
CCR,50,8/22/2018 12:00,6,6.2,3.4,0,0
FCR,50,8/3/2015 12:00,1.6,4.8,3.5,0,0
FCR,50,6/13/2016 12:00,5,9,3.5,0,0
FCR,50,5/28/2018 12:00,3.8,5.3,3.5,0,0
FCR,50,11/3/2021 0:00,1.6,17.18,3.5,0,0
FCR,50,10/5/2015 12:00,3.8,3.5,3.6,0,0
FCR,50,5/16/2016 12:00,5,8.2,3.6,0,0
BVR,50,10/11/2016 12:00,3,6.1,3.6,0,0
FCR,50,4/23/2018 12:00,5,8.4,3.6,0,0
BVR,50,9/7/2018 12:00,0.1,9.3,3.6,0,0
FCR,50,6/17/2019 12:00,5,4,3.6,0,0
FCR,50,11/2/2020 0:00,1.6,14.51,3.6,0,0
BVR,50,9/16/2020 0:00,1.6,21.13,3.6,0,0
FCR,50,9/28/2015 12:00,1.6,11.5,3.7,0,0
FCR,50,10/5/2015 12:00,5,6.7,3.7,0,0
FCR,50,7/18/2016 12:00,5,7.1,3.7,0,0
FCR,50,9/3/2018 12:00,0.1,6.2,3.7,0,0
BVR,50,10/26/2021 0:00,1.6,8.45,3.7,0,0
FCR,50,9/7/2015 12:00,9,8.6,3.8,0,0
FCR,50,5/30/2016 12:00,1.6,4.2,3.8,0,0
FCR,50,6/28/2016 12:00,1.6,5.2,3.8,0,0
BVR,50,6/30/2016 12:00,4,8.6,3.8,0,0
FCR,50,6/30/2016 12:00,4.1,6.9,3.9,0,0
FCR,50,7/2/2018 12:00,3.8,5,3.9,0,0
FCR,50,6/10/2019 12:00,5,3.2,3.9,0,0
CCR,50,7/11/2018 12:00,6,5.2,3.9,0,0
FCR,50,10/5/2015 12:00,9,3.5,4,0,0
GWR,50,6/22/2015 12:00,5,8.1,4,0,0
GWR,50,9/17/2015 12:00,12,11.5,4,0,0
FCR,50,7/11/2016 12:00,3.8,7.9,4,0,0
FCR,50,5/27/2019 12:00,5,3.6,4,0,0
FCR,50,11/2/2020 0:00,1.6,14.51,4,0,0
BVR,50,10/26/2021 0:00,1.6,7.59,4,0,0
FCR,50,10/19/2020 0:00,1.6,25.97,4.1,0,0
FCR,50,11/8/2021 0:00,1.6,21.19,4.1,0,0
GWR,50,8/15/2015 12:00,9,9.6,4.2,0,0
FCR,50,6/28/2016 12:00,5,6.9,4.2,0,0
FCR,50,7/5/2016 12:00,1.6,7.8,4.2,0,0
BVR,50,5/19/2016 12:00,7,8.6,4.2,0,0
BVR,50,6/28/2018 12:00,6,24.2,4.2,0,0
BVR,50,9/16/2020 0:00,1.6,26.78,4.2,0,0
BVR,50,6/28/2018 12:00,3,23.9,4.3,0,0
BVR,50,6/6/2019 12:00,9,37.5,4.3,0,0
FCR,50,7/15/2019 12:00,1.6,29.3,4.3,0,0
FCR,50,4/29/2019 12:00,3.8,4.1,4.3,0,0
BVR,50,9/4/2015 12:00,6,6.3,4.4,0,0
FCR,50,9/7/2015 12:00,5,28.8,4.4,0,0
FCR,50,4/29/2019 12:00,5,4.4,4.4,0,0
FCR,50,6/28/2016 12:00,3.8,6.1,4.5,0,0
BVR,50,7/19/2018 12:00,3,17.9,4.5,0,0
FCR,50,5/6/2019 12:00,5,4.9,4.5,0,0
CCR,50,7/10/2015 12:00,20,1.7,4.5,0,0
FCR,50,5/31/2016 12:00,6.2,4.8,4.6,0,0
BVR,50,8/9/2018 12:00,0.1,13.8,4.6,0,0
GWR,50,6/10/2015 12:00,5,2.3,4.7,0,0
FCR,50,7/18/2016 12:00,3.8,11.5,4.7,0,0
BVR,50,6/26/2016 12:00,6,9.2,4.7,0,0
FCR,50,7/11/2016 12:00,5,11.1,4.8,0,0
BVR,50,7/21/2016 12:00,5,17.6,4.8,3,3
BVR,50,6/28/2018 12:00,6,24.9,4.8,0,0
FCR,50,11/3/2021 0:00,1.6,16.19,4.8,0,0
BVR,50,7/12/2018 12:00,6,30.5,4.9,0,0
BVR,50,8/16/2018 12:00,0.1,16.7,4.9,0,0
FCR,50,7/12/2021 0:00,1.6,6.87,4.9,0,0
FCR,50,8/19/2019 12:00,1.6,27.5,5,0,0
FCR,50,10/7/2016 12:00,5,7.3,5.1,0,0
BVR,50,9/17/2016 12:00,3,12.8,5.1,0,0
FCR,50,7/30/2018 12:00,3.8,7.2,5.1,0,0
FCR,50,9/28/2015 12:00,5,8.1,5.2,0,0
FCR,50,5/23/2016 12:00,5,11.9,5.2,0,0
FCR,50,7/27/2016 12:00,7,24.9,5.2,3,3
BVR,50,6/2/2016 12:00,7,15.2,5.2,0,0
FCR,50,10/5/2015 12:00,6.2,5.8,5.3,0,0
FCR,50,10/7/2016 12:00,1.6,12.1,5.3,0,0
BVR,50,8/20/2015 12:00,0.1,7.5,5.4,0,0
BVR,50,9/18/2015 12:00,9,25,5.5,0,0
BVR,50,8/23/2018 12:00,6,35.2,5.5,0,0
CCR,50,5/22/2015 12:00,21,4,5.5,0,0
GWR,50,5/30/2015 12:00,5,8.1,5.6,0,0
FCR,50,5/23/2016 12:00,6,10.4,5.6,0,0
FCR,50,5/27/2019 12:00,5,8.5,5.6,0,0
BVR,50,9/18/2015 12:00,6,6.3,5.7,0,0
BVR,50,7/21/2016 12:00,7,74.7,5.7,3,3
FCR,50,8/13/2018 12:00,1,7.8,5.7,0,0
BVR,50,8/20/2015 12:00,9,38.4,5.8,0,0
FCR,50,6/30/2016 12:00,5,7.5,5.8,0,0
FCR,50,9/2/2016 12:00,1.6,10.6,5.9,0,0
BVR,50,5/30/2019 12:00,9,42.4,5.9,0,0
BVR,50,4/29/2019 12:00,6,23.3,5.9,0,0
FCR,50,7/5/2016 12:00,3.8,10.7,6,0,0
FCR,50,10/5/2015 12:00,1.6,7.7,6.1,0,0
FCR,50,9/30/2016 12:00,2,14.5,6.1,0,0
BVR,50,7/7/2016 12:00,5,13.4,6.1,0,0
BVR,50,7/26/2018 12:00,3,19,6.1,0,0
BVR,50,6/14/2018 12:00,3,13.5,6.2,0,0
FCR,50,8/28/2019 12:00,0.1,24.1,6.2,0,0
BVR,50,9/4/2015 12:00,12,26.9,6.3,0,0
SHR,50,9/9/2015 12:00,8,1.2,6.3,2,2
FCR,50,8/15/2016 12:00,3.8,10.8,6.3,3,3
FCR,50,8/19/2019 12:00,0.1,26.8,6.4,0,0
GWR,50,9/17/2015 12:00,8,11.5,6.5,0,0
CCR,50,6/26/2015 12:00,21,3.8,6.5,0,0
GWR,50,5/20/2015 12:00,5,10.4,6.6,0,0
GWR,50,8/3/2015 12:00,6,4.6,6.6,0,0
BVR,50,8/23/2016 12:00,4,17.5,6.7,0,0
FCR,50,9/14/2015 12:00,6.2,20.2,6.8,0,0
BVR,50,7/14/2016 12:00,4,13.8,6.8,0,0
FCR,50,9/20/2016 12:00,5,11.8,6.9,0,0
FCR,50,9/21/2015 12:00,6.2,23.1,7,0,0
BVR,50,9/27/2016 12:00,1.5,10.6,7,0,0
FCR,50,8/5/2019 12:00,3.8,11.7,7,0,0
FCR,50,6/27/2016 12:00,5,9.8,7.1,0,0
BVR,50,8/11/2016 12:00,7,55.7,7.1,3,3
FCR,50,6/27/2016 12:00,3.8,9.7,7.2,0,0
BVR,50,6/14/2018 12:00,3,13.5,7.2,0,0
BVR,50,8/16/2018 12:00,3,18.6,7.2,0,0
FCR,50,8/19/2019 12:00,5,20.6,7.3,0,0
FCR,50,9/20/2016 12:00,1.6,13.1,7.4,0,0
FCR,50,8/3/2015 12:00,6.2,17.3,7.6,0,0
FCR,50,6/20/2016 12:00,3.8,13.4,7.8,0,0
FCR,50,6/20/2016 12:00,5,12.3,7.8,0,0
BVR,50,9/27/2016 12:00,7,11,7.9,0,0
FCR,50,8/10/2015 12:00,6.2,15.9,8,0,0
FCR,50,9/14/2015 12:00,1.6,14.4,8.4,0,0
BVR,50,8/16/2018 12:00,6,53,8.4,0,0
FCR,50,8/24/2015 12:00,6.2,17.3,8.6,0,0
BVR,50,7/24/2016 12:00,6.8,41.2,8.6,3,3
BVR,50,6/20/2019 12:00,9,35.5,8.6,0,0
GWR,50,7/5/2015 12:00,5,12.1,9.1,0,0
BVR,50,8/2/2018 12:00,3,18.3,9.1,0,0
BVR,50,7/28/2016 12:00,7,33.4,9.3,3,3
FCR,50,9/30/2016 12:00,6,28.2,9.5,0,0
BVR,50,5/26/2016 12:00,9,56.7,9.5,0,0
BVR,50,5/29/2016 12:00,9,46.3,9.9,0,0
BVR,50,8/23/2018 12:00,0.1,13.3,10,0,0
FCR,50,9/7/2015 12:00,3.8,32.7,10.2,0,0
BVR,50,6/23/2016 12:00,9,48.1,10.2,0,0
BVR,50,5/31/2016 12:00,9,38,10.3,0,0
BVR,50,8/4/2016 12:00,7,68.8,10.6,3,3
BVR,50,6/13/2019 12:00,9,56.2,10.6,0,0
FCR,50,8/15/2016 12:00,5,25.9,10.7,3,3
BVR,50,6/8/2016 12:00,9,68.7,10.7,0,0
FCR,50,8/17/2015 12:00,6.2,24,11.3,0,0
FCR,50,9/21/2015 12:00,9,13,11.9,0,0
FCR,50,9/9/2016 12:00,3.8,20.8,11.9,0,0
BVR,50,10/2/2015 12:00,0.1,4.6,12.4,0,0
FCR,50,9/14/2015 12:00,5,28.8,12.7,0,0
FCR,50,8/1/2016 12:00,6.2,57.1,12.7,3,3
FCR,50,5/6/2019 12:00,3.8,19,12.7,0,0
FCR,50,8/8/2016 12:00,5,56.7,12.8,3,3
BVR,50,7/7/2016 12:00,9,93.6,12.9,0,0
FCR,50,8/19/2019 12:00,3.8,13.8,13.2,0,0
FCR,50,8/26/2016 12:00,3.8,16.1,13.3,3,3
BVR,50,6/28/2016 12:00,9,95.1,13.5,0,0
BVR,50,5/16/2019 12:00,6,40.9,13.7,0,0
BVR,50,8/13/2015 12:00,6,25.9,13.9,0,0
FCR,50,8/28/2019 12:00,3.8,31.6,14.1,0,0
FCR,50,9/2/2016 12:00,3.8,11.4,14.8,0,0
FCR,50,9/9/2016 12:00,5,21.8,14.8,0,0
BVR,50,7/14/2016 12:00,7.5,54.6,14.8,0,0
FCR,50,9/21/2015 12:00,5,57.6,15,0,0
BVR,50,8/23/2016 12:00,6.5,68.1,15,0,0
BVR,50,6/16/2016 12:00,9,76.7,15.1,0,0
BVR,50,7/3/2019 12:00,9,46.6,15.1,0,0
FCR,50,8/24/2015 12:00,5,69.2,15.2,0,0
FCR,50,8/10/2015 12:00,5,70.6,15.5,0,0
BVR,50,8/20/2015 12:00,6,34,15.8,0,0
BVR,50,6/26/2016 12:00,9,85.8,16.1,0,0
BVR,50,9/6/2016 12:00,7,31.5,16.1,0,0
FCR,50,9/7/2015 12:00,6.2,40.3,16.4,0,0
FCR,50,8/17/2015 12:00,5,33.6,16.9,0,0
FCR,50,8/26/2016 12:00,5,34.2,18.3,3,3
FCR,50,8/17/2015 12:00,3.8,26.5,20,0,0
FCR,50,9/28/2015 12:00,3.8,0,20.1,4,0
BVR,50,6/30/2016 12:00,9,158,22,0,0
FCR,50,8/10/2015 12:00,3.8,51.9,22.8,0,0
FCR,50,8/3/2015 12:00,5,71.1,23,0,0
FCR,50,8/24/2015 12:00,3.8,27.4,30.7,0,0
BVR,50,8/20/2015 12:00,12,54.8,32.4,0,0
FCR,50,8/3/2015 12:00,3.8,42.3,36.6,0,0
CLY,50,4/28/2014 12:00,0.1,11.5,NA,0,2
CLY,50,4/28/2014 12:00,5,10.9,NA,0,2
CLY,50,6/18/2014 12:00,0.1,13.2,NA,0,2
CLY,50,6/18/2014 12:00,6,19,NA,0,2
CLY,50,6/18/2014 12:00,30,3.5,NA,0,2
CLY,50,7/9/2014 12:00,0.1,37.4,NA,0,2
CLY,50,8/13/2014 12:00,0.1,15.5,NA,0,2
CLY,50,8/13/2014 12:00,7,16.1,NA,0,2
CLY,50,8/13/2014 12:00,34,5,NA,0,2
GWR,50,4/18/2014 12:00,0.1,6.3,NA,0,2
GWR,50,4/18/2014 12:00,5,5.8,NA,0,2
GWR,50,4/18/2014 12:00,10,1.7,NA,0,2
GWR,50,4/26/2014 12:00,0.1,6.3,NA,0,2
GWR,50,4/26/2014 12:00,4,8.1,NA,0,2
GWR,50,4/26/2014 12:00,10,2.3,NA,0,2
GWR,50,5/9/2014 12:00,0.1,5.2,NA,0,2
GWR,50,5/9/2014 12:00,5,2.9,NA,0,2
GWR,50,5/9/2014 12:00,10,22.4,NA,0,2
GWR,50,5/16/2014 12:00,0.1,10.4,NA,0,2
GWR,50,5/16/2014 12:00,5,9.8,NA,0,2
GWR,50,5/16/2014 12:00,10,3.5,NA,0,2
GWR,50,6/4/2014 12:00,0.1,2.9,NA,0,2
GWR,50,6/4/2014 12:00,5,10.9,NA,0,2
GWR,50,6/4/2014 12:00,12,5.2,NA,0,2
GWR,50,6/16/2014 12:00,0.1,1.2,NA,0,2
GWR,50,6/16/2014 12:00,5,8.1,NA,0,2
GWR,50,6/16/2014 12:00,12,8.6,NA,0,2
GWR,50,6/29/2014 12:00,0.1,8.6,NA,0,2
GWR,50,6/29/2014 12:00,5,12.7,NA,0,2
GWR,50,6/29/2014 12:00,12,6.3,NA,0,2
GWR,50,7/9/2014 12:00,0.1,6.3,NA,0,2
GWR,50,7/9/2014 12:00,6,21.3,NA,0,2
GWR,50,7/9/2014 12:00,12,7.5,NA,0,2
GWR,50,7/25/2014 12:00,0.1,8.1,NA,0,2
GWR,50,7/25/2014 12:00,5,8.1,NA,0,2
GWR,50,7/25/2014 12:00,12,13.2,NA,0,2
GWR,50,8/11/2014 12:00,0.1,24.2,NA,0,2
GWR,50,8/11/2014 12:00,5,20.7,NA,0,2
GWR,50,8/11/2014 12:00,10,16.3,NA,0,2
GWR,50,8/22/2014 12:00,0.1,10.4,NA,0,2
GWR,50,8/22/2014 12:00,5,19,NA,0,2
GWR,50,8/22/2014 12:00,10,18.2,NA,0,2
GWR,50,9/7/2014 12:00,0.1,6.3,NA,0,2
GWR,50,9/7/2014 12:00,5,28.2,NA,0,2
GWR,50,9/7/2014 12:00,12,32.8,NA,0,2
GWR,50,9/30/2014 12:00,0.1,14.4,NA,0,2
GWR,50,9/30/2014 12:00,5,16.1,NA,0,2
GWR,50,9/30/2014 12:00,12,54.1,NA,0,2
SHR,50,5/2/2014 12:00,0.1,0.6,NA,0,2
SHR,50,5/2/2014 12:00,5,0.6,NA,0,2
SHR,50,5/2/2014 12:00,14,1.2,NA,0,2
SHR,50,5/8/2014 12:00,0.1,1.2,NA,0,2
SHR,50,5/8/2014 12:00,8,0.6,NA,0,2
SHR,50,5/8/2014 12:00,14,0.6,NA,0,2
SHR,50,5/30/2014 12:00,0.1,0.6,NA,0,2
SHR,50,5/30/2014 12:00,8,2.9,NA,0,2
SHR,50,5/30/2014 12:00,25,1.2,NA,0,2
SHR,50,6/12/2014 12:00,0.1,1.2,NA,0,2
SHR,50,6/12/2014 12:00,8,2.9,NA,0,2
SHR,50,6/12/2014 12:00,28,1.7,NA,0,2
SHR,50,7/10/2014 12:00,0.1,1.7,NA,0,2
SHR,50,7/10/2014 12:00,7,1.7,NA,0,2
SHR,50,7/10/2014 12:00,28,0.6,NA,0,2
SHR,50,7/24/2014 12:00,0.1,1.7,NA,0,2
SHR,50,7/24/2014 12:00,7,1.2,NA,0,2
SHR,50,7/24/2014 12:00,28,1.7,NA,0,2
SHR,50,8/7/2014 12:00,0.1,1.2,NA,0,2
SHR,50,8/7/2014 12:00,7,1.7,NA,0,2
SHR,50,8/7/2014 12:00,28,0.6,NA,0,2
SHR,50,9/5/2014 12:00,0.1,1.2,NA,0,2
SHR,50,9/5/2014 12:00,7,1.7,NA,0,2
SHR,50,9/5/2014 12:00,28,0,NA,0,2
SHR,50,10/3/2014 12:00,0.1,2.9,NA,0,2
SHR,50,10/3/2014 12:00,8,5.2,NA,0,2
SHR,50,10/3/2014 12:00,28,0.6,NA,0,2
SHR,50,10/24/2014 12:00,0.1,2.3,NA,0,2
SHR,50,10/24/2014 12:00,7,2.9,NA,0,2
SHR,50,10/24/2014 12:00,28,0,NA,0,2
SML,50,5/6/2014 12:00,0.1,35.7,NA,0,2
SML,50,5/6/2014 12:00,8,8.1,NA,0,2
SML,50,5/6/2014 12:00,30,2.3,NA,0,2
SML,50,6/3/2014 12:00,0.1,8.6,NA,0,2
SML,50,6/3/2014 12:00,0.1,10.4,NA,0,2
SML,50,6/3/2014 12:00,8,13.8,NA,0,2
SML,50,6/3/2014 12:00,8,6.3,NA,0,2
SML,50,6/3/2014 12:00,25,1.2,NA,0,2
SML,50,6/10/2014 12:00,0.1,2.9,NA,0,2
SML,50,6/10/2014 12:00,8,9.2,NA,0,2
SML,50,6/24/2014 12:00,0.1,2.9,NA,0,2
SML,50,6/24/2014 12:00,7,2.9,NA,0,2
SML,50,6/24/2014 12:00,25,2.3,NA,0,2
SML,50,7/8/2014 12:00,0.1,4.6,NA,0,2
SML,50,7/8/2014 12:00,7,5.2,NA,0,2
SML,50,7/8/2014 12:00,25,1.7,NA,0,2
SML,50,7/22/2014 12:00,0.1,5.2,NA,0,2
SML,50,7/22/2014 12:00,7,4,NA,0,2
SML,50,7/22/2014 12:00,25,3.5,NA,0,2
SML,50,8/5/2014 12:00,0.1,4.6,NA,0,2
SML,50,8/5/2014 12:00,6,4.6,NA,0,2
SML,50,8/5/2014 12:00,28,0.6,NA,0,2
SML,50,8/19/2014 12:00,0.1,7.5,NA,0,2
SML,50,8/19/2014 12:00,7,2.3,NA,0,2
SML,50,8/19/2014 12:00,25,1.2,NA,0,2
SML,50,9/23/2014 12:00,0.1,13.2,NA,0,2
SML,50,9/23/2014 12:00,8,5.1,NA,0,2
SML,50,9/23/2014 12:00,28,1.2,NA,0,2
SHR,50,8/7/2015 12:00,8,1.2,NA,2,2
SHR,50,8/26/2015 12:00,0.1,1.2,NA,2,2
BVR,50,9/17/2016 12:00,6,130.7,NA,0,2
BVR,50,10/11/2016 12:00,9,74.8,NA,0,2
BVR,1,4/29/2019 12:00,0.1,2,NA,0,2
BVR,100,4/29/2019 12:00,0.1,0.3,NA,0,2
BVR,20,4/29/2019 12:00,0.1,1.7,NA,0,2
BVR,200,4/29/2019 12:00,0.1,1.3,NA,0,2
BVR,30,4/29/2019 12:00,0.1,1.8,NA,0,2
BVR,45,4/29/2019 12:00,0.1,2.7,NA,0,2
BVR,50,4/29/2019 12:00,0.1,2.7,NA,0,2
FCR,1,4/29/2019 12:00,0.1,1.3,NA,0,2
FCR,100,4/29/2019 12:00,0.1,1.1,NA,0,2
FCR,101,4/29/2019 12:00,0.1,1.5,NA,0,2
FCR,102,4/29/2019 12:00,0.1,2,NA,0,2
FCR,20,4/29/2019 12:00,0.1,1.8,NA,0,2
FCR,200,4/29/2019 12:00,0.1,0.7,NA,0,2
FCR,30,4/29/2019 12:00,0.1,2,NA,0,2
FCR,45,4/29/2019 12:00,0.1,2,NA,0,2
FCR,50,4/29/2019 12:00,0.1,1.8,NA,0,2
FCR,99,4/29/2019 12:00,0.1,0.7,NA,0,2
BVR,1,5/30/2019 12:00,0.1,1,NA,0,2
BVR,100,5/30/2019 12:00,0.1,0.5,NA,0,2
BVR,20,5/30/2019 12:00,0.1,1.5,NA,0,2
BVR,200,5/30/2019 12:00,0.1,1.7,NA,0,2
BVR,30,5/30/2019 12:00,0.1,1.7,NA,0,2
BVR,45,5/30/2019 12:00,0.1,1,NA,0,2
BVR,50,5/30/2019 12:00,0.1,1.4,NA,0,2
FCR,1,5/30/2019 12:00,0.1,0.9,NA,0,2
FCR,100,5/30/2019 12:00,0.1,0.5,NA,0,2
FCR,101,5/30/2019 12:00,0.1,0.5,NA,0,2
FCR,102,5/30/2019 12:00,0.1,0.9,NA,0,2
FCR,20,5/30/2019 12:00,0.1,4.8,NA,0,2
FCR,200,5/30/2019 12:00,0.1,0.7,NA,0,2
FCR,30,5/30/2019 12:00,0.1,4.6,NA,0,2
FCR,45,5/30/2019 12:00,0.1,4.6,NA,0,2
FCR,50,5/30/2019 12:00,0.1,3.8,NA,0,2
FCR,99,5/30/2019 12:00,0.1,0.5,NA,0,2
BVR,1,6/27/2019 12:00,0.1,0.9,NA,0,2
BVR,100,6/27/2019 12:00,0.1,0.3,NA,0,2
BVR,20,6/27/2019 12:00,0.1,1.4,NA,0,2
BVR,200,6/27/2019 12:00,0.1,0.5,NA,0,2
BVR,30,6/27/2019 12:00,0.1,1.1,NA,0,2
BVR,45,6/27/2019 12:00,0.1,1.1,NA,0,2
BVR,50,6/27/2019 12:00,0.1,0.9,NA,0,2
FCR,1,6/27/2019 12:00,0.1,2.2,NA,0,2
FCR,100,6/27/2019 12:00,0.1,0.3,NA,0,2
FCR,101,6/27/2019 12:00,0.1,0.4,NA,0,2
FCR,102,6/27/2019 12:00,0.1,0.4,NA,0,2
FCR,20,6/27/2019 12:00,0.1,9.6,NA,0,2
FCR,200,6/27/2019 12:00,0.1,0.4,NA,0,2
FCR,30,6/27/2019 12:00,0.1,8.6,NA,0,2
FCR,45,6/27/2019 12:00,0.1,10.1,NA,0,2
FCR,50,6/27/2019 12:00,0.1,7.2,NA,0,2
FCR,99,6/27/2019 12:00,0.1,0.3,NA,0,2
BVR,1,7/18/2019 12:00,0.1,1.7,NA,0,2
BVR,100,7/18/2019 12:00,0.1,0.1,NA,1,2
BVR,20,7/18/2019 12:00,0.1,2.1,NA,0,2
BVR,200,7/18/2019 12:00,0.1,1.2,NA,0,2
BVR,30,7/18/2019 12:00,0.1,2.3,NA,0,2
BVR,45,7/18/2019 12:00,0.1,1.8,NA,0,2
BVR,50,7/18/2019 12:00,0.1,1.5,NA,0,2
FCR,1,7/18/2019 12:00,0.1,2,NA,0,2
FCR,100,7/18/2019 12:00,0.1,0.3,NA,0,2
FCR,101,7/18/2019 12:00,0.1,0.2,NA,1,2
FCR,20,7/18/2019 12:00,0.1,18.2,NA,0,2
FCR,200,7/18/2019 12:00,0.1,1.1,NA,0,2
FCR,30,7/18/2019 12:00,0.1,17.2,NA,0,2
FCR,45,7/18/2019 12:00,0.1,14.1,NA,0,2
FCR,50,7/18/2019 12:00,0.1,15.1,NA,0,2
FCR,99,7/18/2019 12:00,0.1,0.2,NA,1,2
FCR,102,7/22/2019 12:00,0.1,0.3,NA,0,2
BVR,1,8/22/2019 12:00,0.1,5.8,NA,0,2
BVR,100,8/22/2019 12:00,0.1,0.5,NA,0,2
BVR,20,8/22/2019 12:00,0.1,5.9,NA,0,2
BVR,200,8/22/2019 12:00,0.1,1.3,NA,0,2
BVR,30,8/22/2019 12:00,0.1,6.4,NA,0,2
BVR,45,8/22/2019 12:00,0.1,4.4,NA,0,2
BVR,50,8/22/2019 12:00,0.1,4.6,NA,0,2
FCR,1,8/22/2019 12:00,0.1,6.2,NA,0,2
FCR,100,8/22/2019 12:00,0.1,1,NA,0,2
FCR,101,8/22/2019 12:00,0.1,1.6,NA,0,2
FCR,102,8/22/2019 12:00,0.1,0.1,NA,1,2
FCR,20,8/22/2019 12:00,0.1,41.5,NA,0,2
FCR,200,8/22/2019 12:00,0.1,0.7,NA,0,2
FCR,30,8/22/2019 12:00,0.1,36.7,NA,0,2
FCR,45,8/22/2019 12:00,0.1,36.1,NA,0,2
FCR,50,8/22/2019 12:00,0.1,35.8,NA,0,2
FCR,99,8/22/2019 12:00,0.1,0.6,NA,0,2
BVR,1,9/20/2019 12:00,0.1,10,NA,0,2
BVR,1,9/20/2019 12:00,0.1,10.7,NA,0,2
BVR,20,9/20/2019 12:00,0.1,13.7,NA,0,2
BVR,20,9/20/2019 12:00,0.1,11.7,NA,0,2
BVR,30,9/20/2019 12:00,0.1,13.7,NA,0,2
BVR,30,9/20/2019 12:00,0.1,14.8,NA,0,2
BVR,45,9/20/2019 12:00,0.1,8.6,NA,0,2
BVR,45,9/20/2019 12:00,0.1,8.9,NA,0,2
BVR,50,9/20/2019 12:00,0.1,10.1,NA,0,2
BVR,50,9/20/2019 12:00,0.1,10.2,NA,0,2
FCR,20,9/20/2019 12:00,0.1,24.7,NA,0,2
FCR,20,9/20/2019 12:00,0.1,25.1,NA,0,2
FCR,30,9/20/2019 12:00,0.1,26.5,NA,0,2
FCR,45,9/20/2019 12:00,0.1,23.8,NA,0,2
FCR,45,9/20/2019 12:00,0.1,17.9,NA,0,2
FCR,50,9/20/2019 12:00,0.1,29.4,NA,0,2
FCR,50,9/20/2019 12:00,0.1,26,NA,0,2
BVR,1,10/4/2019 12:00,0.1,12.7,NA,0,2
BVR,100,10/4/2019 12:00,0.1,1.1,NA,0,2
BVR,20,10/4/2019 12:00,0.1,14.1,NA,0,2
BVR,200,10/4/2019 12:00,0.1,1.3,NA,0,2
BVR,30,10/4/2019 12:00,0.1,15.8,NA,0,2
BVR,45,10/4/2019 12:00,0.1,8.2,NA,0,2
BVR,50,10/4/2019 12:00,0.1,8.6,NA,0,2
FCR,1,10/4/2019 12:00,0.1,1.8,NA,0,2
FCR,100,10/4/2019 12:00,0.1,0.3,NA,0,2
FCR,101,10/4/2019 12:00,0.1,0.2,NA,0,2
FCR,102,10/4/2019 12:00,0.1,0.3,NA,0,2
FCR,20,10/4/2019 12:00,0.1,36.4,NA,0,2
FCR,200,10/4/2019 12:00,0.1,1.5,NA,0,2
FCR,30,10/4/2019 12:00,0.1,39.1,NA,0,2
FCR,45,10/4/2019 12:00,0.1,39.5,NA,0,2
FCR,50,10/4/2019 12:00,0.1,38.7,NA,0,2
FCR,99,10/4/2019 12:00,0.1,0.3,NA,0,2
CCR,50,4/20/2014 12:00,0.1,4,NA,0,2
CCR,50,4/20/2014 12:00,5,7.5,NA,0,2
CCR,50,4/20/2014 12:00,14,9.2,NA,0,2
CCR,50,5/2/2014 12:00,0.1,5.2,NA,0,2
CCR,50,5/2/2014 12:00,5,6.9,NA,0,2
CCR,50,5/2/2014 12:00,14,4,NA,0,2
CCR,50,5/8/2014 12:00,0.1,4,NA,0,2
CCR,50,5/8/2014 12:00,6,8.6,NA,0,2
CCR,50,5/8/2014 12:00,14,8.1,NA,0,2
CCR,50,5/15/2014 12:00,0.1,3.5,NA,0,2
CCR,50,5/15/2014 12:00,6,4,NA,0,2
CCR,50,5/15/2014 12:00,14,3.5,NA,0,2
CCR,50,5/27/2014 12:00,0.1,2.3,NA,0,2
CCR,50,5/27/2014 12:00,6,9.8,NA,0,2
CCR,50,5/27/2014 12:00,14,8.1,NA,0,2
CCR,50,6/4/2014 12:00,0.1,1.7,NA,0,2
CCR,50,6/4/2014 12:00,6,3.5,NA,0,2
CCR,50,6/4/2014 12:00,20,3.5,NA,0,2
CCR,50,6/12/2014 12:00,0.1,3.5,NA,0,2
CCR,50,6/12/2014 12:00,6,6.3,NA,0,2
CCR,50,6/12/2014 12:00,20,2.3,NA,0,2
CCR,50,7/3/2014 12:00,0.1,1.2,NA,0,2
CCR,50,7/3/2014 12:00,6,6.9,NA,0,2
CCR,50,7/3/2014 12:00,20,9.8,NA,0,2
CCR,50,7/10/2014 12:00,0.1,4,NA,0,2
CCR,50,7/10/2014 12:00,6,10.9,NA,0,2
CCR,50,7/10/2014 12:00,20,17.3,NA,0,2
CCR,50,7/24/2014 12:00,0.1,2.9,NA,0,2
CCR,50,7/24/2014 12:00,6,10.4,NA,0,2
CCR,50,7/24/2014 12:00,20,23,NA,0,2
CCR,50,8/7/2014 12:00,0.1,2.9,NA,0,2
CCR,50,8/7/2014 12:00,6,10.9,NA,0,2
CCR,50,8/7/2014 12:00,20,23,NA,0,2
CCR,50,8/21/2014 12:00,0.1,3.5,NA,0,2
CCR,50,8/21/2014 12:00,6,8.6,NA,0,2
CCR,50,8/21/2014 12:00,19,10.4,NA,0,2
CCR,50,9/5/2014 12:00,0.1,2.3,NA,0,2
CCR,50,9/5/2014 12:00,6,15,NA,0,2
