Sample_Date,Reservoir,Site,Depth_m,TNa_ppb,SNa_ppb,TMg_ppb,SMg_ppb,TSi_ppb,SSi_ppb,TP_ppb,SP_ppb,TS_ppm,SS_ppm,TFe_ppb,SFe_ppb,TMn_ppb,SMn_ppb
2022-06-20,FCR,50,8,"2,870.70","2,851.60","1,149.80","1,149.90","7,019.10","6,927.90",28.9,-2.1,-0.1,-0.2,"2,874.10",199.3,"1,145.90","1,018.60"
2022-06-20,FCR,50,9,"2,904.30","2,899.10","1,189.50","1,179.10","7,077.50","7,038.00",31.4,-0.2,-0.1,-0.1,"7,430.70","5,499.20","1,631.30","1,586.00"
2022-06-20,FCR,100,0.1,,"2,168.80",,707.9,,"6,021.50",,0.6,,-0.5,,202.1,,4.6
2022-06-20,FCR,200,0.1,,"3,373.20",,"1,358.50",,"11,084.60",,15.4,,0.1,,"1,066.50",,62.1
2022-06-20,BVR,50,0.1,"2,096.00","2,078.00",653.6,611.2,"5,785.70","5,660.00",9.3,1.9,0,-0.6,649.3,404.3,42.3,15.9
2022-06-20,BVR,50,3,,"2,088.60",,642.3,,"5,665.10",,-1,,-0.5,,320,,18.1
2022-06-20,BVR,50,6,"2,036.10","2,026.50",748.2,757.2,"6,121.00","6,153.10",19.7,7.8,-0.8,-0.6,"8,134.70","8,166.50",844.2,847
2022-06-20,BVR,50,9,,"2,030.40",,741,,"6,373.40",,26,,-0.6,,"12,751.80",,871.6
2022-06-27,FCR,50,0.1,"2,482.10","2,441.40",867,826.7,"6,750.90","6,701.80",19.2,2.9,1,1,549.8,379.9,25.9,11.3
2022-06-27,FCR,50,1.6,"2,463.50","2,451.00",878.4,854.2,"6,745.00","6,812.60",16,2.3,0.6,0.5,699.7,343.4,23,6.8
2022-06-27,FCR,50,3.8,"2,923.20","2,965.60","1,114.40","1,122.10","7,416.90","7,418.20",18.4,6.3,0.6,0.4,"2,128.20","1,716.40",372.9,371.4
2022-06-27,FCR,50,5,"2,935.60","2,928.60","1,143.70","1,139.90","7,442.00","7,480.70",26.4,7.3,0.3,0.3,"3,388.60","2,593.60",659.2,573.5
2022-06-27,FCR,50,6.2,"2,968.80","2,953.50","1,177.50","1,180.40","7,262.10","7,172.70",21.5,-0.5,0.2,0.3,"3,594.40",182.7,919.2,918.5
2022-06-27,FCR,50,8,"3,004.80","2,984.30","1,197.10","1,192.30","7,375.00","7,162.80",19.5,-1.6,0.2,0.1,"3,727.60",171.8,959.3,927.2
2022-06-27,FCR,50,9,"2,942.40","2,942.40","1,159.30","1,168.40","7,216.80","7,127.30",22.3,-1.4,0.3,0.1,"3,522.80",167,886.3,877.9
2022-06-27,FCR,100,0.1,,"2,251.20",,777.3,,"6,238.10",,0.7,,-0.1,,207.5,,7.5
2022-06-27,FCR,200,0.1,,"3,636.80",,"1,476.80",,"11,721.30",,13.9,,0.3,,781.4,,65.9
2022-06-27,BVR,50,0.1,"2,249.40","2,185.40",685.5,611.6,"6,020.10","5,880.30",10.8,2,-0.1,-0.3,796,485.3,58.1,25.6
2022-06-27,BVR,50,3,"2,205.30","2,227.60",731,716,"5,948.10","5,877.00",14.4,1.4,0,-0.3,705.3,344.8,129.3,86.5
2022-06-27,BVR,50,6,"2,162.90","2,142.70",794.2,779.4,"6,293.90","6,247.90",22.1,9.5,-0.6,-0.6,"8,856.00","8,585.70",911.2,895
2022-06-27,BVR,50,9,"2,114.00","2,238.90",784.1,781.2,"6,594.90","6,532.70",45.3,31.1,-0.6,-0.6,"13,246.80","12,911.10",947.6,936.6
2022-07-05,FCR,50,0.1,"2,451.60","2,472.50",868,802.8,"6,941.00","6,891.50",23.7,5.7,0.5,0.4,633.3,533.4,30.9,20.1
2022-07-05,FCR,50,1.6,"2,496.30","2,516.80",919.8,928.1,"6,968.60","6,957.90",22.5,4,0.5,0.3,756.2,364.7,82.6,68.2
2022-07-05,FCR,50,3.8,"2,876.70","2,896.90","1,104.80","1,095.40","7,433.80","7,451.50",28,6.5,0.3,0.3,"2,618.90","1,963.20",443.6,420.3
2022-07-05,FCR,50,5,"2,920.20","2,855.60","1,168.90","1,128.40","7,339.50","7,089.10",34.8,8,0.3,0.2,"3,161.10","1,376.30",879.6,787.5
2022-07-05,FCR,50,6.2,"2,920.20","2,883.80","1,160.40","1,161.70","7,363.40","7,157.00",39.1,5.1,0.1,0,"3,280.80",927.4,819.7,820.3
2022-07-05,FCR,50,8,"2,903.70","2,932.20","1,169.70","1,174.10","7,193.40","7,152.10",30.1,-1.3,0,-0.1,"3,036.60",136.7,910.9,907.4
2022-07-05,FCR,50,9,"2,912.30","2,922.60","1,177.60","1,172.40","7,193.20","7,076.90",31.5,-1.3,0.1,-0.1,"3,107.80",124.7,957.8,926.9
2022-07-05,FCR,100,0.1,"3,281.50","3,298.90","1,116.80","1,118.60","9,802.20","9,874.20",9.5,6.5,-0.2,-0.2,181.6,88.6,113.9,105.6
2022-07-05,BVR,50,0.1,,"2,268.60",,627.5,,"5,964.70",,7.5,,0,,720.6,,16.4
2022-07-05,BVR,50,3,"2,174.80","2,133.10",744.6,713.4,"6,023.90","5,705.50",28.5,4.8,0,-0.1,950.5,322.2,348.6,309
2022-07-05,BVR,50,6,"2,040.60","2,081.20",763.4,759.4,"6,342.20","6,296.60",43.2,23,-0.5,-0.4,"11,363.60","11,295.30",940.6,946.2
2022-07-05,BVR,50,9,"2,072.30","2,022.50",772.5,753.7,"6,690.40","6,529.40",100.5,74.5,-0.7,-0.8,"16,806.80","16,360.20",984.5,967.4
2022-07-11,FCR,50,0.1,"2,438.30","2,603.00",877.9,864.4,"6,883.10","6,949.80",13.6,3.7,-0.4,-0.4,785.5,616.9,50.2,23.9
2022-07-11,FCR,50,1.6,"2,429.50","2,461.10",873.4,867.5,"6,896.80","6,950.60",17,3.5,-0.2,-0.3,805.2,576.1,55.7,32
2022-07-11,FCR,50,3.8,"2,782.90","2,797.30","1,059.20","1,050.70","7,442.10","7,349.70",32.9,5.2,-0.1,-0.2,"2,591.00","1,499.70",363.2,357.7
2022-07-11,FCR,50,5,"3,002.50","2,994.80","1,187.50","1,166.20","7,660.30","7,495.50",57.2,14.8,0.3,-0.3,"4,777.50","3,495.70",756.4,764.5
2022-07-11,FCR,50,6.2,"2,929.90","2,939.70","1,172.50","1,159.80","7,325.70","7,188.00",33.2,0,-0.2,-0.2,"2,830.90",352.2,875.3,859.7
2022-07-11,FCR,50,8,"2,930.40","2,934.80","1,183.40","1,186.30","7,273.10","7,197.60",32.2,-1,-0.1,-0.1,"2,677.70",39.1,963.5,959.4
2022-07-11,FCR,50,9,"2,937.60","3,038.20","1,182.40","1,184.40","7,267.90","7,202.10",30.2,0.4,-0.2,0.3,"2,678.40",69.2,956.7,941.9
2022-07-11,BVR,50,0.1,"2,263.90","2,282.60",723.9,721,"6,117.60","6,120.60",9.1,0.8,0,0.2,961.3,315.5,102.8,12.7
2022-07-11,BVR,50,3,"2,178.80","2,213.30",765.7,763.9,"5,993.50","6,016.60",15.2,0.1,-0.2,-0.1,826.6,162.4,454.5,389.5
2022-07-11,BVR,50,6,"2,108.20","2,126.50",779.1,785.4,"6,462.00","6,494.30",29.9,13,-0.5,-0.5,"9,915.70","9,707.60",924.2,923.3
2022-07-11,BVR,50,9,"2,094.20","2,115.20",786.2,790.5,"6,771.70","6,764.00",65,43.3,-0.7,-0.7,"15,881.90","15,608.10","1,006.00","1,004.50"
2022-07-18,FCR,50,0.1,"2,530.10","2,522.70",909.1,883.8,"7,238.80","7,150.70",16.7,5.6,-0.3,-0.3,696.4,538.3,31,7.9
2022-07-18,FCR,50,1.6,"2,488.40","2,518.60",917.2,913.9,"7,261.80","7,247.00",18.4,5.4,-0.2,-0.2,781.4,485.3,31.4,6.2
2022-07-18,FCR,50,3.8,"2,815.20","2,863.90","1,082.10","1,083.70","7,666.50","7,622.90",22.8,2.3,-0.2,-0.2,"3,203.60","2,297.40",416.7,427.8
2022-07-18,FCR,50,5,"3,075.80","2,989.20","1,171.20","1,168.90","7,672.20","7,561.80",39.8,3.1,-0.1,-0.3,"3,872.20","2,371.00",749.7,747.3
2022-07-18,FCR,50,6.2,"2,953.90","2,964.70","1,204.70","1,189.70","7,431.70","7,364.00",30.6,-1.2,-0.2,-0.3,"2,728.80",136.8,986.8,967.6
2022-07-18,FCR,50,8,"2,969.30","2,956.00","1,195.30","1,184.50","7,524.20","7,375.30",32.4,0.4,-0.1,-0.3,"2,842.40",405.3,959.9,936.5
2022-07-18,FCR,50,9,"2,953.40","2,970.90","1,194.10","1,209.40","7,513.80","7,418.30",33.2,-0.7,-0.2,-0.2,"2,973.60",566.4,954.5,937.4
2022-07-18,FCR,100,0.1,"3,553.50","3,475.40","1,093.10","1,072.10","10,793.60","10,635.70",15.4,14.3,-0.3,-0.1,124.6,75,66.2,69.8
2022-07-18,FCR,200,0.1,,"3,699.40",,"1,602.20",,"11,882.40",,23.9,,-0.1,,"1,417.90",,85.3
