Reservoir,Site,Depth_m,Filter,DataStream,Sample_ID,Sample_Date,start_parameter,end_parameter,flag,notes
FCR,100.1,0.1,T,Metals,29,11/9/2020,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,11/8/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,11/8/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,11/22/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,11/22/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,11/8/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,11/8/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,11/16/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,11/16/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,11/28/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,11/28/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,12/6/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,12/12/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,12/12/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,12/4/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,12/4/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,S,Metals,16,12/4/2023,Na_mgL,Na_mgL,6,observation seems abnormally high.
FCR,50,1.6,S,Metals,4,1/29/2024,Cu_mgL,Cu_mgL,6,observation seems abnormally high.
FCR,100,0.1,S,Metals,16,1/29/2024,Na_mgL,Na_mgL,6,observation seems abnormally high.
FCR,50,8,S,Metals,12,3/18/2024,Al_mgL,Al_mgL,6,observation seems abnormally high.
FCR,50,5,T,Metals,7,5/13/2024,K_mgL,K_mgL,6,observation seems abnormally high.
FCR,50,3.8,S,Metals,6,5/13/2024,K_mgL,K_mgL,6,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,5/13/2024,Mg_mgL,Mg_mgL,6,observation seems abnormally high.
FCR,100,0.1,S,Metals,16,5/13/2024,Mg_mgL,Mg_mgL,6,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,5/13/2024,Fe_mgL,Fe_mgL,6,observation seems abnormally high.
FCR,100,0.1,S,Metals,16,5/13/2024,Fe_mgL,Fe_mgL,6,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,5/13/2024,Mn_mgL,Mn_mgL,6,observation seems abnormally high.
FCR,100,0.1,S,Metals,16,5/13/2024,Mn_mgL,Mn_mgL,6,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,7/15/2024,Cu_mgL,Cu_mgL,6,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,9/2/2024,Cu_mgL,Cu_mgL,6,observation seems abnormally high.
BVR,50,6,T,Metals,23,10/7/2024,Ca_mgL,Ca_mgL,6,observation seems abnormally high.
BVR,50,6,S,Metals,24,10/7/2024,Ca_mgL,Ca_mgL,6,observation seems abnormally high.
BVR,50,6,T,Metals,23,8/19/2024,Fe_mgL,Fe_mgL,6,observation seems abnormally high.
BVR,50,0.1,S,Metals,20,6/3/2024,Cu_mgL,Cu_mgL,6,observation seems abnormally high.
FCR,100,0.1,T,Metals,15,6/3/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,6/3/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,6/3/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/15/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/15/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,7/22/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/29/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/29/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/19/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/19/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,17,9/2/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,9/2/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,9/2/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,9/9/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,9/9/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,9/17/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,10/1/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,29,10/15/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,30,10/15/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
BVR,50,10,T,Metals,67,10/21/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,10/29/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,10/29/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,11/19/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,11/19/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,12/3/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,12/3/2024,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,1,0.1,S,Metals,72,8/12/2024,Fe_mgL,Fe_mgL,6,observation seems abnormally high.
FCR,50,5,S,Metals,8,3/4/2025,K_mgL,K_mgL,6,observation seems abnormally low.
CCR,50,21,T,Metals,57,7/23/2025,Na_mgL,Na_mgL,6,observation seems abnormally high.
FCR,50,9,T,Metals,13,7/28/2025,Fe_mgL,Fe_mgL,6,observation seems abnormally high.
CCR,50,0.1,S,Metals,38,12/2/2025,Na_mgL,Na_mgL,6,observation seems abnormally high.
CCR,50,0.1,S,Metals,38,12/2/2025,Mg_mgL,Mg_mgL,6,observation seems abnormally low.
CCR,50,0.1,S,Metals,38,12/2/2025,Ca_mgL,Ca_mgL,6,observation seems abnormally low.
CCR,50,0.1,S,Metals,38,12/2/2025,Sr_mgL,Sr_mgL,6,observation seems abnormally low.
CCR,50,0.1,S,Metals,38,12/2/2025,Ba_mgL,Ba_mgL,6,observation seems abnormally low.
