"Reservoir","Site","DateTime","StartDepth_m","EndDepth_m","Rep","CollectionMethod","InitialSampleVolume_mL","Subsample","SubsampleVolume_mL","Zooplankton_No."
"BVR",50,2019-07-25 12:00:00,10,0,"1","Tow",1000,"A",1,258
"BVR",50,2019-07-25 12:00:00,10,0,"1","Tow",1000,"B",1,299
"BVR",50,2019-07-25 12:00:00,10,0,"1","Tow",1000,"C",1,324
"BVR",50,2019-07-25 12:00:00,4,0,"4","Tow",700,"A",1,28
"BVR",50,2019-07-25 12:00:00,4,0,"4","Tow",700,"B",2,69
"BVR",50,2019-07-25 12:00:00,4,0,"4","Tow",700,"C",1,22
"BVR",50,2019-07-25 12:00:00,4,0,"1","Tow",700,"A",2,55
"BVR",50,2019-07-25 12:00:00,4,0,"1","Tow",700,"B",2,63
"BVR",50,2019-07-25 12:00:00,4,0,"1","Tow",700,"C",1,13
"BVR",50,2019-07-25 12:00:00,4,0,"1","Tow",700,"D",1,29
"BVR",50,2019-07-25 12:00:00,4,0,"2","Tow",700,"A",2,79
"BVR",50,2019-07-25 12:00:00,4,0,"2","Tow",700,"B",2,59
"BVR",50,2019-07-25 12:00:00,4,0,"2","Tow",700,"C",1,26
"BVR",50,2019-07-24 12:00:00,4,0,"1","Tow",700,"A",2,24
"BVR",50,2019-07-24 12:00:00,4,0,"1","Tow",700,"B",4,54
"BVR",50,2019-07-24 12:00:00,4,0,"1","Tow",700,"C",4,56
"BVR",50,2019-07-24 12:00:00,4,0,"2","Tow",700,"A",3,57
"BVR",50,2019-07-24 12:00:00,4,0,"2","Tow",700,"B",2,42
"BVR",50,2019-07-24 12:00:00,4,0,"2","Tow",700,"C",2,21
"BVR",50,2019-07-24 12:00:00,4,0,"2","Tow",700,"D",2,34
"BVR",50,2019-07-25 04:20:00,4,0,"2","Tow",1000,"A",1,28
"BVR",50,2019-07-25 04:20:00,4,0,"2","Tow",1000,"B",2,86
"BVR",50,2019-07-25 04:20:00,4,0,"2","Tow",1000,"C",1,82
"BVR",50,2019-07-25 04:20:00,4,0,"1","Tow",1000,"A",2,39
"BVR",50,2019-07-25 04:20:00,4,0,"1","Tow",1000,"B",2,57
"BVR",50,2019-07-25 04:20:00,4,0,"1","Tow",1000,"C",2,44
"BVR",50,2019-07-25 05:20:00,4,0,"1","Tow",1000,"A",2,96
"BVR",50,2019-07-25 05:20:00,4,0,"1","Tow",1000,"B",2,70
"BVR",50,2019-07-25 05:20:00,4,0,"1","Tow",1000,"C",1,58
"BVR",50,2019-07-25 05:20:00,4,0,"2","Tow",1000,"A",1,29
"BVR",50,2019-07-25 05:20:00,4,0,"2","Tow",1000,"B",1,37
"BVR",50,2019-07-25 05:20:00,4,0,"2","Tow",1000,"C",1,34
"BVR",50,2019-07-25 06:20:00,4,0,"1","Tow",1000,"A",2,45
"BVR",50,2019-07-25 06:20:00,4,0,"1","Tow",1000,"B",2,26
"BVR",50,2019-07-25 06:20:00,4,0,"1","Tow",1000,"C",2,37
"BVR",50,2019-07-25 06:20:00,4,0,"2","Tow",1000,"A",2,51
"BVR",50,2019-07-25 06:20:00,4,0,"2","Tow",1000,"B",2,78
"BVR",50,2019-07-25 06:20:00,4,0,"2","Tow",1000,"C",1,51
"BVR",50,2019-07-25 06:20:00,4,0,"2","Tow",1000,"D",1,14
"BVR",50,2019-07-25 06:20:00,4,0,"3","Tow",1000,"A",2,46
"BVR",50,2019-07-25 06:20:00,4,0,"3","Tow",1000,"B",2,52
"BVR",50,2019-07-25 06:20:00,4,0,"3","Tow",1000,"C",2,52
"BVR",50,2019-07-25 07:20:00,4,0,"1","Tow",1000,"A",2,52
"BVR",50,2019-07-25 07:20:00,4,0,"1","Tow",1000,"B",2,59
"BVR",50,2019-07-25 07:20:00,4,0,"1","Tow",1000,"C",2,44
"BVR",50,2019-07-25 07:20:00,4,0,"2","Tow",1000,"A",2,42
"BVR",50,2019-07-25 07:20:00,4,0,"2","Tow",1000,"B",2,37
"BVR",50,2019-07-25 07:20:00,4,0,"2","Tow",1000,"C",2,36
"BVR",50,2019-07-24 18:35:00,4,0,"1","Tow",1000,"A",3,104
"BVR",50,2019-07-24 18:35:00,4,0,"1","Tow",1000,"B",2,102
"BVR",50,2019-07-24 18:35:00,4,0,"1","Tow",1000,"C",2,50
"BVR",50,2019-07-24 18:35:00,4,0,"2","Tow",1000,"A",2,112
"BVR",50,2019-07-24 18:35:00,4,0,"2","Tow",1000,"B",2,60
"BVR",50,2019-07-24 18:35:00,4,0,"2","Tow",1000,"C",2,30
"BVR",50,2019-07-24 19:35:00,4,0,"1","Tow",1000,"A",2,53
"BVR",50,2019-07-24 19:35:00,4,0,"1","Tow",1000,"B",2,37
"BVR",50,2019-07-24 19:35:00,4,0,"1","Tow",1000,"C",2,44
"BVR",50,2019-07-24 19:35:00,4,0,"2","Tow",1000,"A",2,69
"BVR",50,2019-07-24 19:35:00,4,0,"2","Tow",1000,"B",2,138
"BVR",50,2019-07-24 19:35:00,4,0,"2","Tow",1000,"C",2,68
"BVR",50,2019-07-24 20:35:00,4,0,"1","Tow",1000,"A",2,30
"BVR",50,2019-07-24 20:35:00,4,0,"1","Tow",1000,"B",2,72
"BVR",50,2019-07-24 20:35:00,4,0,"1","Tow",1000,"C",2,58
"BVR",50,2019-07-24 20:35:00,4,0,"2","Tow",1000,"A",2,51
"BVR",50,2019-07-24 20:35:00,4,0,"2","Tow",1000,"B",2,48
"BVR",50,2019-07-24 20:35:00,4,0,"2","Tow",1000,"C",2,65
"BVR",50,2019-07-24 21:35:00,4,0,"1","Tow",1000,"A",1,35
"BVR",50,2019-07-24 21:35:00,4,0,"1","Tow",1000,"B",2,49
"BVR",50,2019-07-24 21:35:00,4,0,"1","Tow",1000,"C",2,33
"BVR",50,2019-07-24 21:35:00,4,0,"2","Tow",1000,"A",2,57
"BVR",50,2019-07-24 21:35:00,4,0,"2","Tow",1000,"B",2,44
"BVR",50,2019-07-24 21:35:00,4,0,"2","Tow",1000,"C",2,45
"FCR",50,2019-06-17 12:00:00,6.5,0,"1","Tow",1000,"A",1,88
"FCR",50,2019-06-17 12:00:00,6.5,0,"1","Tow",1000,"B",1,76
"FCR",50,2019-06-17 12:00:00,6.5,0,"1","Tow",1000,"C",1,74
"BVR",49,2019-07-11 06:20:00,2,0,"3","Tow",200,"A",5,20
"BVR",49,2019-07-11 06:20:00,2,0,"3","Tow",200,"B",5,40
"BVR",49,2019-07-11 06:20:00,2,0,"3","Tow",200,"C",5,21
"BVR",49,2019-07-11 06:20:00,2,0,"3","Tow",200,"D",5,62
"BVR",49,2019-07-24 19:35:00,2,0,"3","Tow",300,"A",1,11
"BVR",49,2019-07-24 19:35:00,2,0,"3","Tow",300,"B",3,16
"BVR",49,2019-07-24 19:35:00,2,0,"3","Tow",300,"C",5,46
"BVR",49,2019-07-25 06:20:00,2,0,"2","Tow",500,"A",3,26
"BVR",49,2019-07-25 06:20:00,2,0,"2","Tow",500,"B",5,40
"BVR",49,2019-07-25 06:20:00,2,0,"2","Tow",500,"C",5,35
"FCR",50,2019-04-15 12:00:00,8,0,"1","Tow",300,"A",3,82
"FCR",50,2019-04-15 12:00:00,8,0,"1","Tow",300,"B",1,19
"FCR",50,2019-04-15 12:00:00,8,0,"1","Tow",300,"C",1,28
"FCR",50,2019-04-29 12:00:00,8,0,"1","Tow",300,"A",1,43
"FCR",50,2019-04-29 12:00:00,8,0,"1","Tow",300,"B",1,38
"FCR",50,2019-04-29 12:00:00,8,0,"1","Tow",300,"C",1,59
"FCR",50,2019-05-06 12:00:00,8,0,"1","Tow",500,"A",1,80
"FCR",50,2019-05-06 12:00:00,8,0,"1","Tow",1000,"B",1,40
"FCR",50,2019-05-06 12:00:00,8,0,"1","Tow",1000,"C",1,37
"FCR",50,2019-05-13 12:00:00,8,0,"1","Tow",1000,"A",1,45
"FCR",50,2019-05-13 12:00:00,8,0,"1","Tow",1000,"B",1,16
"FCR",50,2019-05-13 12:00:00,8,0,"1","Tow",1000,"C",2,53
"BVR",51,2019-07-10 19:57:00,2,0,"3","Tow",200,"A",5,47
"BVR",51,2019-07-10 19:57:00,2,0,"3","Tow",200,"B",5,56
"BVR",51,2019-07-10 19:57:00,2,0,"3","Tow",200,"C",5,62
"BVR",50,2019-07-11 00:47:00,5.5,0,"1","Tow",1000,"A",1,135
"BVR",50,2019-07-11 00:47:00,5.5,0,"1","Tow",1000,"B",1,112
"BVR",50,2019-07-11 00:47:00,5.5,0,"1","Tow",1000,"C",1,81
"BVR",50,2019-07-11 12:06:00,5.5,0,"1","Tow",1200,"A",1,32
"BVR",50,2019-07-11 12:06:00,5.5,0,"1","Tow",1200,"B",1,23
"BVR",50,2019-07-11 12:06:00,5.5,0,"1","Tow",1200,"C",3,74
"BVR",50,2019-07-24 12:00:00,10,0,"1","Tow",2000,"A",1,196
"BVR",50,2019-07-24 12:00:00,10,0,"1","Tow",2000,"B",1,243
"BVR",50,2019-07-24 12:00:00,10,0,"1","Tow",2000,"C",1,147
"BVR",50,2019-07-10 19:04:00,4,0,"2","Tow",1200,"A",1,60
"BVR",50,2019-07-10 19:04:00,4,0,"2","Tow",1200,"B",1,32
"BVR",50,2019-07-10 19:04:00,4,0,"2","Tow",1200,"C",1,54
"BVR",50,2019-07-10 19:53:00,4,0,"2","Tow",1200,"A",1,24
"BVR",50,2019-07-10 19:53:00,4,0,"2","Tow",1200,"B",1,34
"BVR",50,2019-07-10 19:53:00,4,0,"2","Tow",1200,"C",3,118
"BVR",50,2019-07-10 20:53:00,4,0,"2","Tow",1200,"A",1,25
"BVR",50,2019-07-10 20:53:00,4,0,"2","Tow",1200,"B",2,35
"BVR",50,2019-07-10 20:53:00,4,0,"2","Tow",1200,"C",2,35
"BVR",50,2019-07-10 21:45:00,4,0,"2","Tow",1200,"A",1,30
"BVR",50,2019-07-10 21:45:00,4,0,"2","Tow",1200,"B",1,33
"BVR",50,2019-07-10 21:45:00,4,0,"2","Tow",1200,"C",2,55
"BVR",50,2019-07-24 20:35:00,4,0,"3","Tow",1200,"A",2,57
"BVR",50,2019-07-24 20:35:00,4,0,"3","Tow",1200,"B",2,40
"BVR",50,2019-07-24 20:35:00,4,0,"3","Tow",1200,"C",2,38
"BVR",50,2019-04-08 12:00:00,10,0,"1","Tow",1000,"A",1,5
"BVR",50,2019-04-08 12:00:00,10,0,"1","Tow",1000,"B",4,49
"BVR",50,2019-04-08 12:00:00,10,0,"1","Tow",1000,"C",4,43
"BVR",50,2019-04-29 12:00:00,10,0,"1","Tow",1000,"A",3,73
"BVR",50,2019-04-29 12:00:00,10,0,"1","Tow",1000,"B",2,43
"BVR",50,2019-04-29 12:00:00,10,0,"1","Tow",1000,"C",2,59
"BVR",50,2019-05-23 12:00:00,10,0,"1","Tow",1000,"A",2,34
"BVR",50,2019-05-23 12:00:00,10,0,"1","Tow",1000,"B",3,43
"BVR",50,2019-05-23 12:00:00,10,0,"1","Tow",1000,"C",3,68
"BVR",50,2019-06-27 12:00:00,10,0,"1","Tow",1000,"A",3,286
"BVR",50,2019-06-27 12:00:00,10,0,"1","Tow",1000,"B",1,117
"BVR",50,2019-06-27 12:00:00,10,0,"1","Tow",1000,"C",1,79
"BVR",50,2019-07-18 12:00:00,10,0,"1","Tow",1000,"A",1,74
"BVR",50,2019-07-18 12:00:00,10,0,"1","Tow",1000,"B",1,43
"BVR",50,2019-07-18 12:00:00,10,0,"1","Tow",1000,"C",1,95
"BVR",50,2019-08-14 12:00:00,10,0,"1","Tow",1000,"A",1,35
"BVR",50,2019-08-14 12:00:00,10,0,"1","Tow",1000,"B",1,24
"BVR",50,2019-08-14 12:00:00,10,0,"1","Tow",1000,"C",2,77
"BVR",50,2019-09-04 12:00:00,10,0,"1","Tow",1000,"A",2,24
"BVR",50,2019-09-04 12:00:00,10,0,"1","Tow",1000,"B",4,44
"BVR",50,2019-09-04 12:00:00,10,0,"1","Tow",1000,"C",4,45
"BVR",50,2019-10-04 12:00:00,10,0,"1","Tow",1000,"A",4,50
"BVR",50,2019-10-04 12:00:00,10,0,"1","Tow",1000,"B",4,61
"BVR",50,2019-10-04 12:00:00,10,0,"1","Tow",1000,"C",2,36
"BVR",50,2019-11-15 12:00:00,10,0,"1","Tow",1000,"A",3,58
"BVR",50,2019-11-15 12:00:00,10,0,"1","Tow",1000,"B",3,60
"BVR",50,2019-11-15 12:00:00,10,0,"1","Tow",1000,"C",3,42
"BVR",50,2020-08-12 12:40:00,10,0,"1","Tow",1000,"A",2,12
"BVR",50,2020-08-12 12:40:00,10,0,"1","Tow",1000,"B",5,34
"BVR",50,2020-08-12 12:40:00,10,0,"1","Tow",1000,"C",5,18
"BVR",50,2020-08-12 12:40:00,10,0,"1","Tow",1000,"D",5,19
"BVR",50,2020-08-12 12:40:00,10,0,"1","Tow",1000,"E",5,22
"BVR",50,2020-08-12 12:52:00,10,0,"2","Tow",1000,"A",5,13
"BVR",50,2020-08-12 12:52:00,10,0,"2","Tow",1000,"B",5,23
"BVR",50,2020-08-12 12:52:00,10,0,"2","Tow",1000,"C",5,22
"BVR",50,2020-08-12 12:52:00,10,0,"2","Tow",1000,"D",5,17
"BVR",50,2020-08-12 12:52:00,10,0,"2","Tow",1000,"E",5,20
"BVR",50,2020-08-12 12:06:00,4,0,"1","Tow",500,"A",4,47
"BVR",50,2020-08-12 12:06:00,4,0,"1","Tow",500,"B",4,85
"BVR",50,2020-08-12 12:06:00,4,0,"1","Tow",500,"C",2,54
"BVR",50,2020-08-12 12:15:00,4,0,"2","Tow",500,"A",2,53
"BVR",50,2020-08-12 12:15:00,4,0,"2","Tow",500,"B",2,36
"BVR",50,2020-08-12 12:15:00,4,0,"2","Tow",500,"C",1,19
"BVR",50,2020-08-12 18:18:00,4,0,"1","Tow",700,"A",2,59
"BVR",50,2020-08-12 18:18:00,4,0,"1","Tow",700,"B",1,14
"BVR",50,2020-08-12 18:18:00,4,0,"1","Tow",700,"C",2,39
"BVR",50,2020-08-12 18:37:00,4,0,"2","Tow",700,"A",1,41
"BVR",50,2020-08-12 18:37:00,4,0,"2","Tow",700,"B",1,43
"BVR",50,2020-08-12 18:37:00,4,0,"2","Tow",700,"C",1,37
"BVR",50,2020-08-12 19:16:00,4,0,"1","Tow",700,"A",2,57
"BVR",50,2020-08-12 19:16:00,4,0,"1","Tow",700,"B",1,19
"BVR",50,2020-08-12 19:16:00,4,0,"1","Tow",700,"C",2,76
"BVR",50,2020-08-12 19:24:00,4,0,"2","Tow",700,"A",2,47
"BVR",50,2020-08-12 19:24:00,4,0,"2","Tow",700,"B",2,42
"BVR",50,2020-08-12 19:24:00,4,0,"2","Tow",700,"C",1,24
"BVR",50,2020-08-12 20:16:00,4,0,"1","Tow",1000,"A",2,26
"BVR",50,2020-08-12 20:16:00,4,0,"1","Tow",1000,"B",2,12
"BVR",50,2020-08-12 20:16:00,4,0,"1","Tow",1000,"C",5,54
"BVR",50,2020-08-12 20:16:00,4,0,"1","Tow",1000,"D",2,14
"BVR",50,2020-08-12 20:35:00,4,0,"2","Tow",1000,"A",4,73
"BVR",50,2020-08-12 20:35:00,4,0,"2","Tow",1000,"B",2,47
"BVR",50,2020-08-12 20:35:00,4,0,"2","Tow",1000,"C",2,21
"BVR",50,2020-08-12 21:16:00,4,0,"1","Tow",1000,"A",1,36
"BVR",50,2020-08-12 21:16:00,4,0,"1","Tow",1000,"B",2,36
"BVR",50,2020-08-12 21:16:00,4,0,"1","Tow",1000,"C",2,31
"BVR",50,2020-08-12 21:24:00,4,0,"2","Tow",1000,"A",2,46
"BVR",50,2020-08-12 21:24:00,4,0,"2","Tow",1000,"B",2,41
"BVR",50,2020-08-12 21:24:00,4,0,"2","Tow",1000,"C",2,45
"BVR",50,2020-08-13 00:22:00,10,0,"1","Tow",1000,"A",2,10
"BVR",50,2020-08-13 00:22:00,10,0,"1","Tow",1000,"B",5,22
"BVR",50,2020-08-13 00:22:00,10,0,"1","Tow",1000,"C",5,35
"BVR",50,2020-08-13 00:22:00,10,0,"1","Tow",1000,"D",5,36
"BVR",50,2020-08-13 00:22:00,10,0,"1","Tow",1000,"E",5,26
"BVR",50,2020-08-13 00:34:00,10,0,"2","Tow",700,"A",2,14
"BVR",50,2020-08-13 00:34:00,10,0,"2","Tow",700,"B",5,30
"BVR",50,2020-08-13 00:34:00,10,0,"2","Tow",700,"C",5,46
"BVR",50,2020-08-13 00:34:00,10,0,"2","Tow",700,"D",2,20
"BVR",50,2020-08-13 00:00:00,4,0,"1","Tow",1000,"A",2,36
"BVR",50,2020-08-13 00:00:00,4,0,"1","Tow",1000,"B",2,39
"BVR",50,2020-08-13 00:00:00,4,0,"1","Tow",1000,"C",2,42
"BVR",50,2020-08-13 00:06:00,4,0,"2","Tow",1000,"A",2,21
"BVR",50,2020-08-13 00:06:00,4,0,"2","Tow",1000,"B",4,84
"BVR",50,2020-08-13 00:06:00,4,0,"2","Tow",1000,"C",2,27
"BVR",50,2020-08-13 04:38:00,4,0,"2","Tow",700,"A",1,21
"BVR",50,2020-08-13 04:38:00,4,0,"2","Tow",700,"B",2,44
"BVR",50,2020-08-13 04:38:00,4,0,"2","Tow",700,"C",2,42
"BVR",50,2020-08-13 04:31:00,4,0,"1","Tow",700,"A",2,60
"BVR",50,2020-08-13 04:31:00,4,0,"1","Tow",700,"B",1,25
"BVR",50,2020-08-13 04:31:00,4,0,"1","Tow",700,"C",1,15
"BVR",50,2020-08-13 05:33:00,4,0,"1","Tow",700,"A",2,28
"BVR",50,2020-08-13 05:33:00,4,0,"1","Tow",700,"B",3,70
"BVR",50,2020-08-13 05:33:00,4,0,"1","Tow",700,"C",2,39
"BVR",50,2020-08-13 05:40:00,4,0,"2","Tow",700,"A",2,32
"BVR",50,2020-08-13 05:40:00,4,0,"2","Tow",700,"B",2,36
"BVR",50,2020-08-13 05:40:00,4,0,"2","Tow",700,"C",2,40
"BVR",50,2020-08-13 06:31:00,4,0,"1","Tow",700,"A",2,70
"BVR",50,2020-08-13 06:31:00,4,0,"1","Tow",700,"B",1,40
"BVR",50,2020-08-13 06:31:00,4,0,"1","Tow",700,"C",1,31
"BVR",50,2020-08-13 06:42:00,4,0,"2","Tow",700,"A",2,37
"BVR",50,2020-08-13 06:42:00,4,0,"2","Tow",700,"B",2,38
"BVR",50,2020-08-13 06:42:00,4,0,"2","Tow",700,"C",2,62
"BVR",50,2020-08-13 07:30:00,4,0,"1","Tow",700,"A",2,85
"BVR",50,2020-08-13 07:30:00,4,0,"1","Tow",700,"B",1,48
"BVR",50,2020-08-13 07:30:00,4,0,"1","Tow",700,"C",1,47
"BVR",50,2020-08-13 07:38:00,4,0,"2","Tow",700,"A",2,51
"BVR",50,2020-08-13 07:38:00,4,0,"2","Tow",700,"B",1,29
"BVR",50,2020-08-13 07:38:00,4,0,"2","Tow",700,"C",1,24
"BVR",50,2020-08-13 12:21:00,10,0,"1","Tow",1000,"A",2,17
"BVR",50,2020-08-13 12:21:00,10,0,"1","Tow",1000,"B",5,17
"BVR",50,2020-08-13 12:21:00,10,0,"1","Tow",1000,"C",5,24
"BVR",50,2020-08-13 12:21:00,10,0,"1","Tow",1000,"D",5,38
"BVR",50,2020-08-13 12:21:00,10,0,"1","Tow",1000,"E",5,19
"BVR",50,2020-08-13 12:32:00,10,0,"2","Tow",700,"A",5,15
"BVR",50,2020-08-13 12:32:00,10,0,"2","Tow",700,"B",5,15
"BVR",50,2020-08-13 12:32:00,10,0,"2","Tow",700,"C",5,18
"BVR",50,2020-08-13 12:32:00,10,0,"2","Tow",700,"D",5,17
"BVR",50,2020-08-13 12:32:00,10,0,"2","Tow",700,"E",5,16
"BVR",50,2020-08-13 12:32:00,10,0,"2","Tow",700,"F",5,22
"BVR",50,2020-08-13 12:00:00,4,0,"1","Tow",700,"A",2,76
"BVR",50,2020-08-13 12:00:00,4,0,"1","Tow",700,"B",1,48
"BVR",50,2020-08-13 12:00:00,4,0,"1","Tow",700,"C",1,20
"BVR",50,2020-08-13 12:00:00,4,0,"1","Tow",700,"D",1,16
"BVR",50,2020-08-13 12:06:00,4,0,"2","Tow",700,"A",1,32
"BVR",50,2020-08-13 12:06:00,4,0,"2","Tow",700,"B",1,44
"BVR",50,2020-08-13 12:06:00,4,0,"2","Tow",700,"C",1,24
"BVR",50,2020-08-13 06:50:00,4,0,"3","Tow",700,"A",2,35
"BVR",50,2020-08-13 06:50:00,4,0,"3","Tow",700,"B",2,47
"BVR",50,2020-08-13 06:50:00,4,0,"3","Tow",700,"C",2,81
"BVR",50,2020-08-13 07:44:00,4,0,"3","Tow",700,"A",2,27
"BVR",50,2020-08-13 07:44:00,4,0,"3","Tow",700,"B",2,20
"BVR",50,2020-08-13 07:44:00,4,0,"3","Tow",700,"C",4,60
"BVR",51,2020-08-12 12:05:00,2,0,"1","Tow",300,"A",3,82
"BVR",51,2020-08-12 12:05:00,2,0,"1","Tow",300,"B",1,18
"BVR",51,2020-08-12 12:05:00,2,0,"1","Tow",300,"C",1,12
"BVR",51,2020-08-12 12:05:00,2,0,"1","Tow",300,"D",1,24
"BVR",51,2020-08-12 12:11:00,2,0,"2","Tow",300,"A",1,30
"BVR",51,2020-08-12 12:11:00,2,0,"2","Tow",300,"B",2,65
"BVR",51,2020-08-12 12:11:00,2,0,"2","Tow",300,"C",1,34
"BVR",51,2020-08-13 12:01:00,2,0,"1","Tow",300,"A",2,110
"BVR",51,2020-08-13 12:01:00,2,0,"1","Tow",300,"B",1,48
"BVR",51,2020-08-13 12:01:00,2,0,"1","Tow",300,"C",1,27
"BVR",51,2020-08-13 12:08:00,2,0,"2","Tow",300,"A",2,102
"BVR",51,2020-08-13 12:08:00,2,0,"2","Tow",300,"B",1,40
"BVR",51,2020-08-13 12:08:00,2,0,"2","Tow",300,"C",1,46
"BVR",51,2020-08-12 18:26:00,2,0,"1","Tow",300,"A",2,72
"BVR",51,2020-08-12 18:26:00,2,0,"1","Tow",300,"B",2,38
"BVR",51,2020-08-12 18:26:00,2,0,"1","Tow",300,"C",2,105
"BVR",51,2020-08-12 12:15:00,2,0,"3","Tow",300,"A",2,87
"BVR",51,2020-08-12 12:15:00,2,0,"3","Tow",300,"B",2,66
"BVR",51,2020-08-12 12:15:00,2,0,"3","Tow",300,"C",1,35
"BVR",51,2020-08-12 19:15:00,2,0,"1","Tow",300,"A",1,33
"BVR",51,2020-08-12 19:15:00,2,0,"1","Tow",300,"B",2,29
"BVR",51,2020-08-12 19:15:00,2,0,"1","Tow",300,"C",4,95
"BVR",51,2020-08-12 19:20:00,2,0,"2","Tow",300,"A",2,38
"BVR",51,2020-08-12 19:20:00,2,0,"2","Tow",300,"B",2,32
"BVR",51,2020-08-12 19:20:00,2,0,"2","Tow",300,"C",2,48
"BVR",51,2020-08-12 20:15:00,2,0,"1","Tow",500,"A",2,29
"BVR",51,2020-08-12 20:15:00,2,0,"1","Tow",500,"B",2,35
"BVR",51,2020-08-12 20:15:00,2,0,"1","Tow",500,"C",4,59
"BVR",51,2020-08-12 20:19:00,2,0,"2","Tow",500,"A",2,32
"BVR",51,2020-08-12 20:19:00,2,0,"2","Tow",500,"B",2,58
"BVR",51,2020-08-12 20:19:00,2,0,"2","Tow",500,"C",2,45
"BVR",51,2020-08-12 21:15:00,2,0,"1","Tow",700,"A",2,21
"BVR",51,2020-08-12 21:15:00,2,0,"1","Tow",700,"B",2,24
"BVR",51,2020-08-12 21:15:00,2,0,"1","Tow",700,"C",4,54
"BVR",51,2020-08-12 21:20:00,2,0,"2","Tow",700,"A",3,45
"BVR",51,2020-08-12 21:20:00,2,0,"2","Tow",700,"B",3,43
"BVR",51,2020-08-12 21:20:00,2,0,"2","Tow",700,"C",2,40
"BVR",51,2020-08-12 20:24:00,2,0,"3","Tow",500,"A",2,30
"BVR",51,2020-08-12 20:24:00,2,0,"3","Tow",500,"B",2,79
"BVR",51,2020-08-12 20:24:00,2,0,"3","Tow",500,"C",2,57
"BVR",51,2020-08-12 21:24:00,2,0,"3","Tow",700,"A",2,41
"BVR",51,2020-08-12 21:24:00,2,0,"3","Tow",700,"B",2,46
"BVR",51,2020-08-12 21:24:00,2,0,"3","Tow",700,"C",1,25
"BVR",51,2020-08-13 00:00:00,2,0,"1","Tow",1000,"A",2,56
"BVR",51,2020-08-13 00:00:00,2,0,"1","Tow",1000,"B",1,41
"BVR",51,2020-08-13 00:00:00,2,0,"1","Tow",1000,"C",1,31
"BVR",51,2020-08-13 00:08:00,2,0,"2","Tow",1000,"A",2,35
"BVR",51,2020-08-13 00:08:00,2,0,"2","Tow",1000,"B",2,44
"BVR",51,2020-08-13 00:08:00,2,0,"2","Tow",1000,"C",2,63
"BVR",51,2020-08-13 04:32:00,2,0,"1","Tow",300,"A",1,70
"BVR",51,2020-08-13 04:32:00,2,0,"1","Tow",300,"B",1,56
"BVR",51,2020-08-13 04:32:00,2,0,"1","Tow",300,"C",1,79
"BVR",51,2020-08-13 04:58:00,2,0,"2","Tow",1000,"A",1,39
"BVR",51,2020-08-13 04:58:00,2,0,"2","Tow",1000,"B",1,60
"BVR",51,2020-08-13 04:58:00,2,0,"2","Tow",1000,"C",1,46
"BVR",51,2020-08-13 00:16:00,2,0,"3","Tow",1000,"A",2,50
"BVR",51,2020-08-13 00:16:00,2,0,"3","Tow",1000,"B",2,86
"BVR",51,2020-08-13 00:16:00,2,0,"3","Tow",1000,"C",2,26
"BVR",51,2020-08-13 00:16:00,2,0,"3","Tow",1000,"D",2,47
"BVR",51,2020-08-13 04:43:00,2,0,"3","Tow",1000,"A",1,30
"BVR",51,2020-08-13 04:43:00,2,0,"3","Tow",1000,"B",1,46
"BVR",51,2020-08-13 04:43:00,2,0,"3","Tow",1000,"C",1,55
"BVR",51,2020-08-13 05:30:00,2,0,"1","Tow",1000,"A",1,51
"BVR",51,2020-08-13 05:30:00,2,0,"1","Tow",1000,"B",1,77
"BVR",51,2020-08-13 05:30:00,2,0,"1","Tow",1000,"C",1,80
"BVR",51,2020-08-13 05:36:00,2,0,"2","Tow",1000,"A",1,36
"BVR",51,2020-08-13 05:36:00,2,0,"2","Tow",1000,"B",1,73
"BVR",51,2020-08-13 05:36:00,2,0,"2","Tow",1000,"C",1,73
"BVR",51,2020-08-13 06:30:00,2,0,"1","Tow",1000,"A",2,22
"BVR",51,2020-08-13 06:30:00,2,0,"1","Tow",1000,"B",2,36
"BVR",51,2020-08-13 06:30:00,2,0,"1","Tow",1000,"C",2,49
"BVR",51,2020-08-13 06:35:00,2,0,"2","Tow",1000,"A",2,91
"BVR",51,2020-08-13 06:35:00,2,0,"2","Tow",1000,"B",1,50
"BVR",51,2020-08-13 06:35:00,2,0,"2","Tow",1000,"C",1,36
"BVR",51,2020-08-13 07:30:00,2,0,"1","Tow",500,"A",2,69
"BVR",51,2020-08-13 07:30:00,2,0,"1","Tow",500,"B",2,49
"BVR",51,2020-08-13 07:30:00,2,0,"1","Tow",500,"C",2,52
"BVR",51,2020-08-13 07:34:00,2,0,"2","Tow",500,"A",2,42
"BVR",51,2020-08-13 07:34:00,2,0,"2","Tow",500,"B",2,51
"BVR",51,2020-08-13 07:34:00,2,0,"2","Tow",500,"C",2,55
"BVR",51,2020-08-13 07:39:00,2,0,"3","Tow",500,"A",2,60
"BVR",51,2020-08-13 07:39:00,2,0,"3","Tow",500,"B",2,87
"BVR",51,2020-08-13 07:39:00,2,0,"3","Tow",500,"C",2,36
"BVR",51,2020-08-13 06:41:00,2,0,"3","Tow",1000,"A",2,32
"BVR",51,2020-08-13 06:41:00,2,0,"3","Tow",1000,"B",2,43
"BVR",51,2020-08-13 06:41:00,2,0,"3","Tow",1000,"C",2,37
"BVR",50,2020-08-12 18:17:00,0.1,0.1,"1","Schindler",300,"A",2,10
